Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,542246,-,-,-,45.3,-122.77,0,44,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,GHI,Dew Point,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2022,1,1,0,0,-2.5,63,0,63,-4,89.53,85.22,0.5,0.5,71
2022,1,1,1,0,-4.9,0,0,0,-6.5,88.60000000000001,94.10000000000001,0.5,0.6000000000000001,73
2022,1,1,2,0,-6.2,0,0,0,-7.9,87.7,103.72,0.5,0.7000000000000001,77
2022,1,1,3,0,-6.9,0,0,0,-8.8,86.17,113.94,0.5,0.7000000000000001,78
2022,1,1,4,0,-7.1000000000000005,0,0,0,-9.3,84.56,124.44,0.5,0.7000000000000001,78
2022,1,1,5,0,-7.5,0,0,0,-9.8,83.87,134.89000000000001,0.6000000000000001,0.7000000000000001,80
2022,1,1,6,0,-7.7,0,0,0,-10.100000000000001,83.10000000000001,144.77,0.6000000000000001,0.7000000000000001,83
2022,1,1,7,0,-7.800000000000001,0,0,0,-10.200000000000001,83.09,153.03,0.6000000000000001,0.7000000000000001,87
2022,1,1,8,0,-7.7,0,0,0,-10.200000000000001,82.02,157.5,0.7000000000000001,0.7000000000000001,94
2022,1,1,9,0,-7.800000000000001,0,4,0,-10.3,82.16,155.85,0.7000000000000001,0.7000000000000001,100
2022,1,1,10,0,-7.9,0,1,0,-10.3,83.13,149.07,0.8,0.7000000000000001,103
2022,1,1,11,0,-7.9,0,4,0,-10.100000000000001,83.89,139.79,0.9,0.8,107
2022,1,1,12,0,-7.7,0,4,0,-9.9,84.13,129.52,1,0.8,110
2022,1,1,13,0,-7.4,0,4,0,-9.600000000000001,84.56,118.99000000000001,1,0.8,113
2022,1,1,14,0,-6.9,0,7,0,-9.1,84.46000000000001,108.59,1,0.7000000000000001,118
2022,1,1,15,0,-6.5,0,8,0,-8.700000000000001,84.61,98.64,1,0.7000000000000001,123
2022,1,1,16,0,-5.4,0,8,0,-7.6000000000000005,84.62,89,0.9,0.7000000000000001,133
2022,1,1,17,0,-3,127,0,127,-5,86.27,81.25,0.9,0.6000000000000001,142
2022,1,1,18,0,-1,247,1,247,-2.9000000000000004,87.24,74.77,0.9,0.8,158
2022,1,1,19,0,0.30000000000000004,332,4,18,-1.5,87.78,70.3,0.9,0.7000000000000001,171
2022,1,1,20,0,1.1,369,4,153,-0.7000000000000001,87.86,68.29,1,0.7000000000000001,178
2022,1,1,21,0,1.5,356,4,190,-0.2,88.17,68.98,1,0.6000000000000001,181
2022,1,1,22,0,1.6,294,0,294,-0.1,88.39,72.27,0.9,0.6000000000000001,170
2022,1,1,23,0,1,189,0,189,-0.4,90.55,77.82000000000001,0.9,0.4,156
2022,1,2,0,0,-0.8,64,7,24,-2.1,91.05,85.09,0.8,0.4,146
2022,1,2,1,0,-2,0,7,0,-3.2,91.42,93.96000000000001,0.8,0.5,135
2022,1,2,2,0,-2.3000000000000003,0,5,0,-3.5,91.72,103.59,0.8,0.5,127
2022,1,2,3,0,-2.1,0,6,0,-3.4000000000000004,91.07000000000001,113.8,0.8,0.6000000000000001,125
2022,1,2,4,0,-1.8,0,7,0,-3.2,90.18,124.3,0.8,0.6000000000000001,131
2022,1,2,5,0,-1.7000000000000002,0,6,0,-3.2,89.5,134.76,0.8,0.6000000000000001,134
2022,1,2,6,0,-1.6,0,7,0,-3.1,89.65,144.64000000000001,0.8,0.6000000000000001,134
2022,1,2,7,0,-1.3,0,6,0,-2.9000000000000004,88.87,152.9,0.9,0.7000000000000001,137
2022,1,2,8,0,-1,0,7,0,-2.8000000000000003,87.74,157.4,1,0.6000000000000001,140
2022,1,2,9,0,-0.7000000000000001,0,6,0,-2.6,86.82000000000001,155.8,1,0.5,155
2022,1,2,10,0,-0.5,0,7,0,-2.5,86.4,149.07,1.1,0.5,157
