Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,542246,-,-,-,45.3,-122.77,0,44,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,GHI,Dew Point,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2020,1,1,0,0,8.3,53,9,7,5.800000000000001,84.18,85.29,2.8000000000000003,1.8,189
2020,1,1,1,0,8.200000000000001,0,6,0,6.300000000000001,87.52,94.16,2.8000000000000003,1.8,200
2020,1,1,2,0,8.3,0,6,0,6.800000000000001,89.99,103.79,2.7,1.8,202
2020,1,1,3,0,8.6,0,7,0,7.2,90.96000000000001,114,2.5,1.9000000000000001,204
2020,1,1,4,0,9.200000000000001,0,8,0,7.9,91.82000000000001,124.5,2.3000000000000003,1.9000000000000001,207
2020,1,1,5,0,9.700000000000001,0,8,0,8.6,92.55,134.96,2.2,1.6,208
2020,1,1,6,0,10.100000000000001,0,0,0,9,93,144.84,2.2,1.5,215
2020,1,1,7,0,10.5,0,0,0,9.4,93.03,153.09,2.2,1.3,221
2020,1,1,8,0,10.700000000000001,0,4,0,9.700000000000001,93.36,157.54,2,1.2000000000000002,223
2020,1,1,9,0,10.700000000000001,0,4,0,9.700000000000001,93.7,155.87,2,1,227
2020,1,1,10,0,10.4,0,7,0,9.5,93.97,149.07,1.8,0.8,231
2020,1,1,11,0,10,0,4,0,9,93.78,139.78,1.6,0.8,239
2020,1,1,12,0,9.5,0,8,0,8.5,93.64,129.51,1.5,0.7000000000000001,242
2020,1,1,13,0,9.1,0,0,0,8.1,93.61,118.98,1.5,0.6000000000000001,240
2020,1,1,14,0,8.9,0,0,0,8,93.83,108.58,1.4000000000000001,0.6000000000000001,236
2020,1,1,15,0,8.5,0,0,0,7.6000000000000005,93.76,98.63,1.4000000000000001,0.5,238
2020,1,1,16,0,8.8,0,7,0,7.800000000000001,93.68,89.03,1.4000000000000001,0.6000000000000001,237
2020,1,1,17,0,9.5,119,0,119,8.4,92.73,81.26,1.4000000000000001,0.9,240
2020,1,1,18,0,10,237,0,237,8.700000000000001,91.7,74.79,1.4000000000000001,1,239
2020,1,1,19,0,10.4,322,3,199,8.8,90.01,70.33,1.4000000000000001,1.2000000000000002,242
2020,1,1,20,0,10.4,357,0,357,8.700000000000001,89.23,68.33,1.5,1.2000000000000002,244
2020,1,1,21,0,10.3,347,0,347,8.700000000000001,89.69,69.03,1.5,1.2000000000000002,242
2020,1,1,22,0,10.100000000000001,285,4,37,8.6,90.44,72.33,1.4000000000000001,1,242
2020,1,1,23,0,9.5,181,4,92,8.1,91.11,77.88,1.4000000000000001,0.9,248
2020,1,2,0,0,8.700000000000001,58,6,22,7.4,91.78,85.16,1.4000000000000001,0.7000000000000001,253
2020,1,2,1,0,8,0,7,0,6.9,92.68,94.03,1.3,0.5,254
2020,1,2,2,0,7.5,0,7,0,6.4,92.89,103.65,1.3,0.4,246
2020,1,2,3,0,7.2,0,7,0,6.1000000000000005,92.89,113.87,1.3,0.4,237
2020,1,2,4,0,6.800000000000001,0,6,0,5.800000000000001,93.39,124.37,1.4000000000000001,0.4,235
2020,1,2,5,0,6.7,0,8,0,5.7,93.17,134.82,1.4000000000000001,0.4,234
2020,1,2,6,0,6.5,0,8,0,5.5,93.33,144.70000000000002,1.4000000000000001,0.4,232
2020,1,2,7,0,6.2,0,7,0,5.2,93.28,152.97,1.5,0.4,229
2020,1,2,8,0,6,0,8,0,5.1000000000000005,93.81,157.45000000000002,1.5,0.4,223
2020,1,2,9,0,5.9,0,7,0,5,93.67,155.83,1.5,0.4,216
2020,1,2,10,0,5.6000000000000005,0,7,0,4.7,93.9,149.07,1.6,0.4,214
2020,1,2,11,0,5.5,0,8,0,4.6000000000000005,93.73,139.8,1.6,0.5,209
2020,1,2,12,0,5.5,0,8,0,4.5,93.52,129.54,1.7000000000000002,0.5,208
2020,1,2,13,0,5.5,0,7,0,4.5,93.19,119.01,1.7000000000000002,0.6000000000000001,199
2020,1,2,14,0,5.5,0,8,0,4.4,92.9,108.61,1.8,0.7000000000000001,178
2020,1,2,15,0,5.4,0,4,0,4.4,93.33,98.65,1.8,0.7000000000000001,178
2020,1,2,16,0,5.5,0,4,0,4.5,93.57000000000001,89.02,1.9000000000000001,0.8,175
