Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2776956,-,-,-,35.5,-97.27,0,355,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,GHI,Dew Point,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2023,1,1,0,0,9.1,0,8,0,4.3,97.02,71.68,1.3,1.4000000000000001,209
2023,1,1,1,0,9,0,0,0,3.9000000000000004,108.52,70.47,1.2000000000000002,1.4000000000000001,199
2023,1,1,2,0,9.200000000000001,0,0,0,3.9000000000000004,120.46000000000001,69.44,1.2000000000000002,1.3,184
2023,1,1,3,0,8.5,0,0,0,4,132.63,73.33,1.2000000000000002,1.4000000000000001,169
2023,1,1,4,0,7.2,0,0,0,4.3,144.77,81.71000000000001,1.2000000000000002,1.5,165
2023,1,1,5,0,6.5,0,0,0,4.800000000000001,156.4,88.9,1.2000000000000002,1.6,168
2023,1,1,6,0,6.4,0,7,0,5.4,165.67000000000002,93.09,1.3,1.7000000000000002,172
2023,1,1,7,0,6.4,0,7,0,5.800000000000001,166.15,95.89,1.4000000000000001,1.9000000000000001,173
2023,1,1,8,0,6.4,0,7,0,6,157.27,97.57000000000001,1.5,2.1,176
2023,1,1,9,0,6.5,0,7,0,6.2,145.72,98,1.5,2.3000000000000003,184
2023,1,1,10,0,6.5,0,6,0,6.2,133.59,97.99000000000001,1.5,2.4000000000000004,187
2023,1,1,11,0,6.300000000000001,0,6,0,6.1000000000000005,121.41,98.54,1.6,2.3000000000000003,189
2023,1,1,12,0,6.300000000000001,0,7,0,6,109.44,97.62,1.6,2.5,193
2023,1,1,13,0,6,0,7,0,5.800000000000001,97.89,98.38,1.5,2.4000000000000004,200
2023,1,1,14,0,6.800000000000001,38,7,23,5.7,86.79,92.47,1.5,3.2,211
2023,1,1,15,0,8.8,200,7,97,5.800000000000001,77.06,81.36,1.4000000000000001,3.2,219
2023,1,1,16,0,11.9,358,7,94,6.1000000000000005,68.7,67.59,1.4000000000000001,3,223
2023,1,1,17,0,15,477,7,380,6.300000000000001,62.43,56.11,1.4000000000000001,3.2,236
2023,1,1,18,0,17.5,539,7,470,6.800000000000001,58.96,49.35,1.4000000000000001,3.4000000000000004,244
2023,1,1,19,0,19,542,7,474,7,58.81,45.63,1.4000000000000001,3.5,255
2023,1,1,20,0,19.700000000000003,482,0,482,7.1000000000000005,61.99,43.89,1.5,3.4000000000000004,268
2023,1,1,21,0,19.3,369,3,275,8.4,68.04,49.230000000000004,1.5,2.1,281
2023,1,1,22,0,16.900000000000002,214,7,158,9.9,76.25,63.46,1.5,0.9,308
2023,1,1,23,0,15.4,50,7,29,6.6000000000000005,85.89,55.83,1.5,0.7000000000000001,3
2023,1,2,0,0,14.5,0,6,0,6.4,96.88,58.33,1.5,0.9,62
2023,1,2,1,0,13,0,7,0,6.800000000000001,108.38,66.18,1.5,1.2000000000000002,83
2023,1,2,2,0,12.200000000000001,0,7,0,7.7,120.33,73.9,1.5,1.3,102
2023,1,2,3,0,11.3,0,7,0,9.1,132.49,86.17,1.7000000000000002,1.4000000000000001,130
2023,1,2,4,0,10.8,0,6,0,10.8,144.64000000000001,100,1.8,1.7000000000000002,154
2023,1,2,5,0,10.4,0,7,0,10.4,156.26,100,1.9000000000000001,1.9000000000000001,164
2023,1,2,6,0,9.9,0,6,0,9.9,165.55,100,1.9000000000000001,2.1,173
2023,1,2,7,0,10.3,0,7,0,10.3,166.12,100,1.9000000000000001,2.5,182
2023,1,2,8,0,10.5,0,8,0,10.5,157.3,100,2,2.5,187
2023,1,2,9,0,10.4,0,3,0,10.4,145.78,100,2,2.2,187
2023,1,2,10,0,10.3,0,8,0,10.3,133.65,100,2,2,183
2023,1,2,11,0,10.4,0,7,0,10.4,121.47,100,2.1,2.2,175
2023,1,2,12,0,11,0,7,0,11,109.49000000000001,100,2.1,2.8000000000000003,169
2023,1,2,13,0,11.8,0,3,0,11.8,97.93,100,2.3000000000000003,3.5,164
2023,1,2,14,0,13.5,29,3,10,13.5,86.81,100,2.6,4.4,156
2023,1,2,15,0,15.200000000000001,171,3,72,14.5,77.07000000000001,95.34,2.7,4.7,154
2023,1,2,16,0,17,318,8,50,15.5,68.68,90.78,2.9000000000000004,4.6000000000000005,159
2023,1,2,17,0,18.7,427,4,175,16.5,62.39,86.99,3.1,5.6000000000000005,169
2023,1,2,18,0,19.5,488,8,104,16.900000000000002,58.89,84.73,3.2,5.800000000000001,177
2023,1,2,19,0,19.8,499,7,104,17.1,58.71,84.51,3.1,5.5,184
2023,1,2,20,0,20.200000000000003,454,7,326,17.3,61.870000000000005,83.18,3,5.2,193
2023,1,2,21,0,20.1,349,7,54,17,67.91,82.24,2.8000000000000003,4.5,198
2023,1,2,22,0,18.900000000000002,203,6,64,16.3,76.11,84.86,2.5,3.4000000000000004,204
2023,1,2,23,0,16.2,48,7,32,15.4,85.76,95.11,2.2,2.3000000000000003,209
2023,1,3,0,0,14.3,0,3,0,14.3,96.74000000000001,100,2,2.1,219
2023,1,3,1,0,13.3,0,0,0,13.3,108.25,100,1.9000000000000001,2.1,227
2023,1,3,2,0,13.8,0,0,0,12.4,120.19,91.33,2,3,235
2023,1,3,3,0,14.100000000000001,0,1,0,10.8,132.36,80.68,1.9000000000000001,3.8000000000000003,239
2023,1,3,4,0,13.200000000000001,0,3,0,9,144.5,75.60000000000001,1.4000000000000001,3.9000000000000004,246
2023,1,3,5,0,12,0,1,0,6.5,156.12,69.05,1,4.2,250
2023,1,3,6,0,10.100000000000001,0,3,0,3.7,165.42000000000002,64.53,0.8,3.3000000000000003,247
2023,1,3,7,0,8.9,0,7,0,1.7000000000000002,166.08,60.58,0.7000000000000001,3,241
2023,1,3,8,0,8.3,0,6,0,0.5,157.32,58.13,0.7000000000000001,3.3000000000000003,237
2023,1,3,9,0,7.300000000000001,0,8,0,0,145.82,59.68,0.7000000000000001,3.6,239
2023,1,3,10,0,6.1000000000000005,0,3,0,-0.30000000000000004,133.7,63.75,0.7000000000000001,3.4000000000000004,247
2023,1,3,11,0,4.9,0,0,0,-0.4,121.52,68.66,0.7000000000000001,2.9000000000000004,258
2023,1,3,12,0,3.7,0,0,0,-0.4,109.53,74.35000000000001,0.7000000000000001,2.2,268
2023,1,3,13,0,3,0,0,0,-0.5,97.96000000000001,77.65,0.7000000000000001,1.8,275
2023,1,3,14,0,5.1000000000000005,39,0,39,-0.2,86.83,68.57000000000001,0.7000000000000001,2.6,279
2023,1,3,15,0,7.4,206,0,206,-1.3,77.07000000000001,53.94,0.7000000000000001,3.7,295
2023,1,3,16,0,8.9,367,0,367,-2.6,68.66,44.35,0.8,4.4,304
2023,1,3,17,0,9.4,489,7,291,-2.8000000000000003,62.34,42.11,0.8,4.1000000000000005,301
2023,1,3,18,0,10,556,7,440,-2.8000000000000003,58.81,40.51,0.8,4,295
2023,1,3,19,0,10.4,557,7,457,-2.7,58.6,39.660000000000004,0.9,4.1000000000000005,289
2023,1,3,20,0,10.8,499,8,414,-2.7,61.75,38.89,0.9,4.3,289
2023,1,3,21,0,10.5,384,7,274,-2.7,67.77,39.42,0.9,4.2,295
2023,1,3,22,0,9.1,225,8,187,-2.3000000000000003,75.96000000000001,44.78,0.9,3.1,301
2023,1,3,23,0,5.2,56,8,26,-1.3,85.61,63.09,0.9,1.6,310
2023,1,4,0,0,3.9000000000000004,0,0,0,-1.8,96.60000000000001,66.58,0.9,1.6,315
2023,1,4,1,0,3.2,0,1,0,-2.2,108.10000000000001,67.85,0.9,1.6,317
2023,1,4,2,0,2.6,0,0,0,-2.5,120.05,68.89,0.9,1.7000000000000002,319
2023,1,4,3,0,2,0,0,0,-2.8000000000000003,132.22,70.32000000000001,0.9,1.8,322
2023,1,4,4,0,1.4000000000000001,0,0,0,-3.1,144.36,72.16,0.9,1.8,324
2023,1,4,5,0,1,0,0,0,-3.2,155.98,73.48,1,1.8,324
2023,1,4,6,0,0.6000000000000001,0,0,0,-3.4000000000000004,165.28,74.83,1,1.7000000000000002,323
2023,1,4,7,0,0.4,0,0,0,-3.4000000000000004,166.03,75.52,1.1,1.8,326
2023,1,4,8,0,0.4,0,0,0,-3.4000000000000004,157.34,75.44,1.1,1.9000000000000001,329
2023,1,4,9,0,0.30000000000000004,0,0,0,-3.4000000000000004,145.86,76.29,1.1,1.8,332
2023,1,4,10,0,-0.1,0,0,0,-3.4000000000000004,133.74,78.51,1.1,1.5,333
2023,1,4,11,0,-0.7000000000000001,0,0,0,-3.5,121.56,81.05,1.1,1.3,328
2023,1,4,12,0,-1,0,0,0,-3.6,109.57000000000001,82.28,1.1,1.2000000000000002,320
2023,1,4,13,0,-1.5,0,5,0,-3.7,97.99000000000001,84.85000000000001,1,1.3,309
2023,1,4,14,0,0.6000000000000001,38,4,9,-3.5,86.83,73.99,1,2.4000000000000004,299
2023,1,4,15,0,3.4000000000000004,204,5,101,-3.8000000000000003,77.06,59.17,0.9,2.3000000000000003,294
2023,1,4,16,0,6,366,0,366,-4.2,68.63,48.06,0.9,1.9000000000000001,280
2023,1,4,17,0,7.800000000000001,487,0,487,-3.9000000000000004,62.28,43.230000000000004,0.9,2.2,267
2023,1,4,18,0,9.3,554,0,554,-3.7,58.72,39.82,0.9,2.5,261
2023,1,4,19,0,10.4,558,0,558,-3.4000000000000004,58.49,37.85,0.9,2.9000000000000004,260
2023,1,4,20,0,11.100000000000001,500,0,500,-3,61.61,37.21,0.9,3.1,262
2023,1,4,21,0,11,385,0,385,-2.5,67.63,38.730000000000004,0.9,3.2,267
2023,1,4,22,0,9.3,225,0,225,-0.7000000000000001,75.82000000000001,49.81,1,2.1,267
2023,1,4,23,0,5.4,57,0,57,-0.6000000000000001,85.47,65.31,0.9,1.6,266
2023,1,5,0,0,4.6000000000000005,0,0,0,-1,96.45,67.11,0.9,1.7000000000000002,268
2023,1,5,1,0,4.3,0,0,0,-1.2000000000000002,107.96000000000001,67.43,0.9,1.9000000000000001,277
