Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2774883,-,-,-,35.56,-97.29,0,350,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,Dew Point,GHI,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2023,1,1,0,0,9,0,7,4.2,0,97.03,71.97,1.3,1.4000000000000001,209
2023,1,1,1,0,8.9,0,0,3.9000000000000004,0,108.52,70.79,1.2000000000000002,1.4000000000000001,199
2023,1,1,2,0,9.1,0,0,3.8000000000000003,0,120.45,69.48,1.1,1.3,184
2023,1,1,3,0,8.4,0,0,3.9000000000000004,0,132.61,73.18,1.1,1.4000000000000001,169
2023,1,1,4,0,7.1000000000000005,0,0,4.1000000000000005,0,144.75,81.21000000000001,1.2000000000000002,1.5,165
2023,1,1,5,0,6.4,0,0,4.6000000000000005,0,156.36,88.28,1.2000000000000002,1.6,168
2023,1,1,6,0,6.300000000000001,0,7,5.2,0,165.61,92.9,1.3,1.7000000000000002,172
2023,1,1,7,0,6.300000000000001,0,7,5.800000000000001,0,166.11,96.36,1.4000000000000001,1.9000000000000001,173
2023,1,1,8,0,6.300000000000001,0,7,6.1000000000000005,0,157.25,98.65,1.5,2.1,176
2023,1,1,9,0,6.4,0,6,6.300000000000001,0,145.73,99.47,1.5,2.3000000000000003,184
2023,1,1,10,0,6.4,0,7,6.300000000000001,0,133.61,99.59,1.5,2.4000000000000004,187
2023,1,1,11,0,6.300000000000001,0,9,6.2,0,121.44,99.42,1.6,2.3000000000000003,189
2023,1,1,12,0,6.4,0,7,6.1000000000000005,0,109.47,97.68,1.6,2.5,193
2023,1,1,13,0,6,0,7,5.800000000000001,0,97.93,98.82000000000001,1.5,2.4000000000000004,200
2023,1,1,14,0,6.7,37,7,5.7,20,86.83,93.14,1.5,3.2,211
2023,1,1,15,0,8.700000000000001,199,7,5.800000000000001,135,77.11,81.96000000000001,1.4000000000000001,3.2,219
2023,1,1,16,0,11.8,357,6,6.1000000000000005,98,68.76,68,1.4000000000000001,2.9000000000000004,223
2023,1,1,17,0,14.9,476,7,6.300000000000001,402,62.49,56.47,1.4000000000000001,3.1,236
2023,1,1,18,0,17.400000000000002,539,8,6.7,434,59.02,49.42,1.4000000000000001,3.4000000000000004,244
2023,1,1,19,0,18.900000000000002,542,3,6.9,491,58.870000000000005,45.67,1.4000000000000001,3.5,255
2023,1,1,20,0,19.6,482,0,7,482,62.04,43.83,1.5,3.4000000000000004,268
2023,1,1,21,0,19.1,368,3,8.1,262,68.08,48.980000000000004,1.5,2.1,281
2023,1,1,22,0,16.7,214,7,9.700000000000001,180,76.27,63.15,1.4000000000000001,0.9,308
2023,1,1,23,0,15,50,7,6.4,29,85.91,56.47,1.4000000000000001,0.7000000000000001,3
2023,1,2,0,0,14.100000000000001,0,6,6.2,0,96.89,58.870000000000005,1.4000000000000001,0.9,62
2023,1,2,1,0,12.8,0,7,6.5,0,108.38,65.42,1.5,1.2000000000000002,83
2023,1,2,2,0,12,0,7,7.2,0,120.32000000000001,72.28,1.5,1.3,102
2023,1,2,3,0,11.100000000000001,0,7,8.4,0,132.48,83.68,1.6,1.4000000000000001,130
2023,1,2,4,0,10.700000000000001,0,6,10.200000000000001,0,144.61,96.84,1.8,1.7000000000000002,154
2023,1,2,5,0,10.200000000000001,0,7,10.200000000000001,0,156.22,100,1.9000000000000001,1.9000000000000001,164
2023,1,2,6,0,9.8,0,6,9.8,0,165.49,100,1.9000000000000001,2,173
2023,1,2,7,0,10,0,7,10,0,166.07,100,1.9000000000000001,2.4000000000000004,182
2023,1,2,8,0,10.200000000000001,0,7,10.200000000000001,0,157.28,100,2,2.4000000000000004,187
2023,1,2,9,0,10.200000000000001,0,7,10.200000000000001,0,145.78,100,2,2.2,187
2023,1,2,10,0,10.200000000000001,0,8,10.200000000000001,0,133.66,100,2,2,183
2023,1,2,11,0,10.3,0,7,10.3,0,121.49000000000001,100,2.1,2.2,175
2023,1,2,12,0,10.8,0,7,10.8,0,109.52,100,2.1,2.7,169
2023,1,2,13,0,11.600000000000001,0,3,11.600000000000001,0,97.97,100,2.3000000000000003,3.5,164
2023,1,2,14,0,13.3,28,1,13.3,28,86.86,100,2.5,4.4,156
2023,1,2,15,0,15.200000000000001,170,3,14.4,98,77.12,94.85000000000001,2.7,4.7,154
2023,1,2,16,0,17,317,7,15.4,9,68.74,90.35000000000001,2.9000000000000004,4.6000000000000005,159
2023,1,2,17,0,18.7,427,3,16.5,210,62.45,86.85000000000001,3,5.5,169
2023,1,2,18,0,19.5,486,8,16.8,154,58.95,84.58,3.2,5.7,177
2023,1,2,19,0,19.8,496,7,17.1,66,58.77,84.4,3.1,5.5,184
2023,1,2,20,0,20.1,453,7,17.3,330,61.92,83.69,3,5.2,193
2023,1,2,21,0,20,348,7,17,7,67.95,82.78,2.8000000000000003,4.5,198
2023,1,2,22,0,18.8,202,7,16.3,49,76.14,85.49,2.5,3.3000000000000003,204
2023,1,2,23,0,16.1,47,8,15.4,33,85.78,95.9,2.2,2.3000000000000003,209
2023,1,3,0,0,14.3,0,8,14.3,0,96.75,100,2,2,219
2023,1,3,1,0,13.200000000000001,0,0,13.200000000000001,0,108.25,100,1.9000000000000001,2.1,227
2023,1,3,2,0,13.600000000000001,0,0,12.4,0,120.18,92.72,2,3,235
2023,1,3,3,0,13.9,0,3,10.9,0,132.34,82.26,1.9000000000000001,3.7,239
2023,1,3,4,0,13.100000000000001,0,3,9.1,0,144.47,76.93,1.4000000000000001,3.9000000000000004,246
2023,1,3,5,0,11.9,0,3,6.7,0,156.08,70.7,1,4.2,250
2023,1,3,6,0,10.100000000000001,0,8,4,0,165.36,65.81,0.8,3.3000000000000003,247
2023,1,3,7,0,8.9,0,7,1.9000000000000001,0,166.03,61.47,0.7000000000000001,3,241
2023,1,3,8,0,8.200000000000001,0,9,0.6000000000000001,0,157.31,58.92,0.7000000000000001,3.3000000000000003,237
2023,1,3,9,0,7.300000000000001,0,7,0,0,145.82,59.71,0.7000000000000001,3.6,239
2023,1,3,10,0,6.1000000000000005,0,0,-0.30000000000000004,0,133.71,63.53,0.7000000000000001,3.4000000000000004,247
2023,1,3,11,0,4.800000000000001,0,0,-0.4,0,121.54,68.87,0.8,2.9000000000000004,258
2023,1,3,12,0,3.7,0,0,-0.5,0,109.56,74.05,0.8,2.2,268
2023,1,3,13,0,2.9000000000000004,0,0,-0.5,0,98,78.07000000000001,0.7000000000000001,1.8,275
2023,1,3,14,0,5,38,0,-0.2,38,86.87,68.91,0.7000000000000001,2.6,279
2023,1,3,15,0,7.2,205,0,-1.4000000000000001,205,77.12,54.49,0.7000000000000001,3.8000000000000003,295
2023,1,3,16,0,8.8,366,0,-2.7,366,68.72,44.38,0.8,4.4,304
2023,1,3,17,0,9.3,488,7,-2.9000000000000004,314,62.4,42.17,0.8,4.2,301
2023,1,3,18,0,9.9,555,8,-2.9000000000000004,456,58.870000000000005,40.52,0.8,4,295
2023,1,3,19,0,10.200000000000001,556,2,-2.9000000000000004,493,58.660000000000004,39.87,0.9,4.2,289
2023,1,3,20,0,10.700000000000001,498,7,-2.8000000000000003,368,61.800000000000004,38.75,0.9,4.3,289
2023,1,3,21,0,10.3,383,8,-2.9000000000000004,258,67.81,39.5,0.9,4.2,295
2023,1,3,22,0,8.9,225,8,-2.5,205,75.99,44.65,0.9,3.1,301
2023,1,3,23,0,5.1000000000000005,56,8,-1.5,29,85.63,62.5,0.9,1.6,310
2023,1,4,0,0,3.8000000000000003,0,1,-1.9000000000000001,0,96.61,66.21000000000001,0.9,1.6,315
2023,1,4,1,0,3.1,0,1,-2.3000000000000003,0,108.10000000000001,67.6,0.9,1.6,317
2023,1,4,2,0,2.5,0,0,-2.7,0,120.04,68.73,0.9,1.7000000000000002,319
2023,1,4,3,0,2,0,0,-3,0,132.2,69.73,0.9,1.8,322
2023,1,4,4,0,1.4000000000000001,0,0,-3.2,0,144.33,71.57000000000001,0.9,1.8,324
2023,1,4,5,0,0.9,0,0,-3.3000000000000003,0,155.94,73.38,1,1.8,324
2023,1,4,6,0,0.6000000000000001,0,0,-3.4000000000000004,0,165.22,74.32000000000001,1,1.8,323
2023,1,4,7,0,0.4,0,0,-3.5,0,165.98,75.18,1.1,1.9000000000000001,326
2023,1,4,8,0,0.4,0,0,-3.5,0,157.33,75.33,1.1,2,329
2023,1,4,9,0,0.4,0,0,-3.4000000000000004,0,145.86,75.71000000000001,1.1,1.8,332
2023,1,4,10,0,0,0,0,-3.4000000000000004,0,133.76,77.98,1.2000000000000002,1.5,333
2023,1,4,11,0,-0.6000000000000001,0,0,-3.5,0,121.58,80.63,1.1,1.3,328
2023,1,4,12,0,-0.9,0,0,-3.6,0,109.60000000000001,81.69,1.1,1.2000000000000002,320
2023,1,4,13,0,-1.5,0,5,-3.7,0,98.03,84.74,1,1.3,309
2023,1,4,14,0,0.5,37,5,-3.6,14,86.88,74.11,1,2.4000000000000004,299
2023,1,4,15,0,3.3000000000000003,203,5,-3.9000000000000004,169,77.11,59.36,0.9,2.3000000000000003,294
2023,1,4,16,0,6,364,0,-4.3,364,68.69,47.78,0.9,1.9000000000000001,280
2023,1,4,17,0,7.800000000000001,485,0,-4,485,62.34,42.9,0.9,2.2,267
2023,1,4,18,0,9.3,553,0,-3.8000000000000003,553,58.78,39.43,0.9,2.5,261
2023,1,4,19,0,10.4,557,0,-3.5,557,58.54,37.39,0.9,2.9000000000000004,260
2023,1,4,20,0,11.100000000000001,499,0,-3.1,499,61.660000000000004,36.76,0.9,3.1,262
2023,1,4,21,0,11.100000000000001,384,0,-2.7,384,67.66,38.01,0.9,3.2,267
