Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,540005,-,-,-,45.48,-122.81,0,66,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Relative Humidity,Dew Point,Cloud Type,Wind Direction,Wind Speed,Precipitable Water,Solar Zenith Angle
2022,1,1,0,0,-2.7,62,62,90.89,-4,0,71,0.6000000000000001,0.5,85.31
2022,1,1,1,0,-5.1000000000000005,0,0,90.86,-6.4,0,73,0.7000000000000001,0.5,94.16
2022,1,1,2,0,-6.300000000000001,0,0,89.54,-7.7,0,77,0.7000000000000001,0.5,103.75
2022,1,1,3,0,-7,0,0,88.14,-8.6,0,78,0.8,0.5,113.94
2022,1,1,4,0,-7.300000000000001,0,0,86.75,-9.1,0,78,0.8,0.5,124.41
2022,1,1,5,0,-7.800000000000001,0,0,86.36,-9.700000000000001,0,80,0.8,0.5,134.83
2022,1,1,6,0,-8.1,0,0,86,-10,0,83,0.8,0.6000000000000001,144.67000000000002
2022,1,1,7,0,-8.200000000000001,0,0,85.66,-10.200000000000001,0,87,0.8,0.6000000000000001,152.88
2022,1,1,8,0,-8.200000000000001,0,0,85.19,-10.200000000000001,0,94,0.8,0.7000000000000001,157.32
2022,1,1,9,0,-8.200000000000001,0,0,84.82000000000001,-10.3,4,100,0.8,0.7000000000000001,155.70000000000002
2022,1,1,10,0,-8.4,0,0,85.83,-10.3,0,103,0.8,0.8,148.99
2022,1,1,11,0,-8.5,0,0,86.5,-10.3,7,107,0.9,0.9,139.75
2022,1,1,12,0,-8.4,0,0,86.48,-10.3,1,110,0.8,1,129.53
2022,1,1,13,0,-8.1,0,0,86.39,-10,0,113,0.8,1,119.03
2022,1,1,14,0,-7.6000000000000005,0,0,85.94,-9.5,0,118,0.8,1,108.66
2022,1,1,15,0,-7.2,0,0,86.48,-9.1,7,123,0.8,0.9,98.74000000000001
2022,1,1,16,0,-6,0,0,86.25,-7.9,8,133,0.7000000000000001,0.9,89.11
2022,1,1,17,0,-3.5,124,124,87.22,-5.300000000000001,0,142,0.6000000000000001,0.9,81.39
