Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2723172,-,-,-,35.5,-97.77,0,412,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Dew Point,GHI,Cloud Type,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed,Precipitable Water
2021,1,5,11,0,0.2,0,-1.6,0,0,87.85000000000001,122.02,161,1.3,0.8
2021,1,5,12,0,-1,0,-1.4000000000000001,0,0,96.82000000000001,110.01,161,1.4000000000000001,0.8
2021,1,5,13,0,-1.7000000000000002,0,-1.7000000000000002,0,0,100,98.4,162,1.4000000000000001,0.9
2021,1,5,14,0,1.4000000000000001,34,0.8,34,0,95.59,87.18,166,2.1,0.9
2021,1,5,15,0,4,198,2.5,198,0,89.81,77.35000000000001,169,3.4000000000000004,1
2021,1,5,16,0,6.300000000000001,360,4.2,360,0,86.26,68.83,171,3.4000000000000004,1.1
2021,1,5,17,0,9.4,481,5.2,481,0,74.95,62.35,174,4.3,1.2000000000000002
2021,1,5,18,0,11.700000000000001,548,4.5,548,0,61.29,58.65,180,5.5,1.3
2021,1,5,19,0,12.600000000000001,555,4.4,555,0,57.54,58.26,181,5.6000000000000005,1.3
2021,1,5,20,0,12.9,500,4.7,500,0,57.36,61.25,180,5.300000000000001,1.3
2021,1,5,21,0,12.4,386,5.4,386,0,62.32,67.16,176,4.2,1.3
2021,1,5,22,0,10.4,231,5.9,182,7,73.69,75.29,168,3,1.3
2021,1,5,23,0,7.9,63,5.2,33,7,83.31,84.91,159,2.9000000000000004,1.3
2021,1,6,0,0,7.6000000000000005,0,5,0,7,83.32000000000001,95.85000000000001,157,3.7,1.3
2021,1,6,1,0,7.2,0,4.800000000000001,0,7,84.49,107.35000000000001,157,4,1.4000000000000001
2021,1,6,2,0,6.7,0,4.5,0,6,86.03,119.28,156,4.1000000000000005,1.4000000000000001
2021,1,6,3,0,6.4,0,4.4,0,6,86.95,131.45,154,4.2,1.5
2021,1,6,4,0,6.1000000000000005,0,4.4,0,7,88.61,143.59,154,4.3,1.6
2021,1,6,5,0,5.800000000000001,0,4.4,0,8,90.78,155.23,153,4.1000000000000005,1.7000000000000002
2021,1,6,6,0,5.300000000000001,0,4.4,0,7,94.10000000000001,164.69,152,3.7,1.6
2021,1,6,7,0,4.6000000000000005,0,4.4,0,7,98.44,166.02,153,3.2,1.6
2021,1,6,8,0,3.9000000000000004,0,3.9000000000000004,0,0,100,157.72,154,2.6,1.6
2021,1,6,9,0,3.3000000000000003,0,3.3000000000000003,0,0,100,146.34,158,1.9000000000000001,1.6
2021,1,6,10,0,2.9000000000000004,0,2.9000000000000004,0,0,100,134.25,168,1.3,1.6
2021,1,6,11,0,3.6,0,3.6,0,0,100,122.05,191,1.1,1.6
2021,1,6,12,0,4.3,0,4.3,0,4,100,110.04,229,1.1,1.7000000000000002
2021,1,6,13,0,4.5,0,4.5,0,4,100,98.41,280,1.5,1.7000000000000002
2021,1,6,14,0,4.6000000000000005,26,4.3,5,4,98.22,87.18,318,2.6,1.8
2021,1,6,15,0,4.7,171,3.9000000000000004,62,4,94.83,77.34,337,3.4000000000000004,1.8
2021,1,6,16,0,5,325,3.4000000000000004,118,4,89.46000000000001,68.78,349,4.2,1.8
2021,1,6,17,0,5.4,449,3.1,120,4,84.96000000000001,62.28,356,4.5,1.7000000000000002
2021,1,6,18,0,5.9,516,3,173,4,81.60000000000001,58.54,356,4.7,1.7000000000000002
2021,1,6,19,0,6.300000000000001,524,3,174,4,79.54,58.120000000000005,352,5,1.6
2021,1,6,20,0,6.6000000000000005,473,3.2,98,4,78.69,61.1,350,5.2,1.5
2021,1,6,21,0,6.6000000000000005,362,3.4000000000000004,58,4,80.2,67,351,4.9,1.5
2021,1,6,22,0,6.2,212,3.7,212,1,84.23,75.13,355,4.4,1.5
2021,1,6,23,0,5.4,55,3.9000000000000004,10,4,89.81,84.75,354,4.1000000000000005,1.5
2021,1,7,0,0,4.9,0,3.8000000000000003,0,4,92.63,95.7,353,3.9000000000000004,1.5
2021,1,7,1,0,4.6000000000000005,0,3.7,0,4,93.64,107.19,353,3.6,1.5
2021,1,7,2,0,4.2,0,3.4000000000000004,0,4,94.69,119.13,347,3.7,1.5
2021,1,7,3,0,4,0,3.1,0,4,93.91,131.3,344,4.2,1.5
2021,1,7,4,0,3.5,0,2.8000000000000003,0,4,95.31,143.44,344,4.1000000000000005,1.5
2021,1,7,5,0,3.1,0,2.5,0,4,95.91,155.08,345,4.1000000000000005,1.5
2021,1,7,6,0,2.7,0,2.2,0,4,96.23,164.53,345,4.1000000000000005,1.4000000000000001
2021,1,7,7,0,2.3000000000000003,0,1.8,0,4,96.62,165.94,344,4.2,1.4000000000000001
2021,1,7,8,0,2,0,1.5,0,4,96.58,157.71,343,4.3,1.3
2021,1,7,9,0,1.7000000000000002,0,1.2000000000000002,0,4,96.7,146.36,343,4.4,1.3
2021,1,7,10,0,1.3,0,0.9,0,4,97.3,134.27,344,4.3,1.2000000000000002
2021,1,7,11,0,1.1,0,0.6000000000000001,0,4,96.76,122.08,349,4.3,1.2000000000000002
2021,1,7,12,0,0.9,0,0.5,0,4,96.9,110.06,354,4.1000000000000005,1.1
2021,1,7,13,0,0.7000000000000001,0,0.30000000000000004,0,4,97.2,98.42,357,3.8000000000000003,1.1
2021,1,7,14,0,1.1,29,0.4,5,4,95,87.17,356,3.9000000000000004,1.1
2021,1,7,15,0,2.2,184,0.8,23,4,90.16,77.31,358,4.2,1.1
2021,1,7,16,0,3.5,346,1.1,48,4,84.56,68.73,1,3.9000000000000004,1.1
2021,1,7,17,0,4.5,472,1.2000000000000002,60,4,79.42,62.190000000000005,0,3.7,1.1
2021,1,7,18,0,5.1000000000000005,547,1.2000000000000002,37,4,75.85000000000001,58.43,358,3.6,1.1
2021,1,7,19,0,5.6000000000000005,555,1.2000000000000002,61,4,73.09,57.99,359,3.6,1.1
2021,1,7,20,0,5.7,504,1.1,36,4,72.32000000000001,60.94,3,3.6,1
2021,1,7,21,0,5.6000000000000005,391,1.1,15,4,72.9,66.84,8,3.4000000000000004,1
2021,1,7,22,0,4.9,235,1.3,77,4,77.77,74.96000000000001,11,2.8000000000000003,1
2021,1,7,23,0,2.9000000000000004,67,1.6,7,4,90.95,84.59,10,1.4000000000000001,1
2021,1,8,0,0,2.1,0,1.3,0,4,94.47,95.54,9,1.4000000000000001,1
2021,1,8,1,0,1.7000000000000002,0,1.2000000000000002,0,4,96.75,107.04,10,1.4000000000000001,1
2021,1,8,2,0,1.3,0,1.2000000000000002,0,4,99.28,118.98,13,1.5,1
2021,1,8,3,0,1,0,1,0,4,100,131.15,19,1.5,1
2021,1,8,4,0,0.4,0,0.4,0,4,100,143.29,29,1.5,1
2021,1,8,5,0,-0.5,0,-0.5,0,4,100,154.92000000000002,35,1.5,0.9
2021,1,8,6,0,-1.4000000000000001,0,-1.4000000000000001,0,4,100,164.36,36,1.4000000000000001,0.9
2021,1,8,7,0,-2.1,0,-2.1,0,4,100,165.84,32,1.4000000000000001,0.9
2021,1,8,8,0,-2.6,0,-2.6,0,4,100,157.70000000000002,28,1.4000000000000001,0.9
2021,1,8,9,0,-2.9000000000000004,0,-2.9000000000000004,0,4,100,146.37,26,1.5,0.9
2021,1,8,10,0,-3.1,0,-3.1,0,4,100,134.3,23,1.6,0.9
2021,1,8,11,0,-3.1,0,-3.1,0,4,100,122.10000000000001,22,1.8,0.9
2021,1,8,12,0,-3.1,0,-3.1,0,4,100,110.07000000000001,20,2.1,0.8
2021,1,8,13,0,-3.1,0,-3.4000000000000004,0,4,98.14,98.42,11,2.1,0.8
2021,1,8,14,0,-2.1,34,-3.1,8,4,92.81,87.15,4,2.4000000000000004,0.8
2021,1,8,15,0,0,197,-2.6,39,4,82.53,77.27,1,2.7,0.9
2021,1,8,16,0,2,363,-2.6,67,4,71.31,68.67,355,3,0.9
2021,1,8,17,0,3.4000000000000004,489,-2.7,90,4,64.39,62.11,352,2.9000000000000004,0.9
2021,1,8,18,0,4.5,559,-2.9000000000000004,106,4,58.54,58.31,354,2.9000000000000004,0.9
2021,1,8,19,0,5.1000000000000005,568,-3.1,375,5,55.25,57.84,357,2.8000000000000003,0.9
2021,1,8,20,0,5.300000000000001,514,-3.4000000000000004,280,4,53.370000000000005,60.78,360,2.6,0.9
2021,1,8,21,0,5.1000000000000005,405,-3.5,188,4,53.870000000000005,66.67,360,2.5,0.8
2021,1,8,22,0,3.9000000000000004,247,-2.5,157,4,63.08,74.8,360,1.7000000000000002,0.8
2021,1,8,23,0,0.5,73,-2.6,52,4,79.95,84.43,10,1,0.8
2021,1,9,0,0,-0.7000000000000001,0,-3.5,0,1,81.09,95.38,19,1.1,0.8
2021,1,9,1,0,-1.4000000000000001,0,-4,0,1,82.62,106.88,28,1.1,0.8
2021,1,9,2,0,-1.9000000000000001,0,-4.2,0,1,84.27,118.83,37,1.1,0.7000000000000001
2021,1,9,3,0,-2.3000000000000003,0,-4.3,0,1,86.12,131,47,1.1,0.7000000000000001
2021,1,9,4,0,-2.4000000000000004,0,-4.4,0,1,86.18,143.14000000000001,58,1,0.7000000000000001
2021,1,9,5,0,-2.2,0,-4.4,0,1,84.56,154.76,74,0.9,0.8
2021,1,9,6,0,-2.3000000000000003,0,-4.5,0,1,85.06,164.19,97,0.7000000000000001,0.8
2021,1,9,7,0,-2.2,0,-4.5,0,1,84.44,165.74,126,0.6000000000000001,0.8
2021,1,9,8,0,-2.2,0,-4.4,0,1,84.59,157.68,169,0.5,0.8
2021,1,9,9,0,-2.3000000000000003,0,-4.4,0,1,85.34,146.38,230,0.5,0.9
2021,1,9,10,0,-2.7,0,-4.4,0,1,88.04,134.31,282,0.5,0.9
2021,1,9,11,0,-3,0,-4.4,0,1,90.26,122.12,317,0.7000000000000001,0.9
2021,1,9,12,0,-3.5,0,-4.3,0,4,93.97,110.08,346,0.8,0.9
2021,1,9,13,0,-3.9000000000000004,0,-4.3,0,4,97.23,98.42,5,0.8,0.9
2021,1,9,14,0,-2.2,33,-3.9000000000000004,18,4,87.94,87.14,16,1.4000000000000001,0.9
2021,1,9,15,0,0.30000000000000004,197,-3.7,197,1,74.59,77.23,30,0.9,0.9
2021,1,9,16,0,2.9000000000000004,361,-4,361,1,60.32,68.61,96,0.7000000000000001,0.9
2021,1,9,17,0,3.9000000000000004,487,-4,350,8,56.47,62.01,109,0.7000000000000001,0.9
2021,1,9,18,0,4.2,558,-4.1000000000000005,417,8,54.67,58.18,94,0.9,1
2021,1,9,19,0,4,566,-4.1000000000000005,446,8,55.4,57.69,81,0.9,1
2021,1,9,20,0,3.9000000000000004,510,-4,380,7,56.2,60.61,64,1.1,1
2021,1,9,21,0,3.6,393,-2.5,302,7,64.45,66.5,59,1,1.1
2021,1,9,22,0,2.4000000000000004,237,-0.9,128,7,78.68,74.62,59,0.7000000000000001,1.1
2021,1,9,23,0,1,69,-2.3000000000000003,29,7,78.88,84.27,62,1,1.1
2021,1,10,0,0,0.30000000000000004,0,-2.7,0,6,79.98,95.22,61,1.1,1.1
2021,1,10,1,0,0,0,-2.9000000000000004,0,7,80.86,106.73,57,1.1,1
2021,1,10,2,0,0,0,-2.8000000000000003,0,7,81.51,118.68,50,1.2000000000000002,1
2021,1,10,3,0,-0.1,0,-2.7,0,6,82.75,130.85,42,1.1,1.1
2021,1,10,4,0,-0.30000000000000004,0,-2.7,0,6,84.05,142.98,34,1.1,1.1
2021,1,10,5,0,-0.6000000000000001,0,-2.7,0,7,85.38,154.59,25,1.2000000000000002,1.1
2021,1,10,6,0,-0.9,0,-2.9000000000000004,0,6,86.42,164.02,22,1.5,1.1
2021,1,10,7,0,-1,0,-2.9000000000000004,0,7,86.8,165.63,24,1.7000000000000002,1.1
2021,1,10,8,0,-1.1,0,-2.9000000000000004,0,5,87.84,157.65,28,1.8,1.1
2021,1,10,9,0,-1.2000000000000002,0,-2.8000000000000003,0,7,88.93,146.38,30,1.9000000000000001,1.1
2021,1,10,10,0,-1.5,0,-2.8000000000000003,0,8,90.98,134.32,26,1.8,1.1
2021,1,10,11,0,-2.1,0,-2.9000000000000004,0,7,94.38,122.13,19,1.5,1.1
2021,1,10,12,0,-2.8000000000000003,0,-3,0,7,98.52,110.08,15,1.4000000000000001,1.1
2021,1,10,13,0,-2.7,0,-3.1,0,8,97.11,98.41,18,1.7000000000000002,1.1
2021,1,10,14,0,-1.7000000000000002,28,-3,13,7,90.71000000000001,87.11,19,2.7,1.1
2021,1,10,15,0,-0.5,178,-3,36,6,83.29,77.19,20,2.7,1.2000000000000002
2021,1,10,16,0,0.8,336,-3.2,109,7,74.56,68.53,27,2.8000000000000003,1.2000000000000002
2021,1,10,17,0,1.3,460,-3,86,7,73.01,61.910000000000004,17,2.6,1.2000000000000002
2021,1,10,18,0,1.6,536,-2.8000000000000003,146,6,72.36,58.050000000000004,13,3,1.2000000000000002
2021,1,10,19,0,2.1,547,-2.7,164,7,70.51,57.53,14,3.4000000000000004,1.2000000000000002
2021,1,10,20,0,2.5,492,-2.5,186,7,69.39,60.44,19,2.8000000000000003,1.1
2021,1,10,21,0,2.3000000000000003,383,-2.5,210,8,70.61,66.32000000000001,17,2.7,1.1
2021,1,10,22,0,1.8,231,-2.1,149,7,75.44,74.45,13,2.1,1.1
2021,1,10,23,0,0.1,67,-1.8,27,8,86.92,84.10000000000001,12,1.2000000000000002,1.1
2021,1,11,0,0,-0.4,0,-2.1,0,8,88.41,95.05,13,1.1,1
2021,1,11,1,0,-0.6000000000000001,0,-2.3000000000000003,0,8,88.57000000000001,106.57000000000001,14,1.1,1
2021,1,11,2,0,-0.9,0,-2.4000000000000004,0,7,89.33,118.52,14,1.1,1
2021,1,11,3,0,-1.1,0,-2.6,0,7,89.34,130.69,21,1,1
2021,1,11,4,0,-1.3,0,-2.9000000000000004,0,8,89.05,142.82,33,1,0.9
2021,1,11,5,0,-1.6,0,-3.1,0,8,89.17,154.42000000000002,41,0.9,0.9
2021,1,11,6,0,-1.8,0,-3.4000000000000004,0,6,88.56,163.84,45,0.9,0.9
2021,1,11,7,0,-1.8,0,-3.7,0,9,86.77,165.51,43,0.8,0.9
