Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,542239,-,-,-,45.44,-122.77,0,60,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2022,1,1,0,0,-3,62,0,-4.2,62,91.16,85.31,0.5,0.6000000000000001,71
2022,1,1,1,0,-5.4,0,0,-6.7,0,90.5,94.17,0.5,0.7000000000000001,73
2022,1,1,2,0,-6.7,0,0,-8.200000000000001,0,89.37,103.77,0.5,0.7000000000000001,77
2022,1,1,3,0,-7.300000000000001,0,0,-9,0,87.58,113.96000000000001,0.5,0.8,78
2022,1,1,4,0,-7.5,0,0,-9.4,0,86.07000000000001,124.44,0.5,0.8,78
2022,1,1,5,0,-8,0,0,-9.9,0,85.97,134.86,0.5,0.8,80
2022,1,1,6,0,-8.3,0,0,-10.3,0,85.64,144.71,0.6000000000000001,0.8,83
2022,1,1,7,0,-8.4,0,0,-10.4,0,85.41,152.93,0.6000000000000001,0.8,87
2022,1,1,8,0,-8.4,0,0,-10.5,0,84.81,157.36,0.7000000000000001,0.7000000000000001,94
2022,1,1,9,0,-8.4,0,1,-10.600000000000001,0,84.28,155.72,0.7000000000000001,0.8,100
2022,1,1,10,0,-8.6,0,1,-10.600000000000001,0,85.37,148.99,0.8,0.8,103
2022,1,1,11,0,-8.700000000000001,0,4,-10.600000000000001,0,86.04,139.74,0.9,0.8,107
2022,1,1,12,0,-8.6,0,1,-10.5,0,85.98,129.51,1,0.8,110
2022,1,1,13,0,-8.3,0,1,-10.200000000000001,0,85.84,119,1,0.8,113
2022,1,1,14,0,-7.9,0,0,-9.8,0,86.16,108.63,1,0.8,118
2022,1,1,15,0,-7.4,0,7,-9.3,0,86.06,98.69,0.9,0.8,123
2022,1,1,16,0,-6.2,0,8,-8.200000000000001,0,85.75,89.07000000000001,0.9,0.7000000000000001,133
2022,1,1,17,0,-3.7,125,1,-5.6000000000000005,125,86.88,81.35000000000001,0.9,0.7000000000000001,142
2022,1,1,18,0,-1.6,244,1,-3.3000000000000003,244,87.97,74.89,0.9,0.8,158
2022,1,1,19,0,-0.1,330,4,-1.7000000000000002,11,88.69,70.43,0.9,0.7000000000000001,171
2022,1,1,20,0,0.8,367,4,-0.7000000000000001,62,89.45,68.43,1,0.7000000000000001,178
2022,1,1,21,0,1.3,353,4,-0.2,129,89.66,69.11,1,0.7000000000000001,181
2022,1,1,22,0,1.4000000000000001,292,0,-0.1,292,89.98,72.4,0.9,0.7000000000000001,170
2022,1,1,23,0,0.8,188,0,-0.4,188,91.97,77.93,0.8,0.4,156
2022,1,2,0,0,-1,63,7,-2,32,92.68,85.18,0.8,0.4,146
2022,1,2,1,0,-2.1,0,8,-3.1,0,92.87,94.03,0.8,0.5,135
2022,1,2,2,0,-2.4000000000000004,0,7,-3.4000000000000004,0,92.88,103.63,0.8,0.5,127
2022,1,2,3,0,-2.3000000000000003,0,6,-3.3000000000000003,0,92.53,113.82000000000001,0.8,0.7000000000000001,125
2022,1,2,4,0,-2.1,0,7,-3.2,0,91.96000000000001,124.3,0.8,0.7000000000000001,131
2022,1,2,5,0,-2.1,0,6,-3.3000000000000003,0,91.2,134.72,0.8,0.6000000000000001,134
2022,1,2,6,0,-2.1,0,6,-3.3000000000000003,0,91.72,144.57,0.9,0.7000000000000001,134
2022,1,2,7,0,-1.8,0,7,-3,0,91.2,152.8,0.9,0.8,137
2022,1,2,8,0,-1.5,0,7,-2.9000000000000004,0,90.07000000000001,157.26,1,0.7000000000000001,140
2022,1,2,9,0,-1.2000000000000002,0,7,-2.8000000000000003,0,88.85000000000001,155.68,1,0.5,155
2022,1,2,10,0,-1,0,7,-2.7,0,88.37,148.98,1.1,0.5,157
2022,1,2,11,0,-0.8,0,6,-2.6,0,87.75,139.76,1.2000000000000002,0.5,155
2022,1,2,12,0,-0.5,0,7,-2.3000000000000003,0,87.67,129.53,1.3,0.6000000000000001,153
2022,1,2,13,0,-0.2,0,7,-1.8,0,88.73,119.03,1.3,0.6000000000000001,150
2022,1,2,14,0,0.8,0,7,-0.9,0,88.61,108.65,1.4000000000000001,1,162
2022,1,2,15,0,1.7000000000000002,0,7,0.30000000000000004,0,90.10000000000001,98.71000000000001,1.5,1.1,167
2022,1,2,16,0,1.9000000000000001,0,7,0.6000000000000001,0,90.93,89.09,1.5,1.3,164
2022,1,2,17,0,2.1,120,6,0.9,57,91.57000000000001,81.33,1.5,1.5,166
2022,1,2,18,0,2.4000000000000004,238,7,1.1,117,91.39,74.85000000000001,1.4000000000000001,1.6,171
2022,1,2,19,0,2.8000000000000003,323,8,1.4000000000000001,105,90.72,70.37,1.4000000000000001,1.8,176
2022,1,2,20,0,3.1,362,4,1.7000000000000002,133,90.26,68.35000000000001,1.4000000000000001,1.9000000000000001,177
2022,1,2,21,0,3.5,349,4,1.9000000000000001,21,89.46000000000001,69.01,1.4000000000000001,1.9000000000000001,176
2022,1,2,22,0,3.8000000000000003,287,4,2.2,58,89.5,72.28,1.4000000000000001,2,176
2022,1,2,23,0,3.8000000000000003,183,7,2.3000000000000003,144,89.87,77.8,1.5,2,175
2022,1,3,0,0,3.7,61,4,2.2,16,90.05,85.05,1.5,1.9000000000000001,173
2022,1,3,1,0,3.7,0,4,2.3000000000000003,0,90.55,93.89,1.5,2,174
2022,1,3,2,0,4,0,4,2.5,0,89.86,103.49000000000001,1.5,2.2,177
2022,1,3,3,0,4.2,0,8,2.7,0,90.28,113.68,1.5,2.4000000000000004,179
2022,1,3,4,0,4.1000000000000005,0,8,2.8000000000000003,0,91.33,124.16,1.6,2.2,173
2022,1,3,5,0,4.1000000000000005,0,8,2.9000000000000004,0,91.79,134.58,1.6,2.2,174
2022,1,3,6,0,4.7,0,7,3.4000000000000004,0,91.53,144.43,1.7000000000000002,2.1,181
2022,1,3,7,0,4.7,0,7,3.6,0,92.36,152.66,1.7000000000000002,2.1,185
2022,1,3,8,0,4.6000000000000005,0,6,3.6,0,93.02,157.15,1.6,1.7000000000000002,186
2022,1,3,9,0,4,0,6,3.1,0,94.15,155.62,1.6,1.4000000000000001,183
2022,1,3,10,0,3.6,0,6,2.8000000000000003,0,94.33,148.97,1.6,1.3,186
2022,1,3,11,0,3.4000000000000004,0,7,2.6,0,94.83,139.77,1.5,0.9,196
2022,1,3,12,0,3.2,0,7,2.5,0,94.94,129.55,1.4000000000000001,0.5,207
2022,1,3,13,0,2.9000000000000004,0,7,2.3000000000000003,0,95.57000000000001,119.04,1.4000000000000001,0.4,199
2022,1,3,14,0,2.8000000000000003,0,0,2.1,0,95.03,108.66,1.3,0.6000000000000001,181
2022,1,3,15,0,2.9000000000000004,0,1,2.2,0,95.13,98.71000000000001,1.3,1,186
2022,1,3,16,0,3,0,7,2.3000000000000003,0,95.43,89.09,1.2000000000000002,0.9,189
2022,1,3,17,0,3.4000000000000004,103,7,2.7,102,95.04,81.31,1.2000000000000002,1.1,198
2022,1,3,18,0,3.6,214,7,2.9000000000000004,114,95.10000000000001,74.8,1.2000000000000002,1.2000000000000002,213
2022,1,3,19,0,3.7,301,7,2.9000000000000004,94,94.60000000000001,70.3,1.1,1,235
2022,1,3,20,0,3.6,349,7,2.8000000000000003,88,94.52,68.26,1,0.8,246
2022,1,3,21,0,3.5,346,7,2.6,233,93.82000000000001,68.9,0.9,0.7000000000000001,237
2022,1,3,22,0,3.2,286,7,2.3000000000000003,249,94.07000000000001,72.15,0.9,0.6000000000000001,217
2022,1,3,23,0,2.7,184,6,1.9000000000000001,46,94.5,77.67,0.9,0.4,205
2022,1,4,0,0,2.1,61,7,1.4000000000000001,16,94.86,84.91,0.9,0.4,196
2022,1,4,1,0,1.9000000000000001,0,8,1.1,0,94.73,93.75,0.9,0.4,193
2022,1,4,2,0,1.9000000000000001,0,7,1.2000000000000002,0,94.9,103.34,0.9,0.4,197
2022,1,4,3,0,2,0,0,1.3,0,95.08,113.53,1,0.5,200
2022,1,4,4,0,2,0,0,1.3,0,95.28,124.01,1,0.5,198
2022,1,4,5,0,2.1,0,8,1.3,0,94.61,134.44,1,0.6000000000000001,196
2022,1,4,6,0,2.1,0,8,1.3,0,94.54,144.28,1,0.7000000000000001,198
2022,1,4,7,0,2,0,0,1.3,0,95.09,152.52,1,0.7000000000000001,195
2022,1,4,8,0,1.9000000000000001,0,8,1.2000000000000002,0,95.11,157.04,1,0.7000000000000001,190
2022,1,4,9,0,2,0,9,1.3,0,94.93,155.56,1,0.7000000000000001,188
2022,1,4,10,0,2.1,0,9,1.4000000000000001,0,94.98,148.95000000000002,1,0.8,187
2022,1,4,11,0,2.2,0,9,1.5,0,94.84,139.77,1,0.8,194
2022,1,4,12,0,2.1,0,6,1.4000000000000001,0,95.25,129.56,1.1,0.6000000000000001,189
2022,1,4,13,0,2.2,0,6,1.5,0,94.97,119.06,1.1,0.6000000000000001,187
2022,1,4,14,0,2.3000000000000003,0,6,1.6,0,95.07000000000001,108.67,1.1,0.8,189
2022,1,4,15,0,2.4000000000000004,0,7,1.7000000000000002,0,95.06,98.71000000000001,1.1,0.8,189
2022,1,4,16,0,2.5,0,6,1.8,0,95.45,89.07000000000001,1.1,0.9,188
2022,1,4,17,0,2.8000000000000003,112,7,2.1,28,95.21000000000001,81.27,1.1,0.8,183
2022,1,4,18,0,3.1,227,6,2.4000000000000004,54,95.2,74.75,1.2000000000000002,0.8,184
2022,1,4,19,0,3.4000000000000004,312,6,2.7,85,95.41,70.23,1.2000000000000002,0.8,183
2022,1,4,20,0,3.7,352,6,3.1,114,95.53,68.16,1.3,0.8,179
2022,1,4,21,0,3.9000000000000004,341,6,3.3000000000000003,87,95.96000000000001,68.78,1.4000000000000001,0.9,181
2022,1,4,22,0,4,281,6,3.4000000000000004,77,96.04,72.02,1.5,0.9,178
2022,1,4,23,0,4,181,7,3.4000000000000004,47,95.88,77.52,1.6,0.8,177
2022,1,5,0,0,3.7,61,6,3.1,10,95.7,84.77,1.7000000000000002,0.6000000000000001,175
2022,1,5,1,0,3.4000000000000004,0,6,2.7,0,95.42,93.60000000000001,1.8,0.6000000000000001,171
2022,1,5,2,0,3.2,0,7,2.5,0,95.18,103.19,1.8,0.6000000000000001,170
2022,1,5,3,0,3,0,8,2.3000000000000003,0,95.11,113.38,1.8,0.5,171
2022,1,5,4,0,2.8000000000000003,0,7,2.1,0,95.08,123.86,1.8,0.4,177
2022,1,5,5,0,2.7,0,7,2.1,0,95.52,134.29,1.8,0.4,186
2022,1,5,6,0,2.8000000000000003,0,7,2.1,0,95.31,144.13,1.8,0.4,195
2022,1,5,7,0,3,0,8,2.3000000000000003,0,94.83,152.38,1.9000000000000001,0.4,205
2022,1,5,8,0,3,0,7,2.3000000000000003,0,95.26,156.92000000000002,1.9000000000000001,0.4,216
2022,1,5,9,0,3,0,7,2.3000000000000003,0,95.01,155.49,1.9000000000000001,0.4,219
2022,1,5,10,0,3,0,7,2.2,0,94.7,148.93,1.8,0.4,227
2022,1,5,11,0,2.9000000000000004,0,6,2.2,0,94.87,139.77,1.8,0.4,229
2022,1,5,12,0,2.8000000000000003,0,6,2.1,0,94.88,129.57,1.8,0.4,219
2022,1,5,13,0,2.7,0,7,2,0,95.17,119.06,1.9000000000000001,0.4,211
2022,1,5,14,0,2.8000000000000003,0,6,2.1,0,95.22,108.67,1.9000000000000001,0.4,212
2022,1,5,15,0,2.9000000000000004,0,7,2.1,0,94.75,98.7,1.9000000000000001,0.4,209
2022,1,5,16,0,3,0,6,2.2,0,94.76,89.05,1.9000000000000001,0.4,197
2022,1,5,17,0,3.5,117,7,2.8000000000000003,28,95.27,81.24,1.9000000000000001,0.4,182
2022,1,5,18,0,3.8000000000000003,232,7,3,15,94.77,74.69,2,0.8,172
2022,1,5,19,0,3.7,316,7,3,19,95.33,70.14,2.1,0.7000000000000001,175
2022,1,5,20,0,3.5,356,7,2.8000000000000003,109,95.13,68.05,2.2,0.7000000000000001,159
2022,1,5,21,0,3.2,345,7,2.5,6,95.2,68.65,2.3000000000000003,0.6000000000000001,146
2022,1,5,22,0,2.8000000000000003,286,7,2.1,5,94.85000000000001,71.88,2.3000000000000003,0.6000000000000001,135
2022,1,5,23,0,2.5,186,7,1.7000000000000002,13,94.46000000000001,77.37,2.4000000000000004,0.7000000000000001,128
2022,1,6,0,0,2.4000000000000004,66,7,1.6,9,94.28,84.62,2.4000000000000004,0.8,123
2022,1,6,1,0,2.5,0,7,1.6,0,94.09,93.44,2.5,0.8,120
2022,1,6,2,0,2.6,0,7,1.9000000000000001,0,94.87,103.04,2.6,0.8,120
2022,1,6,3,0,2.8000000000000003,0,7,2.1,0,94.99,113.23,2.7,0.9,123
2022,1,6,4,0,3.2,0,7,2.5,0,95.47,123.71000000000001,2.7,0.9,139
2022,1,6,5,0,4.2,0,7,3.7,0,96.8,134.13,2.7,0.7000000000000001,174
2022,1,6,6,0,5.4,0,7,5.1000000000000005,0,97.97,143.98,2.7,0.8,199
2022,1,6,7,0,6.300000000000001,0,7,6,0,97.64,152.22,2.8000000000000003,0.9,194
2022,1,6,8,0,7.1000000000000005,0,7,6.7,0,97.51,156.79,2.9000000000000004,1.4000000000000001,196
2022,1,6,9,0,7.7,0,7,7.300000000000001,0,97.42,155.41,3,1.8,205
2022,1,6,10,0,8.4,0,7,7.9,0,96.58,148.89000000000001,3,1.9000000000000001,210
2022,1,6,11,0,8.9,0,7,8.4,0,96.65,139.76,2.9000000000000004,1.9000000000000001,212
2022,1,6,12,0,9.4,0,6,8.8,0,95.83,129.57,2.9000000000000004,1.8,212
2022,1,6,13,0,9.600000000000001,0,7,9,0,96.10000000000001,119.06,2.9000000000000004,1.8,213
2022,1,6,14,0,9.8,0,7,9.1,0,95.64,108.67,2.8000000000000003,1.7000000000000002,210
2022,1,6,15,0,9.9,0,7,9.200000000000001,0,95.44,98.69,2.7,1.8,207
2022,1,6,16,0,10,0,6,9.3,0,95.24,89.04,2.7,1.9000000000000001,205
2022,1,6,17,0,10.200000000000001,118,7,9.5,40,95.12,81.19,2.6,2,205
2022,1,6,18,0,10.3,232,7,9.600000000000001,101,95.32000000000001,74.62,2.6,2.1,206
2022,1,6,19,0,10.5,316,7,9.700000000000001,176,94.88,70.05,2.5,2.1,206
2022,1,6,20,0,10.700000000000001,359,7,9.9,53,94.71000000000001,67.93,2.3000000000000003,2.1,206
2022,1,6,21,0,10.9,349,7,9.9,26,93.39,68.52,2.2,2,207
2022,1,6,22,0,10.600000000000001,291,7,9.5,5,93.16,71.73,2.1,1.8,207
2022,1,6,23,0,10.4,190,7,9.3,9,92.78,77.22,2.2,1.7000000000000002,204
2022,1,7,0,0,10.100000000000001,68,7,9,14,92.91,84.47,2.3000000000000003,1.7000000000000002,199
2022,1,7,1,0,9.8,0,6,8.700000000000001,0,92.9,93.28,2.3000000000000003,1.7000000000000002,196
2022,1,7,2,0,9.3,0,7,8.200000000000001,0,93.11,102.88,2.4000000000000004,1.8,194
2022,1,7,3,0,8.9,0,7,7.800000000000001,0,92.73,113.07000000000001,2.4000000000000004,1.8,191
2022,1,7,4,0,8.6,0,6,7.4,0,92.05,123.55,2.3000000000000003,1.8,186
2022,1,7,5,0,8.3,0,9,7.1000000000000005,0,92.13,133.97,2.2,2,185
2022,1,7,6,0,8.3,0,6,7.1000000000000005,0,92.09,143.82,2.1,2.1,191
2022,1,7,7,0,8.5,0,6,7.2,0,91.74,152.07,1.9000000000000001,2,192
2022,1,7,8,0,8.5,0,9,7.300000000000001,0,92.17,156.65,1.8,2,193
2022,1,7,9,0,8.6,0,6,7.5,0,92.49,155.32,1.7000000000000002,2,192
2022,1,7,10,0,8.8,0,9,7.7,0,92.57000000000001,148.85,1.6,2,190
2022,1,7,11,0,8.9,0,4,7.9,0,93.51,139.74,1.6,2,189
2022,1,7,12,0,9.200000000000001,0,7,8.200000000000001,0,93.46000000000001,129.56,1.7000000000000002,2,190
2022,1,7,13,0,9.3,0,8,8.3,0,93.42,119.06,1.7000000000000002,2,200
2022,1,7,14,0,8.6,0,6,7.5,0,92.71000000000001,108.65,1.7000000000000002,2.1,220
2022,1,7,15,0,7.1000000000000005,0,7,5.9,0,91.82000000000001,98.67,1.6,1.9000000000000001,235
2022,1,7,16,0,6,0,7,4.800000000000001,0,92.10000000000001,89,1.5,1.6,238
2022,1,7,17,0,5.800000000000001,120,7,4.6000000000000005,69,91.94,81.14,1.2000000000000002,1.5,239
2022,1,7,18,0,6.1000000000000005,241,6,4.7,5,90.57000000000001,74.55,1,1.5,244
2022,1,7,19,0,6.4,326,6,4.5,168,87.47,69.95,1,1.5,253
2022,1,7,20,0,6.6000000000000005,363,8,4.1000000000000005,223,84.2,67.81,1,1.5,254
2022,1,7,21,0,6.6000000000000005,355,8,3.7,228,81.94,68.38,1,1.4000000000000001,254
2022,1,7,22,0,6.2,295,0,3.4000000000000004,295,82.27,71.58,1,1.2000000000000002,251
2022,1,7,23,0,5.6000000000000005,192,1,3.3000000000000003,192,84.96000000000001,77.06,1,0.9,246
2022,1,8,0,0,4.6000000000000005,68,7,3,25,89.17,84.3,1.1,0.5,242
2022,1,8,1,0,4.2,0,7,2.8000000000000003,0,90.74,93.12,1.1,0.5,231
2022,1,8,2,0,3.9000000000000004,0,7,2.8000000000000003,0,92.37,102.72,1.1,0.5,219
2022,1,8,3,0,3.7,0,7,2.7,0,93.36,112.91,1.2000000000000002,0.5,214
2022,1,8,4,0,3.4000000000000004,0,7,2.5,0,93.68,123.39,1.2000000000000002,0.5,208
2022,1,8,5,0,3.2,0,8,2.3000000000000003,0,94.14,133.81,1.2000000000000002,0.5,210
2022,1,8,6,0,3.1,0,4,2.3000000000000003,0,94.78,143.66,1.2000000000000002,0.5,214
2022,1,8,7,0,3.2,0,4,2.4000000000000004,0,94.52,151.9,1.1,0.5,212
2022,1,8,8,0,3.1,0,4,2.4000000000000004,0,95.11,156.51,1.1,0.5,208
