Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,542239,-,-,-,45.44,-122.77,0,60,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2020,1,1,0,0,8,52,9,5.800000000000001,11,86.25,85.37,2.8000000000000003,2,189
2020,1,1,1,0,8,0,6,6.300000000000001,0,89.18,94.23,2.8000000000000003,1.9000000000000001,200
2020,1,1,2,0,8.200000000000001,0,6,6.9,0,91.23,103.83,2.7,1.9000000000000001,202
2020,1,1,3,0,8.5,0,8,7.300000000000001,0,92.44,114.02,2.5,2.1,204
2020,1,1,4,0,9.1,0,4,8.1,0,93.24,124.5,2.3000000000000003,2.1,207
2020,1,1,5,0,9.600000000000001,0,4,8.700000000000001,0,94.04,134.93,2.2,1.8,208
2020,1,1,6,0,10,0,0,9.1,0,94.43,144.77,2.2,1.5,215
2020,1,1,7,0,10.3,0,0,9.5,0,94.77,152.99,2.1,1.4000000000000001,221
2020,1,1,8,0,10.5,0,8,9.700000000000001,0,94.88,157.41,2,1.3,223
2020,1,1,9,0,10.5,0,8,9.700000000000001,0,94.85000000000001,155.74,1.9000000000000001,1.1,227
2020,1,1,10,0,10.200000000000001,0,7,9.5,0,95.14,148.99,1.8,0.9,231
2020,1,1,11,0,9.700000000000001,0,7,9,0,95.28,139.73,1.6,0.9,239
2020,1,1,12,0,9.200000000000001,0,7,8.5,0,95.09,129.5,1.5,0.8,242
2020,1,1,13,0,8.700000000000001,0,0,8,0,95.4,118.99000000000001,1.5,0.7000000000000001,240
2020,1,1,14,0,8.6,0,0,7.9,0,95.15,108.62,1.4000000000000001,0.6000000000000001,236
2020,1,1,15,0,8.1,0,0,7.4,0,95.54,98.69,1.4000000000000001,0.6000000000000001,238
