Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2756080,-,-,-,35.66,-97.47,0,368,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2021,1,1,0,0,-0.2,0,0,-3.8000000000000003,6,96.86,76.89,2.1,6.800000000000001,24
2021,1,1,1,0,-0.30000000000000004,0,0,-3.2,9,108.34,80.49,2.2,7.300000000000001,25
2021,1,1,2,0,-0.30000000000000004,0,0,-3,9,120.25,81.84,2.3000000000000003,7.6000000000000005,24
2021,1,1,3,0,-0.5,0,0,-2.8000000000000003,6,132.4,84.37,2.3000000000000003,7.6000000000000005,22
2021,1,1,4,0,-0.6000000000000001,0,0,-2.6,6,144.52,86.52,2.3000000000000003,7.6000000000000005,22
2021,1,1,5,0,-0.9,0,0,-2.3000000000000003,8,156.11,90.42,2.2,7.2,25
2021,1,1,6,0,-1.1,0,0,-2.1,8,165.39000000000001,93.17,2.1,6.800000000000001,24
2021,1,1,7,0,-1.1,0,0,-2,6,166.07,93.92,1.9000000000000001,6.6000000000000005,16
2021,1,1,8,0,-1.2000000000000002,0,0,-2,7,157.35,94.59,1.6,6,12
2021,1,1,9,0,-1.4000000000000001,0,0,-2.1,7,145.88,94.84,1.5,6,7
2021,1,1,10,0,-1.5,0,0,-2.3000000000000003,7,133.78,94.41,1.5,6,4
2021,1,1,11,0,-1.7000000000000002,0,0,-2.5,7,121.62,94.55,1.5,5.9,0
2021,1,1,12,0,-1.8,0,0,-2.7,8,109.67,93.74,1.4000000000000001,6.2,358
2021,1,1,13,0,-2.1,0,0,-2.9000000000000004,4,98.12,94.2,1.4000000000000001,6,355
2021,1,1,14,0,-2,30,14,-2.9000000000000004,4,87,93.48,1.4000000000000001,5.7,351
2021,1,1,15,0,-1.5,183,34,-2.5,4,77.29,92.92,1.4000000000000001,5.7,349
2021,1,1,16,0,-0.7000000000000001,343,80,-2,4,68.92,91.12,1.4000000000000001,6.1000000000000005,352
2021,1,1,17,0,0,470,43,-1.5,4,62.620000000000005,89.94,1.4000000000000001,6,353
2021,1,1,18,0,0.4,533,262,-1.2000000000000002,5,59.11,89.06,1.5,5.4,352
2021,1,1,19,0,0.8,543,35,-1,4,58.9,87.69,1.5,4.9,354
2021,1,1,20,0,1.2000000000000002,488,109,-0.9,4,62.02,86.19,1.5,4,359
2021,1,1,21,0,1.3,376,82,-0.8,4,68,85.94,1.4000000000000001,2.9000000000000004,2
2021,1,1,22,0,0.9,220,25,-0.9,4,76.16,87.63,1.3,2,360
2021,1,1,23,0,-2,53,27,-3.7,4,85.76,87.91,1.3,1.5,356
2021,1,2,0,0,-3.7,0,0,-5.7,1,96.72,85.68,1.2000000000000002,1.6,353
2021,1,2,1,0,-4.5,0,0,-6.5,1,108.2,85.76,1.2000000000000002,1.7000000000000002,349
2021,1,2,2,0,-4.9,0,0,-7,4,120.12,85.32000000000001,1.1,1.8,343
2021,1,2,3,0,-5.1000000000000005,0,0,-7.2,4,132.26,84.87,1.1,1.9000000000000001,338
2021,1,2,4,0,-5.1000000000000005,0,0,-7.4,1,144.38,83.92,1,2,338
2021,1,2,5,0,-5.2,0,0,-7.6000000000000005,4,155.97,83.54,1,1.9000000000000001,339
2021,1,2,6,0,-5,0,0,-7.4,4,165.26,83.43,1,1.8,340
2021,1,2,7,0,-4.4,0,0,-6.800000000000001,4,166.03,83.38,0.9,1.6,339
2021,1,2,8,0,-4,0,0,-6.300000000000001,5,157.38,83.71000000000001,0.9,1.5,335
2021,1,2,9,0,-3.8000000000000003,0,0,-6.1000000000000005,8,145.93,84.14,0.9,1.4000000000000001,332
2021,1,2,10,0,-3.5,0,0,-5.7,7,133.84,85.03,1,1.3,329
2021,1,2,11,0,-2.6,0,0,-4.6000000000000005,8,121.68,86.24,1,1.2000000000000002,322
2021,1,2,12,0,-1.1,0,0,-2.7,7,109.71000000000001,88.91,1.1,1.4000000000000001,313
