Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,547855,-,-,-,45.52,-122.67,0,18,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,Dew Point,GHI,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2022,1,1,0,0,-3.5,60,0,-5,60,85.41,89.22,0.5,0.6000000000000001,71
2022,1,1,1,0,-6,0,0,-7.7,0,94.27,87.95,0.5,0.6000000000000001,73
2022,1,1,2,0,-7.5,0,0,-9.4,0,103.86,86.11,0.5,0.7000000000000001,77
2022,1,1,3,0,-8.1,0,0,-10.200000000000001,0,114.04,85.10000000000001,0.5,0.8,78
2022,1,1,4,0,-8.200000000000001,0,0,-10.4,0,124.51,84.48,0.5,0.8,78
2022,1,1,5,0,-8.6,0,0,-10.8,0,134.91,83.79,0.5,0.8,80
2022,1,1,6,0,-8.9,0,0,-11.200000000000001,0,144.73,83.7,0.6000000000000001,0.8,83
2022,1,1,7,0,-9,0,0,-11.3,0,152.91,83.52,0.6000000000000001,0.8,87
2022,1,1,8,0,-9.1,0,0,-11.4,0,157.29,83.38,0.7000000000000001,0.7000000000000001,94
2022,1,1,9,0,-9.200000000000001,0,0,-11.5,0,155.62,83.38,0.7000000000000001,0.7000000000000001,100
2022,1,1,10,0,-9.4,0,0,-11.600000000000001,0,148.88,83.89,0.8,0.8,103
2022,1,1,11,0,-9.5,0,0,-11.700000000000001,0,139.65,83.94,0.9,0.8,107
2022,1,1,12,0,-9.5,0,0,-11.8,0,129.43,83.60000000000001,0.9,0.8,110
2022,1,1,13,0,-9.3,0,0,-11.5,0,118.94,83.75,1,0.8,113
2022,1,1,14,0,-8.8,0,0,-11.100000000000001,0,108.58,83.52,1,0.8,118
2022,1,1,15,0,-8.4,0,8,-10.600000000000001,0,98.66,84.09,0.9,0.8,123
2022,1,1,16,0,-7.2,0,7,-9.4,0,89.06,84.19,0.9,0.7000000000000001,133
2022,1,1,17,0,-4.7,125,0,-6.7,125,81.35000000000001,85.68,0.9,0.7000000000000001,142
2022,1,1,18,0,-2.4000000000000004,244,4,-4.3,72,74.92,87.02,0.9,0.8,158
2022,1,1,19,0,-0.6000000000000001,329,4,-2.3000000000000003,67,70.49,88.21000000000001,0.9,0.8,171
2022,1,1,20,0,0.7000000000000001,365,7,-1,114,68.51,88.66,1,0.7000000000000001,178
2022,1,1,21,0,1.3,351,4,-0.2,96,69.21000000000001,89.53,1,0.7000000000000001,181
2022,1,1,22,0,1.4000000000000001,290,4,-0.1,94,72.5,90.04,0.9,0.7000000000000001,170
2022,1,1,23,0,0.8,186,0,-0.4,186,78.04,91.66,0.8,0.5,156
2022,1,2,0,0,-0.9,61,7,-2.1,30,85.28,91.3,0.8,0.4,146
2022,1,2,1,0,-2,0,7,-3.2,0,94.13,91.5,0.8,0.5,135
2022,1,2,2,0,-2.5,0,7,-3.6,0,103.72,91.92,0.8,0.5,127
2022,1,2,3,0,-2.6,0,7,-3.7,0,113.9,91.82000000000001,0.8,0.7000000000000001,125
2022,1,2,4,0,-2.4000000000000004,0,7,-3.7,0,124.37,90.61,0.8,0.8,131
2022,1,2,5,0,-2.6,0,6,-4,0,134.77,90.42,0.8,0.7000000000000001,134
2022,1,2,6,0,-2.6,0,7,-3.9000000000000004,0,144.6,90.94,0.8,0.8,134
2022,1,2,7,0,-2.2,0,7,-3.6,0,152.78,90.36,0.9,0.8,137
2022,1,2,8,0,-2,0,7,-3.4000000000000004,0,157.19,90.08,0.9,0.7000000000000001,140
2022,1,2,9,0,-1.7000000000000002,0,7,-3.3000000000000003,0,155.57,88.85000000000001,1,0.5,155
2022,1,2,10,0,-1.4000000000000001,0,7,-3.2,0,148.88,87.58,1.1,0.5,157
2022,1,2,11,0,-1.2000000000000002,0,7,-3.1,0,139.66,87.14,1.1,0.6000000000000001,155
2022,1,2,12,0,-0.9,0,7,-2.8000000000000003,0,129.45,87.25,1.2000000000000002,0.6000000000000001,153
2022,1,2,13,0,-0.4,0,7,-2.2,0,118.96000000000001,87.61,1.3,0.7000000000000001,150
2022,1,2,14,0,0.8,0,7,-1,0,108.60000000000001,87.81,1.4000000000000001,1,162
2022,1,2,15,0,1.8,0,7,0.30000000000000004,0,98.67,89.9,1.5,1.2000000000000002,167
2022,1,2,16,0,1.9000000000000001,0,7,0.6000000000000001,0,89.08,91.13,1.5,1.4000000000000001,164
2022,1,2,17,0,2.1,120,6,0.8,29,81.34,91.28,1.5,1.5,166
2022,1,2,18,0,2.4000000000000004,236,7,1.1,124,74.88,90.93,1.5,1.7000000000000002,171
2022,1,2,19,0,2.8000000000000003,322,8,1.3,116,70.43,89.87,1.4000000000000001,1.9000000000000001,176
2022,1,2,20,0,3,360,7,1.5,59,68.42,89.66,1.4000000000000001,2,177
2022,1,2,21,0,3.3000000000000003,347,7,1.7000000000000002,77,69.10000000000001,89.11,1.4000000000000001,2.1,176
2022,1,2,22,0,3.6,285,4,1.9000000000000001,33,72.38,88.94,1.4000000000000001,2.2,176
2022,1,2,23,0,3.6,181,1,2,181,77.91,89.31,1.5,2.1,175
2022,1,3,0,0,3.5,60,5,1.9000000000000001,4,85.15,89.47,1.5,2.1,173
2022,1,3,1,0,3.7,0,5,2,0,93.99,88.89,1.5,2.2,174
2022,1,3,2,0,3.9000000000000004,0,5,2.2,0,103.58,88.91,1.5,2.4000000000000004,177
2022,1,3,3,0,4.1000000000000005,0,8,2.5,0,113.76,89.13,1.5,2.5,179
2022,1,3,4,0,4.1000000000000005,0,8,2.5,0,124.23,89.48,1.5,2.3000000000000003,173
2022,1,3,5,0,4.1000000000000005,0,8,2.6,0,134.63,90.2,1.6,2.3000000000000003,174
2022,1,3,6,0,4.800000000000001,0,8,3.2,0,144.45000000000002,89.52,1.7000000000000002,2.3000000000000003,181
2022,1,3,7,0,4.800000000000001,0,7,3.3000000000000003,0,152.65,90.31,1.7000000000000002,2.2,185
2022,1,3,8,0,4.5,0,6,3.3000000000000003,0,157.09,91.9,1.6,1.8,186
2022,1,3,9,0,3.9000000000000004,0,6,2.8000000000000003,0,155.52,92.48,1.6,1.5,183
2022,1,3,10,0,3.3000000000000003,0,6,2.3000000000000003,0,148.87,93.31,1.6,1.4000000000000001,186
2022,1,3,11,0,3.1,0,7,2.1,0,139.67000000000002,93.37,1.5,1,196
2022,1,3,12,0,2.8000000000000003,0,6,2,0,129.47,94.26,1.4000000000000001,0.5,207
2022,1,3,13,0,2.7,0,7,1.8,0,118.98,93.99,1.4000000000000001,0.4,199
2022,1,3,14,0,2.6,0,7,1.7000000000000002,0,108.61,93.85000000000001,1.4000000000000001,0.6000000000000001,181
2022,1,3,15,0,2.7,0,7,1.8,0,98.68,93.65,1.3,1.1,186
2022,1,3,16,0,2.8000000000000003,0,7,1.9000000000000001,0,89.07000000000001,94,1.2000000000000002,1,189
2022,1,3,17,0,3.2,103,7,2.4000000000000004,5,81.32000000000001,94.21000000000001,1.2000000000000002,1.2000000000000002,198
2022,1,3,18,0,3.5,214,7,2.6,51,74.84,94.11,1.2000000000000002,1.3,213
2022,1,3,19,0,3.6,300,7,2.7,115,70.36,93.95,1.1,1,235
2022,1,3,20,0,3.6,347,7,2.7,26,68.33,93.67,1,0.9,246
2022,1,3,21,0,3.5,345,6,2.5,47,68.99,93.08,0.9,0.7000000000000001,237
2022,1,3,22,0,3.3000000000000003,285,7,2.3000000000000003,5,72.25,92.93,0.9,0.6000000000000001,217
2022,1,3,23,0,2.8000000000000003,183,7,1.9000000000000001,7,77.77,93.5,0.9,0.4,205
2022,1,4,0,0,2.2,60,7,1.3,16,85.01,93.54,0.9,0.4,196
2022,1,4,1,0,1.9000000000000001,0,7,1.1,0,93.85000000000001,94.10000000000001,0.9,0.4,193
2022,1,4,2,0,1.9000000000000001,0,7,1.1,0,103.44,94.38,0.9,0.4,197
2022,1,4,3,0,2,0,8,1.2000000000000002,0,113.62,94.45,1,0.5,200
2022,1,4,4,0,2.1,0,4,1.2000000000000002,0,124.08,93.84,1,0.5,198
2022,1,4,5,0,2.1,0,7,1.2000000000000002,0,134.49,93.76,1,0.6000000000000001,196
2022,1,4,6,0,2.1,0,8,1.2000000000000002,0,144.31,93.7,1,0.7000000000000001,198
2022,1,4,7,0,2,0,4,1.2000000000000002,0,152.51,94.24,1,0.7000000000000001,195
2022,1,4,8,0,1.9000000000000001,0,8,1.1,0,156.97,94.26,1,0.7000000000000001,190
2022,1,4,9,0,2,0,7,1.1,0,155.46,93.94,1,0.8,188
2022,1,4,10,0,2.1,0,6,1.2000000000000002,0,148.85,94.03,1,0.9,187
2022,1,4,11,0,2.2,0,6,1.3,0,139.68,93.89,1,0.8,194
2022,1,4,12,0,2.1,0,6,1.3,0,129.48,94.13,1.1,0.7000000000000001,189
2022,1,4,13,0,2.1,0,6,1.3,0,118.99000000000001,94.15,1.1,0.7000000000000001,187
2022,1,4,14,0,2.2,0,6,1.3,0,108.62,94.02,1.1,0.8,189
2022,1,4,15,0,2.3000000000000003,0,7,1.4000000000000001,0,98.68,93.84,1.1,0.9,189
2022,1,4,16,0,2.4000000000000004,0,6,1.6,0,89.05,94.36,1.1,0.9,188
2022,1,4,17,0,2.7,112,6,1.8,26,81.28,93.89,1.1,0.9,183
2022,1,4,18,0,2.9000000000000004,227,7,2.1,108,74.78,94.31,1.2000000000000002,0.9,184
2022,1,4,19,0,3.2,311,6,2.3000000000000003,97,70.28,94.09,1.2000000000000002,0.9,183
2022,1,4,20,0,3.5,350,7,2.7,92,68.23,94.22,1.3,0.9,179
2022,1,4,21,0,3.7,339,6,2.9000000000000004,52,68.87,94.54,1.4000000000000001,1,181
2022,1,4,22,0,3.8000000000000003,279,6,3,56,72.12,94.81,1.5,1,178
2022,1,4,23,0,3.8000000000000003,178,7,3.1,8,77.63,94.89,1.6,0.9,177
2022,1,5,0,0,3.6,60,6,2.8000000000000003,10,84.87,94.44,1.7000000000000002,0.7000000000000001,175
2022,1,5,1,0,3.3000000000000003,0,7,2.5,0,93.7,94.33,1.8,0.6000000000000001,171
2022,1,5,2,0,3.1,0,7,2.2,0,103.29,94.06,1.8,0.6000000000000001,170
2022,1,5,3,0,2.9000000000000004,0,8,2,0,113.47,93.71000000000001,1.8,0.6000000000000001,171
2022,1,5,4,0,2.6,0,7,1.7000000000000002,0,123.93,94.11,1.8,0.4,177
2022,1,5,5,0,2.5,0,7,1.7000000000000002,0,134.34,94.18,1.8,0.4,186
2022,1,5,6,0,2.6,0,7,1.7000000000000002,0,144.16,93.94,1.8,0.4,195
2022,1,5,7,0,2.7,0,7,1.8,0,152.36,93.97,1.8,0.4,205
2022,1,5,8,0,2.8000000000000003,0,7,1.9000000000000001,0,156.85,93.83,1.8,0.4,216
2022,1,5,9,0,2.8000000000000003,0,7,1.9000000000000001,0,155.39000000000001,93.7,1.9000000000000001,0.4,219
2022,1,5,10,0,2.8000000000000003,0,8,1.9000000000000001,0,148.82,93.77,1.8,0.4,227
2022,1,5,11,0,2.8000000000000003,0,6,1.9000000000000001,0,139.67000000000002,93.63,1.8,0.4,229
2022,1,5,12,0,2.7,0,7,1.8,0,129.49,93.9,1.8,0.4,219
2022,1,5,13,0,2.7,0,6,1.8,0,119,93.60000000000001,1.9000000000000001,0.4,211
2022,1,5,14,0,2.8000000000000003,0,6,1.9000000000000001,0,108.62,93.64,1.9000000000000001,0.4,212
2022,1,5,15,0,2.8000000000000003,0,7,1.9000000000000001,0,98.67,94.04,1.9000000000000001,0.4,209
2022,1,5,16,0,2.9000000000000004,0,6,2,0,89.03,94.13,1.9000000000000001,0.4,197
2022,1,5,17,0,3.4000000000000004,117,7,2.6,40,81.24,94.44,1.9000000000000001,0.4,182
