Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2727601,-,-,-,35.4,-97.73,0,404,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2023,1,1,0,0,8.8,0,0,3.2,8,67.94,96.63,1.2000000000000002,1.4000000000000001,209
2023,1,1,1,0,8.700000000000001,0,0,3.1,0,67.7,108.13,1.2000000000000002,1.4000000000000001,199
2023,1,1,2,0,8.700000000000001,0,0,3.2,0,68.15,120.08,1.2000000000000002,1.3,184
2023,1,1,3,0,7.9,0,0,3.3000000000000003,0,72.86,132.25,1.2000000000000002,1.4000000000000001,169
2023,1,1,4,0,6.7,0,0,3.7,0,80.92,144.42000000000002,1.2000000000000002,1.5,165
2023,1,1,5,0,6.300000000000001,0,0,4.2,0,86.34,156.1,1.3,1.6,168
2023,1,1,6,0,6.300000000000001,0,0,4.800000000000001,7,89.93,165.56,1.4000000000000001,1.8,172
2023,1,1,7,0,6.2,0,0,5.2,7,93.43,166.41,1.4000000000000001,1.9000000000000001,173
2023,1,1,8,0,6.2,0,0,5.4,7,94.60000000000001,157.64000000000001,1.4000000000000001,2.1,176
2023,1,1,9,0,6.300000000000001,0,0,5.4,7,94.29,146.11,1.4000000000000001,2.3000000000000003,184
2023,1,1,10,0,6.300000000000001,0,0,5.4,6,93.72,133.97,1.5,2.3000000000000003,187
2023,1,1,11,0,6.1000000000000005,0,0,5.2,7,93.92,121.77,1.6,2.2,189
2023,1,1,12,0,6,0,0,5,7,93.53,109.78,1.5,2.3000000000000003,193
2023,1,1,13,0,5.4,0,0,4.9,7,96.38,98.2,1.5,2.3000000000000003,200
2023,1,1,14,0,6.6000000000000005,35,22,4.800000000000001,7,88.31,87.04,1.4000000000000001,3.1,211
