Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2727601,-,-,-,35.4,-97.73,0,404,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2021,1,1,0,0,-0.4,0,0,-3.9000000000000004,6,77.45,96.56,2.1,6.800000000000001,24
2021,1,1,1,0,-0.5,0,0,-3.4000000000000004,9,80.97,108.06,2.2,7.300000000000001,25
2021,1,1,2,0,-0.5,0,0,-3,9,82.96000000000001,120.01,2.3000000000000003,7.7,24
2021,1,1,3,0,-0.7000000000000001,0,0,-2.7,6,86.02,132.18,2.3000000000000003,7.7,22
2021,1,1,4,0,-0.8,0,0,-2.5,9,88.04,144.35,2.3000000000000003,7.7,22
2021,1,1,5,0,-1,0,0,-2.3000000000000003,7,91.17,156.03,2.2,7.300000000000001,25
2021,1,1,6,0,-1.2000000000000002,0,0,-2.1,7,93.55,165.49,2,6.9,24
2021,1,1,7,0,-1.3,0,0,-2,6,94.71000000000001,166.39000000000001,1.8,6.6000000000000005,16
2021,1,1,8,0,-1.3,0,0,-2.1,6,94.43,157.66,1.6,6.1000000000000005,12
2021,1,1,9,0,-1.5,0,0,-2.3000000000000003,7,94.37,146.14000000000001,1.5,6.1000000000000005,7
2021,1,1,10,0,-1.7000000000000002,0,0,-2.5,7,94.38,134,1.5,6.1000000000000005,4
2021,1,1,11,0,-1.9000000000000001,0,0,-2.6,4,94.7,121.8,1.5,6,0
2021,1,1,12,0,-2,0,0,-2.8000000000000003,4,94.02,109.81,1.4000000000000001,6.300000000000001,358
2021,1,1,13,0,-2.2,0,0,-3.1,4,93.86,98.22,1.4000000000000001,6.1000000000000005,355
2021,1,1,14,0,-2.2,30,12,-3,7,94,87.05,1.4000000000000001,5.7,351
2021,1,1,15,0,-1.6,185,13,-2.6,4,92.99,77.28,1.4000000000000001,5.7,349
2021,1,1,16,0,-0.7000000000000001,346,42,-2,7,90.74,68.84,1.5,6.1000000000000005,352
2021,1,1,17,0,0,473,179,-1.5,7,89.58,62.47,1.5,6.1000000000000005,353
2021,1,1,18,0,0.4,540,15,-1.3,8,88.57000000000001,58.89,1.5,5.5,352
2021,1,1,19,0,0.8,550,67,-1.1,4,86.95,58.61,1.5,5,354
2021,1,1,20,0,1.2000000000000002,497,71,-1,4,85.15,61.7,1.4000000000000001,4.1000000000000005,359
2021,1,1,21,0,1.3,383,43,-1,4,84.79,67.67,1.4000000000000001,3,2
2021,1,1,22,0,0.9,226,226,-1,0,87.03,75.83,1.3,2,360
2021,1,1,23,0,-2.1,58,58,-3.7,0,89.08,85.45,1.2000000000000002,1.5,356
2021,1,2,0,0,-3.9000000000000004,0,0,-5.6000000000000005,1,88.01,96.43,1.2000000000000002,1.6,353
2021,1,2,1,0,-4.5,0,0,-6.300000000000001,1,87.35000000000001,107.93,1.1,1.7000000000000002,349
2021,1,2,2,0,-4.800000000000001,0,0,-6.7,4,86.60000000000001,119.87,1.1,1.8,343
