Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2225286,-,-,-,33.58,-102.37,0,1071,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2021,1,1,0,0,1.5,0,0,-10.200000000000001,6,41.46,92.33,1.2000000000000002,1.4000000000000001,28
2021,1,1,1,0,1.2000000000000002,0,0,-10.3,6,42.160000000000004,103.87,1.1,1.2000000000000002,32
2021,1,1,2,0,1,0,0,-10,6,43.68,115.93,1.1,1.2000000000000002,49
2021,1,1,3,0,0.7000000000000001,0,0,-9.4,6,46.63,128.29,1.1,1,34
2021,1,1,4,0,0.6000000000000001,0,0,-9.1,7,48.18,140.77,1.2000000000000002,1.2000000000000002,4
2021,1,1,5,0,0.5,0,0,-8.700000000000001,7,50.24,153.07,1.3,2.2,354
2021,1,1,6,0,0,0,0,-7.2,4,58.410000000000004,164.26,1.3,3.2,350
2021,1,1,7,0,-0.30000000000000004,0,0,-6.2,4,64.21000000000001,169.29,1.3,3.2,342
2021,1,1,8,0,-0.30000000000000004,0,0,-6.2,4,64.57000000000001,161.89000000000001,1.3,3.2,342
2021,1,1,9,0,-0.2,0,0,-6.9,4,60.58,150.26,1.2000000000000002,3.3000000000000003,347
2021,1,1,10,0,-0.4,0,0,-8.200000000000001,4,55.78,137.87,1.1,3,340
2021,1,1,11,0,-0.6000000000000001,0,0,-9.200000000000001,4,52.050000000000004,125.4,1,2.8000000000000003,333
2021,1,1,12,0,-0.7000000000000001,0,0,-10,7,49.33,113.08,0.8,2.9000000000000004,336
2021,1,1,13,0,-1.5,0,0,-10.5,4,50.22,101.12,0.7000000000000001,2.7,342
2021,1,1,14,0,-1.1,0,0,-10.700000000000001,4,48.230000000000004,89.32000000000001,0.5,3.7,345
2021,1,1,15,0,0.8,175,108,-11,4,40.94,79.12,0.5,4.800000000000001,356
2021,1,1,16,0,3.1,359,359,-12.700000000000001,0,30.23,69.92,0.4,4.9,4
2021,1,1,17,0,5.2,504,504,-14.4,0,22.73,62.59,0.4,4.4,3
2021,1,1,18,0,6.9,594,594,-15.8,0,18.080000000000002,57.9,0.4,4,360
2021,1,1,19,0,8.1,615,615,-16.900000000000002,0,15.14,56.51,0.5,3.7,360
2021,1,1,20,0,8.8,575,575,-17.3,0,14.030000000000001,58.67,0.5,3.5,0
2021,1,1,21,0,8.8,472,258,-17,8,14.39,64.02,0.5,3.1,1
2021,1,1,22,0,8.1,314,114,-15,4,17.73,71.83,0.6000000000000001,2.2,2
2021,1,1,23,0,5.5,130,31,-10.4,4,30.88,81.35000000000001,0.6000000000000001,1,5
2021,1,2,0,0,4.6000000000000005,0,0,-11.100000000000001,8,30.900000000000002,92.19,0.6000000000000001,1.1,11
2021,1,2,1,0,4.3,0,0,-10.8,7,32.480000000000004,103.74000000000001,0.7000000000000001,1.1,20
2021,1,2,2,0,3.9000000000000004,0,0,-10.3,8,34.6,115.79,0.7000000000000001,1.1,32
2021,1,2,3,0,3.5,0,0,-9.9,7,36.78,128.16,0.7000000000000001,1.1,41
2021,1,2,4,0,3.4000000000000004,0,0,-9.8,4,37.43,140.64000000000001,0.8,1,47
2021,1,2,5,0,3.6,0,0,-10.200000000000001,8,35.61,152.94,0.7000000000000001,0.9,51
2021,1,2,6,0,3.8000000000000003,0,0,-10.8,7,33.56,164.12,0.7000000000000001,0.4,44
2021,1,2,7,0,3.3000000000000003,0,0,-10.9,4,34.64,169.21,0.6000000000000001,0.4,280
2021,1,2,8,0,1.9000000000000001,0,0,-10.9,5,38.13,161.91,0.6000000000000001,1,274
2021,1,2,9,0,0,0,0,-11.3,4,42.37,150.31,0.5,1.3,277
2021,1,2,10,0,-1.3,0,0,-11.9,1,44.45,137.93,0.5,1.4000000000000001,278
2021,1,2,11,0,-1.8,0,0,-12.4,7,44.09,125.46000000000001,0.5,1.5,279
2021,1,2,12,0,-1.9000000000000001,0,0,-13.100000000000001,1,42.18,113.14,0.5,1.7000000000000002,280
2021,1,2,13,0,-2.7,0,0,-14.3,4,40.53,101.16,0.5,1.8,282
2021,1,2,14,0,-1.6,0,0,-14.700000000000001,4,36.13,89.34,0.5,2.4000000000000004,281
2021,1,2,15,0,1.7000000000000002,174,104,-15,4,27.650000000000002,79.13,0.5,3.9000000000000004,276
2021,1,2,16,0,5.1000000000000005,355,355,-14.100000000000001,0,23.57,69.91,0.5,3.7,266
2021,1,2,17,0,9.9,500,500,-16,0,14.52,62.56,0.5,5.6000000000000005,270
2021,1,2,18,0,12,594,594,-16.3,0,12.290000000000001,57.83,0.4,6,268
2021,1,2,19,0,13,620,620,-16.3,0,11.47,56.42,0.4,6.300000000000001,265
2021,1,2,20,0,13.4,586,586,-16.3,0,11.22,58.56,0.30000000000000004,6.4,264
2021,1,2,21,0,13.4,482,482,-15.5,0,11.98,63.89,0.30000000000000004,6.1000000000000005,263
2021,1,2,22,0,12.4,326,326,-13.100000000000001,0,15.610000000000001,71.69,0.30000000000000004,4.6000000000000005,262
2021,1,2,23,0,7.800000000000001,139,139,-10.4,0,26.27,81.21000000000001,0.30000000000000004,2.7,261
2021,1,3,0,0,5.6000000000000005,0,0,-10.200000000000001,0,31.14,92.05,0.4,2.8000000000000003,267
2021,1,3,1,0,5.2,0,0,-9.700000000000001,0,33.35,103.60000000000001,0.4,3.2,275
2021,1,3,2,0,4.800000000000001,0,0,-9.200000000000001,0,35.44,115.66,0.4,3.7,280
