Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2235876,-,-,-,33.18,-102.27,0,1009,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,GHI,Dew Point,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2021,1,1,0,0,1.2000000000000002,0,6,0,-8.6,92.23,48.01,1.3,2.6,12
2021,1,1,1,0,1.1,0,6,0,-8.6,103.82000000000001,48.26,1.3,2.1,18
2021,1,1,2,0,0.7000000000000001,0,6,0,-8.3,115.93,51.050000000000004,1.3,2.1,28
2021,1,1,3,0,0.4,0,7,0,-7.800000000000001,128.35,54.09,1.3,2,6
2021,1,1,4,0,0.5,0,7,0,-7.6000000000000005,140.88,54.76,1.3,2,343
2021,1,1,5,0,0.5,0,7,0,-7.4,153.26,55.35,1.3,2.4000000000000004,339
2021,1,1,6,0,0.30000000000000004,0,5,0,-6.9,164.57,58.4,1.3,3.1,345
2021,1,1,7,0,0.1,0,4,0,-6.300000000000001,169.67000000000002,62.33,1.3,3.4000000000000004,345
2021,1,1,8,0,0.1,0,1,0,-5.9,162.02,64.13,1.3,3.3000000000000003,344
2021,1,1,9,0,0,0,4,0,-6.1000000000000005,150.26,63.54,1.2000000000000002,3.1,342
2021,1,1,10,0,-0.30000000000000004,0,8,0,-6.9,137.8,60.9,1.1,2.6,328
2021,1,1,11,0,-0.5,0,4,0,-7.9,125.27,57.24,1,2.5,319
2021,1,1,12,0,-0.6000000000000001,0,4,0,-8.9,112.91,53.39,0.9,2.6,328
2021,1,1,13,0,-1.2000000000000002,0,5,0,-9.700000000000001,100.9,52.42,0.7000000000000001,2.8000000000000003,341
2021,1,1,14,0,-0.5,0,0,0,-10,89.08,48.71,0.6000000000000001,3.7,345
2021,1,1,15,0,1.4000000000000001,180,0,180,-10.5,78.81,40.910000000000004,0.5,4.7,354
2021,1,1,16,0,3.5,366,0,366,-12.3,69.57000000000001,30.48,0.4,4.7,1
2021,1,1,17,0,5.5,511,0,511,-14.100000000000001,62.2,22.82,0.4,4.3,1
2021,1,1,18,0,7.1000000000000005,601,1,601,-15.5,57.49,18.32,0.4,3.9000000000000004,0
2021,1,1,19,0,8.3,621,5,458,-16.3,56.120000000000005,15.71,0.5,3.7,1
2021,1,1,20,0,8.9,580,8,515,-16.400000000000002,58.32,14.93,0.5,3.5,1
2021,1,1,21,0,8.9,477,8,381,-16,63.730000000000004,15.49,0.5,3.2,2
2021,1,1,22,0,8.200000000000001,318,5,38,-13.700000000000001,71.60000000000001,19.6,0.6000000000000001,2.2,1
2021,1,1,23,0,5.7,133,5,29,-9,81.19,33.87,0.6000000000000001,1,358
2021,1,2,0,0,4.9,0,5,0,-10.3,92.09,32.43,0.7000000000000001,1,357
2021,1,2,1,0,4.6000000000000005,0,8,0,-10,103.69,33.93,0.7000000000000001,1,0
2021,1,2,2,0,4.3,0,8,0,-9.600000000000001,115.8,35.78,0.7000000000000001,1,9
2021,1,2,3,0,4,0,5,0,-9.200000000000001,128.21,37.67,0.8,1,18
2021,1,2,4,0,3.7,0,8,0,-8.9,140.75,39.26,0.8,1,26
2021,1,2,5,0,3.7,0,8,0,-9,153.12,38.99,0.8,0.9,35
2021,1,2,6,0,3.9000000000000004,0,8,0,-9.600000000000001,164.43,36.81,0.8,0.7000000000000001,43
2021,1,2,7,0,3.9000000000000004,0,5,0,-10.3,169.6,34.81,0.7000000000000001,0.30000000000000004,11
2021,1,2,8,0,3,0,8,0,-10.600000000000001,162.05,36.06,0.7000000000000001,0.7000000000000001,261
2021,1,2,9,0,1.2000000000000002,0,1,0,-10.4,150.32,41.730000000000004,0.6000000000000001,1.2000000000000002,266
2021,1,2,10,0,-0.5,0,4,0,-10.4,137.86,47.24,0.5,1.4000000000000001,272
2021,1,2,11,0,-1.4000000000000001,0,1,0,-10.8,125.33,48.89,0.5,1.5,277
2021,1,2,12,0,-1.9000000000000001,0,8,0,-11.600000000000001,112.96000000000001,47.52,0.5,1.6,283
2021,1,2,13,0,-2.7,0,0,0,-12.600000000000001,100.95,46.4,0.5,1.7000000000000002,288
2021,1,2,14,0,-1.3,0,0,0,-12.600000000000001,89.11,41.86,0.4,2.2,289
2021,1,2,15,0,2,182,0,182,-13,78.83,31.900000000000002,0.4,3.7,284
2021,1,2,16,0,5.1000000000000005,365,0,365,-11.600000000000001,69.56,28.7,0.4,3.5,268
2021,1,2,17,0,9.8,511,0,511,-14,62.17,17.2,0.4,5.300000000000001,264
2021,1,2,18,0,11.9,600,0,600,-15.100000000000001,57.43,13.68,0.4,5.800000000000001,262
2021,1,2,19,0,12.9,626,0,626,-15.5,56.02,12.370000000000001,0.4,6,260
2021,1,2,20,0,13.4,591,0,591,-15.700000000000001,58.2,11.75,0.30000000000000004,6.1000000000000005,260
2021,1,2,21,0,13.4,487,0,487,-15.4,63.6,12.07,0.30000000000000004,5.800000000000001,259
2021,1,2,22,0,12.200000000000001,331,0,331,-12.4,71.46000000000001,16.740000000000002,0.30000000000000004,3.9000000000000004,254
2021,1,2,23,0,7.300000000000001,142,0,142,-9.5,81.05,29.27,0.30000000000000004,2.3000000000000003,247
2021,1,3,0,0,5.2,0,0,0,-9.9,91.95,32.69,0.30000000000000004,2.6,252
2021,1,3,1,0,5,0,0,0,-9.5,103.55,34.11,0.4,3,263
