Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,543358,-,-,-,45.38,-122.75,0,54,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,GHI,Dew Point,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2021,1,1,0,0,7.5,57,8,35,6.7,85.25,94.44,1.8,0.5,184
2021,1,1,1,0,7.2,0,8,0,6.5,94.11,95.24,2.1,0.5,177
2021,1,1,2,0,7.1000000000000005,0,7,0,6.4,103.72,95.41,2.2,0.5,174
2021,1,1,3,0,6.9,0,7,0,6.2,113.93,95.17,2.3000000000000003,0.5,173
2021,1,1,4,0,6.9,0,4,0,6.1000000000000005,124.42,94.94,2.4000000000000004,0.6000000000000001,173
2021,1,1,5,0,6.9,0,4,0,6.1000000000000005,134.85,94.84,2.4000000000000004,0.7000000000000001,170
2021,1,1,6,0,6.800000000000001,0,7,0,6,144.71,94.73,2.4000000000000004,0.7000000000000001,166
2021,1,1,7,0,6.7,0,5,0,5.9,152.95000000000002,94.68,2.4000000000000004,0.7000000000000001,164
2021,1,1,8,0,6.7,0,7,0,5.800000000000001,157.4,94.23,2.4000000000000004,0.9,165
2021,1,1,9,0,6.800000000000001,0,8,0,5.800000000000001,155.76,93.65,2.3000000000000003,1,169
2021,1,1,10,0,7.1000000000000005,0,8,0,6,149.01,92.69,2.3000000000000003,1,171
2021,1,1,11,0,7.4,0,8,0,6.2,139.75,92.25,2.2,1,177
2021,1,1,12,0,7.5,0,8,0,6.4,129.51,92.51,2.1,0.9,175
