Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,543358,-,-,-,45.38,-122.75,0,54,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Cloud Type,GHI,Dew Point,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2022,1,1,0,0,-2.9000000000000004,63,0,63,-4.3,85.28,90.37,0.5,0.6000000000000001,71
2022,1,1,1,0,-5.300000000000001,0,0,0,-6.800000000000001,94.15,89.52,0.5,0.6000000000000001,73
2022,1,1,2,0,-6.7,0,0,0,-8.200000000000001,103.76,88.87,0.5,0.7000000000000001,77
2022,1,1,3,0,-7.300000000000001,0,0,0,-9.1,113.96000000000001,87.09,0.5,0.7000000000000001,78
2022,1,1,4,0,-7.5,0,0,0,-9.5,124.45,85.79,0.5,0.8,78
2022,1,1,5,0,-7.9,0,0,0,-10,134.89000000000001,85.05,0.5,0.8,80
2022,1,1,6,0,-8.200000000000001,0,0,0,-10.3,144.75,84.88,0.6000000000000001,0.8,83
2022,1,1,7,0,-8.200000000000001,0,0,0,-10.4,152.98,84.01,0.6000000000000001,0.8,87
2022,1,1,8,0,-8.200000000000001,0,0,0,-10.5,157.42000000000002,83.41,0.7000000000000001,0.7000000000000001,94
2022,1,1,9,0,-8.3,0,1,0,-10.600000000000001,155.77,83.59,0.7000000000000001,0.7000000000000001,100
2022,1,1,10,0,-8.5,0,1,0,-10.600000000000001,149.01,84.77,0.8,0.8,103
2022,1,1,11,0,-8.5,0,1,0,-10.600000000000001,139.75,84.98,0.9,0.8,107
