Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2753970,-,-,-,35.34,-97.49,0,381,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,Clearsky GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2023,1,1,0,0,9,0,0,3.7,1,69.33,96.79,1.3,1.4000000000000001,209
2023,1,1,1,0,9,0,0,3.4000000000000004,0,68.12,108.3,1.2000000000000002,1.4000000000000001,199
2023,1,1,2,0,9.1,0,0,3.5,0,67.91,120.26,1.2000000000000002,1.3,184
2023,1,1,3,0,8.4,0,0,3.6,0,71.91,132.45,1.2000000000000002,1.4000000000000001,169
2023,1,1,4,0,7,0,0,3.9000000000000004,0,80.86,144.62,1.2000000000000002,1.5,165
2023,1,1,5,0,6.5,0,0,4.5,8,86.95,156.31,1.3,1.6,168
2023,1,1,6,0,6.4,0,0,5.1000000000000005,7,91.34,165.71,1.4000000000000001,1.7000000000000002,172
2023,1,1,7,0,6.4,0,0,5.5,7,94.24,166.38,1.4000000000000001,1.9000000000000001,173
2023,1,1,8,0,6.4,0,0,5.7,7,95.58,157.5,1.4000000000000001,2.2,176
2023,1,1,9,0,6.5,0,0,5.800000000000001,7,95.47,145.93,1.5,2.4000000000000004,184
2023,1,1,10,0,6.4,0,0,5.800000000000001,7,95.69,133.78,1.5,2.4000000000000004,187
2023,1,1,11,0,6.2,0,0,5.6000000000000005,7,95.97,121.57000000000001,1.6,2.3000000000000003,189
2023,1,1,12,0,6.2,0,0,5.5,7,95.12,109.58,1.6,2.5,193
2023,1,1,13,0,5.7,0,0,5.300000000000001,7,97.5,97.99000000000001,1.5,2.4000000000000004,200
2023,1,1,14,0,6.7,24,38,5.300000000000001,7,90.79,86.85000000000001,1.4000000000000001,3.2,211
2023,1,1,15,0,8.8,97,200,5.4,7,79.2,77.09,1.4000000000000001,3.2,219
2023,1,1,16,0,11.8,271,359,5.800000000000001,7,66.55,68.68,1.4000000000000001,2.9000000000000004,223
2023,1,1,17,0,15,353,479,6,3,54.94,62.36,1.4000000000000001,3.1,236
2023,1,1,18,0,17.400000000000002,408,543,6.5,7,48.89,58.83,1.4000000000000001,3.4000000000000004,244
2023,1,1,19,0,19,435,546,6.800000000000001,2,44.96,58.63,1.4000000000000001,3.5,255
2023,1,1,20,0,19.700000000000003,366,487,6.9,8,43.42,61.78,1.5,3.3000000000000003,268
2023,1,1,21,0,19.3,374,374,8.4,1,49.2,67.81,1.5,2,281
2023,1,1,22,0,17.1,81,220,9.8,7,62.230000000000004,76.01,1.4000000000000001,0.8,308
2023,1,1,23,0,15.600000000000001,34,53,6.5,7,54.65,85.66,1.4000000000000001,0.7000000000000001,3
2023,1,2,0,0,14.3,0,0,6.4,7,58.93,96.65,1.5,1,62
2023,1,2,1,0,12.700000000000001,0,0,6.9,7,67.57000000000001,108.17,1.5,1.3,83
2023,1,2,2,0,12,0,0,7.7,7,75.16,120.13,1.5,1.4000000000000001,102
2023,1,2,3,0,11.3,0,0,9.1,7,86.5,132.31,1.7000000000000002,1.4000000000000001,130
2023,1,2,4,0,10.9,0,0,10.8,7,99.67,144.49,1.8,1.7000000000000002,154
2023,1,2,5,0,10.3,0,0,10.3,7,100,156.17000000000002,1.9000000000000001,1.9000000000000001,164
2023,1,2,6,0,9.9,0,0,9.9,6,100,165.59,1.9000000000000001,2.1,173
2023,1,2,7,0,10.5,0,0,10.5,7,100,166.34,1.9000000000000001,2.5,182
2023,1,2,8,0,10.700000000000001,0,0,10.700000000000001,7,100,157.53,2,2.5,187
2023,1,2,9,0,10.5,0,0,10.5,7,100,145.98,2,2.2,187
2023,1,2,10,0,10.3,0,0,10.3,7,100,133.83,2,2,183
2023,1,2,11,0,10.4,0,0,10.4,7,100,121.63,2,2.2,175
2023,1,2,12,0,11,0,0,11,7,100,109.62,2.1,2.8000000000000003,169
2023,1,2,13,0,11.9,0,0,11.9,3,100,98.03,2.3000000000000003,3.6,164
2023,1,2,14,0,13.4,28,28,13.4,1,100,86.88,2.6,4.5,156
2023,1,2,15,0,15.100000000000001,102,172,14.4,5,95.43,77.10000000000001,2.7,4.800000000000001,154
2023,1,2,16,0,16.7,15,319,15.3,8,91.43,68.67,2.9000000000000004,4.5,159
2023,1,2,17,0,18.400000000000002,10,431,16.3,8,87.38,62.32,3,5.5,169
2023,1,2,18,0,19.200000000000003,108,494,16.6,6,85.13,58.76,3.1,5.7,177
2023,1,2,19,0,19.6,28,506,16.900000000000002,6,84.18,58.53,3,5.5,184
2023,1,2,20,0,20.1,206,461,16.900000000000002,7,81.97,61.660000000000004,2.9000000000000004,5.2,193
2023,1,2,21,0,20,115,356,16.5,7,80.38,67.67,2.7,4.5,198
2023,1,2,22,0,18.7,60,209,15.700000000000001,7,82.92,75.87,2.4000000000000004,3.3000000000000003,204
2023,1,2,23,0,15.700000000000001,52,52,14.8,1,94.32000000000001,85.53,2.1,2.2,209
2023,1,3,0,0,13.8,0,0,13.8,0,100,96.51,1.9000000000000001,2,219
2023,1,3,1,0,13,0,0,12.9,0,99.27,108.03,1.9000000000000001,2.1,227
2023,1,3,2,0,13.9,0,0,11.600000000000001,0,86.23,119.99000000000001,1.9000000000000001,3,235
2023,1,3,3,0,14.100000000000001,0,0,10,3,76.18,132.18,1.8,3.8000000000000003,239
2023,1,3,4,0,13.100000000000001,0,0,8.1,3,71.62,144.35,1.2000000000000002,3.9000000000000004,246
2023,1,3,5,0,11.600000000000001,0,0,5.5,4,66.11,156.03,0.9,4.2,250
2023,1,3,6,0,9.700000000000001,0,0,2.7,5,61.64,165.46,0.8,3.3000000000000003,247
2023,1,3,7,0,8.6,0,0,0.9,6,58.39,166.3,0.7000000000000001,3,241
2023,1,3,8,0,8,0,0,0,7,57.07,157.56,0.7000000000000001,3.3000000000000003,237
2023,1,3,9,0,7.1000000000000005,0,0,-0.4,3,58.800000000000004,146.03,0.7000000000000001,3.6,239
2023,1,3,10,0,5.800000000000001,0,0,-0.6000000000000001,0,63.71,133.88,0.7000000000000001,3.4000000000000004,247
2023,1,3,11,0,4.6000000000000005,0,0,-0.6000000000000001,0,68.94,121.67,0.7000000000000001,2.8000000000000003,258
2023,1,3,12,0,3.5,0,0,-0.6000000000000001,0,74.33,109.67,0.7000000000000001,2.1,268
2023,1,3,13,0,2.7,0,0,-0.7000000000000001,0,78.04,98.07000000000001,0.7000000000000001,1.7000000000000002,275
2023,1,3,14,0,4.9,38,38,-0.4,1,68.81,86.9,0.7000000000000001,2.5,279
2023,1,3,15,0,7.300000000000001,206,206,-1.5,0,53.75,77.10000000000001,0.7000000000000001,3.7,295
2023,1,3,16,0,8.8,368,368,-2.7,0,44.27,68.64,0.8,4.4,304
2023,1,3,17,0,9.3,367,491,-3,8,42.050000000000004,62.26,0.8,4.1000000000000005,301
2023,1,3,18,0,9.9,302,557,-2.9000000000000004,7,40.51,58.68,0.9,4,295
2023,1,3,19,0,10.4,441,561,-2.8000000000000003,2,39.43,58.42,0.9,4.1000000000000005,289
2023,1,3,20,0,10.8,302,504,-2.7,7,38.69,61.53,0.9,4.3,289
2023,1,3,21,0,10.5,356,389,-2.8000000000000003,8,39.25,67.53,0.9,4.1000000000000005,295
2023,1,3,22,0,9,210,230,-2.3000000000000003,8,45,75.73,0.9,3,301
2023,1,3,23,0,5.2,39,60,-1.3,7,62.86,85.38,0.9,1.6,310
2023,1,4,0,0,3.9000000000000004,0,0,-1.8,0,66.26,96.37,0.9,1.5,315
2023,1,4,1,0,3.2,0,0,-2.2,0,67.47,107.89,0.9,1.6,317
2023,1,4,2,0,2.6,0,0,-2.6,0,68.51,119.85000000000001,0.9,1.6,319
2023,1,4,3,0,2,0,0,-2.9000000000000004,0,69.94,132.04,0.9,1.7000000000000002,322
2023,1,4,4,0,1.4000000000000001,0,0,-3.1,0,71.8,144.21,0.9,1.8,324
2023,1,4,5,0,0.9,0,0,-3.3000000000000003,0,73.56,155.88,1,1.7000000000000002,324
2023,1,4,6,0,0.5,0,0,-3.4000000000000004,0,74.95,165.32,1,1.7000000000000002,323
2023,1,4,7,0,0.30000000000000004,0,0,-3.5,0,75.64,166.25,1.1,1.8,326
2023,1,4,8,0,0.2,0,0,-3.5,5,76,157.58,1.1,1.9000000000000001,329
2023,1,4,9,0,0.1,0,0,-3.5,5,76.73,146.07,1.1,1.8,332
2023,1,4,10,0,-0.4,0,0,-3.6,0,79.12,133.93,1.1,1.5,333
2023,1,4,11,0,-1,0,0,-3.8000000000000003,0,81.59,121.72,1.1,1.2000000000000002,328
2023,1,4,12,0,-1.3,0,0,-3.8000000000000003,4,83.08,109.7,1,1.2000000000000002,320
2023,1,4,13,0,-1.8,0,0,-3.9000000000000004,8,85.75,98.09,1,1.3,309
2023,1,4,14,0,0.4,16,38,-3.6,4,74.60000000000001,86.9,1,2.3000000000000003,299
2023,1,4,15,0,3.3000000000000003,203,203,-3.9000000000000004,0,59.120000000000005,77.10000000000001,0.9,2.2,294
2023,1,4,16,0,5.800000000000001,367,367,-4.2,0,48.54,68.62,0.9,1.9000000000000001,280
2023,1,4,17,0,7.6000000000000005,489,489,-4,0,43.76,62.21,0.9,2.1,267
2023,1,4,18,0,9.1,557,557,-3.6,0,40.51,58.59,0.9,2.5,261
2023,1,4,19,0,10.3,562,562,-3.3000000000000003,0,38.39,58.31,0.9,2.9000000000000004,260
2023,1,4,20,0,11,505,505,-2.9000000000000004,0,37.82,61.4,0.9,3.1,262
2023,1,4,21,0,10.9,390,390,-2.4000000000000004,0,39.29,67.39,0.9,3.2,267
2023,1,4,22,0,9.3,230,230,-0.7000000000000001,0,49.69,75.58,1,2.2,267
2023,1,4,23,0,5.300000000000001,61,61,-0.6000000000000001,0,65.52,85.24,0.9,1.6,266
2023,1,5,0,0,4.4,0,0,-1.1,0,67.37,96.22,0.9,1.7000000000000002,268
2023,1,5,1,0,3.9000000000000004,0,0,-1.4000000000000001,0,68.49,107.74000000000001,0.9,1.9000000000000001,277
2023,1,5,2,0,3.6,0,0,-1.7000000000000002,0,68.45,119.71000000000001,0.8,2.2,302
2023,1,5,3,0,3.3000000000000003,0,0,-2.2,0,67.45,131.9,0.7000000000000001,2.9000000000000004,326
2023,1,5,4,0,2.2,0,0,-2.8000000000000003,0,69.28,144.07,0.7000000000000001,2.8000000000000003,335
2023,1,5,5,0,0.8,0,0,-3.5,0,73.09,155.74,0.6000000000000001,2.2,329
2023,1,5,6,0,0,0,0,-3.9000000000000004,0,75.2,165.17000000000002,0.6000000000000001,2.1,314
2023,1,5,7,0,-0.4,0,0,-4,0,76.49,166.19,0.6000000000000001,2.4000000000000004,306
2023,1,5,8,0,-0.8,0,0,-4.1000000000000005,0,78.25,157.59,0.6000000000000001,2.4000000000000004,302
2023,1,5,9,0,-1,0,0,-4.1000000000000005,0,79.22,146.11,0.6000000000000001,2.8000000000000003,297
2023,1,5,10,0,-1.2000000000000002,0,0,-4.3,0,79.39,133.97,0.5,3,295
2023,1,5,11,0,-1.5,0,0,-4.7,0,78.61,121.76,0.5,2.9000000000000004,296
2023,1,5,12,0,-1.8,0,0,-5.300000000000001,0,77.23,109.74000000000001,0.5,3,298
2023,1,5,13,0,-2,0,0,-5.7,0,75.7,98.12,0.5,3,301
2023,1,5,14,0,-0.2,41,41,-5.7,0,66.55,86.91,0.4,4,304
2023,1,5,15,0,2.3000000000000003,214,214,-5.2,0,57.53,77.08,0.4,3.6,303
2023,1,5,16,0,6,378,378,-5.4,0,43.89,68.58,0.5,4,317
2023,1,5,17,0,9,504,504,-6.5,0,32.89,62.14,0.5,4.3,329
2023,1,5,18,0,10.600000000000001,448,573,-6.5,8,29.53,58.5,0.5,3.7,322
2023,1,5,19,0,11.600000000000001,575,575,-6.4,0,27.86,58.19,0.6000000000000001,3.4000000000000004,312
2023,1,5,20,0,12.100000000000001,517,517,-6.300000000000001,0,27.16,61.26,0.6000000000000001,3,303
2023,1,5,21,0,11.8,399,399,-6,0,28.26,67.24,0.7000000000000001,2.5,299
2023,1,5,22,0,9.8,200,239,-0.9,8,47.38,75.43,0.7000000000000001,0.9,301
2023,1,5,23,0,8.200000000000001,65,65,-4.7,0,39.78,85.09,0.8,0.8,308
2023,1,6,0,0,8.3,0,0,-5.7,8,36.49,96.08,0.9,0.2,291
2023,1,6,1,0,7.4,0,0,-5.9,8,38.2,107.60000000000001,0.9,0.7000000000000001,173
2023,1,6,2,0,5.7,0,0,-5.5,0,44.24,119.56,0.9,1.2000000000000002,175
2023,1,6,3,0,3.8000000000000003,0,0,-5,0,52.7,131.75,0.9,1.5,177
2023,1,6,4,0,2.5,0,0,-4.7,0,59,143.92000000000002,0.9,1.5,180
2023,1,6,5,0,1.8,0,0,-4.3,0,63.75,155.59,0.9,1.6,183
2023,1,6,6,0,1.4000000000000001,0,0,-4.3,0,65.94,165.02,1,1.7000000000000002,184
2023,1,6,7,0,1.7000000000000002,0,0,-4,5,65.9,166.12,1,1.9000000000000001,182
2023,1,6,8,0,1.4000000000000001,0,0,-4,8,67.19,157.59,1,2.1,178
2023,1,6,9,0,1.4000000000000001,0,0,-3.9000000000000004,7,67.91,146.13,1,2.5,173
2023,1,6,10,0,1.4000000000000001,0,0,-3.6,6,69.57000000000001,134,1.1,2.8000000000000003,172
2023,1,6,11,0,1.4000000000000001,0,0,-3.1,6,71.96000000000001,121.79,1.2000000000000002,3,172
2023,1,6,12,0,2.3000000000000003,0,0,-2.5,9,70.63,109.76,1.3,3.8000000000000003,173
2023,1,6,13,0,3,0,0,-1.8,7,70.93,98.13,1.4000000000000001,4.6000000000000005,177
2023,1,6,14,0,4.4,9,34,-0.7000000000000001,7,69.56,86.91,1.7000000000000002,5.7,185
2023,1,6,15,0,5.9,89,194,0.5,7,68.1,77.07000000000001,1.7000000000000002,5.9,179
2023,1,6,16,0,8.9,265,356,1.6,7,60.33,68.54,1.5,6.2,172
2023,1,6,17,0,12.100000000000001,363,477,3.2,7,54.64,62.07,1.5,7.1000000000000005,180
2023,1,6,18,0,14.3,548,548,4.800000000000001,1,52.75,58.4,1.5,7,189
2023,1,6,19,0,15.600000000000001,378,552,6.1000000000000005,7,53.04,58.06,1.6,6.5,196
2023,1,6,20,0,16.1,415,495,7.1000000000000005,8,55.25,61.11,1.7000000000000002,5.800000000000001,200
2023,1,6,21,0,16,286,386,7.9,7,58.800000000000004,67.09,1.6,5.2,198
2023,1,6,22,0,14.600000000000001,154,231,8.700000000000001,8,67.55,75.27,1.6,4,195
2023,1,6,23,0,11.5,44,63,9,7,84.77,84.94,1.5,2.8000000000000003,195
2023,1,7,0,0,10.100000000000001,0,0,9.600000000000001,3,96.58,95.92,1.4000000000000001,2.7,196
2023,1,7,1,0,9.4,0,0,9.4,3,100,107.45,1.2000000000000002,2.8000000000000003,197
2023,1,7,2,0,9.8,0,0,9.8,7,100,119.42,1.2000000000000002,3.5,198
2023,1,7,3,0,10.4,0,0,10.4,8,100,131.61,1.1,4.4,206
2023,1,7,4,0,10.200000000000001,0,0,10.200000000000001,3,100,143.77,1.1,4.5,221
2023,1,7,5,0,9.5,0,0,9.5,0,100,155.43,1,4.2,248
