Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2753970,-,-,-,35.34,-97.49,0,381,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,GHI,Clearsky GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2021,1,2,21,0,4.4,389,389,0.9,0,78.17,67.6,1.2000000000000002,2,223
2021,1,2,22,0,3.4000000000000004,229,229,1.5,0,87.5,75.79,1.2000000000000002,1.3,207
2021,1,2,23,0,0.5,58,58,-0.6000000000000001,0,92.02,85.45,1.2000000000000002,1.4000000000000001,195
2021,1,3,0,0,-0.8,0,0,-1.5,0,95.13,96.44,1.1,1.6,187
2021,1,3,1,0,-1.2000000000000002,0,0,-1.8,0,95.78,107.96000000000001,0.9,1.7000000000000002,182
2021,1,3,2,0,-1.4000000000000001,0,0,-2,0,95.81,119.92,0.8,1.8,176
2021,1,3,3,0,-1.4000000000000001,0,0,-2.1,0,95.13,132.11,0.8,1.9000000000000001,172
2021,1,3,4,0,-1.4000000000000001,0,0,-2.1,0,95.13,144.28,0.8,2.2,169
2021,1,3,5,0,-1.4000000000000001,0,0,-2.1,0,95.12,155.95000000000002,0.7000000000000001,2.4000000000000004,167
2021,1,3,6,0,-1.8,0,0,-2.3000000000000003,0,96.62,165.39000000000001,0.7000000000000001,2.5,166
2021,1,3,7,0,-2.6,0,0,-2.7,0,99.09,166.28,0.6000000000000001,2.5,166
2021,1,3,8,0,-3.4000000000000004,0,0,-3.4000000000000004,8,100,157.57,0.6000000000000001,2.4000000000000004,169
2021,1,3,9,0,-3.8000000000000003,0,0,-3.8000000000000003,0,100,146.05,0.5,2.3000000000000003,178
2021,1,3,10,0,-3.5,0,0,-3.7,7,98.3,133.91,0.5,2.3000000000000003,183
2021,1,3,11,0,-3.5,0,0,-3.8000000000000003,7,97.52,121.7,0.5,1.6,188
2021,1,3,12,0,-4,0,0,-4.1000000000000005,7,99.07000000000001,109.69,0.6000000000000001,1.1,201
2021,1,3,13,0,-4,0,0,-4.2,0,98.72,98.08,0.6000000000000001,0.6000000000000001,210
2021,1,3,14,0,-3.3000000000000003,38,38,-3.8000000000000003,0,96.65,86.9,0.6000000000000001,0.5,149
2021,1,3,15,0,-1.6,209,209,-2.4000000000000004,0,94.61,77.10000000000001,0.6000000000000001,0.6000000000000001,136
2021,1,3,16,0,0.6000000000000001,244,375,-1.3,7,86.99,68.63,0.7000000000000001,0.4,208
2021,1,3,17,0,2.1,502,502,-0.6000000000000001,0,82.2,62.24,0.7000000000000001,0.7000000000000001,281
2021,1,3,18,0,3.6,569,569,-0.2,0,76.39,58.64,0.7000000000000001,1,291
2021,1,3,19,0,4.9,575,575,0.2,0,71.43,58.36,0.7000000000000001,1.2000000000000002,293
2021,1,3,20,0,5.5,515,515,0.5,0,70.36,61.46,0.7000000000000001,1.4000000000000001,301
2021,1,3,21,0,5.7,397,397,0.7000000000000001,0,69.99,67.46000000000001,0.7000000000000001,1.6,305
2021,1,3,22,0,4.6000000000000005,234,234,1.5,0,80.27,75.65,0.7000000000000001,1,312
2021,1,3,23,0,2.9000000000000004,60,60,-0.8,0,76.48,85.31,0.6000000000000001,1,316
2021,1,4,0,0,2.9000000000000004,0,0,-1,0,75.44,96.3,0.6000000000000001,0.8,297
2021,1,4,1,0,2.4000000000000004,0,0,-1.2000000000000002,0,77.32000000000001,107.82000000000001,0.6000000000000001,0.8,254
2021,1,4,2,0,1.4000000000000001,0,0,-1.5,0,81.17,119.78,0.6000000000000001,1.1,238
2021,1,4,3,0,0.9,0,0,-1.6,0,83.55,131.97,0.6000000000000001,1.2000000000000002,234
2021,1,4,4,0,0.8,0,0,-1.6,0,83.88,144.14000000000001,0.6000000000000001,1.3,233
2021,1,4,5,0,0.30000000000000004,0,0,-1.8,0,86,155.81,0.7000000000000001,1.4000000000000001,238
2021,1,4,6,0,0.30000000000000004,0,0,-1.8,0,86.02,165.25,0.7000000000000001,1.4000000000000001,242
2021,1,4,7,0,1.3,0,0,-1.5,0,81.79,166.22,0.8,1.2000000000000002,241
2021,1,4,8,0,1.9000000000000001,0,0,-1.2000000000000002,0,79.71000000000001,157.59,1,1.2000000000000002,244
2021,1,4,9,0,2.2,0,0,-1.1,7,78.91,146.09,1,1.2000000000000002,252
2021,1,4,10,0,2.6,0,0,-1.2000000000000002,7,76.13,133.95,1.1,1.2000000000000002,258
2021,1,4,11,0,2.6,0,0,-1.3,7,75.21000000000001,121.74000000000001,1.1,1.1,263
2021,1,4,12,0,1.6,0,0,-1.5,0,79.67,109.72,1,1.3,276
2021,1,4,13,0,0.2,0,0,-1.5,0,88.10000000000001,98.11,0.9,1.5,295
2021,1,4,14,0,1.9000000000000001,37,37,-0.1,0,86.58,86.91,0.9,2.4000000000000004,308
2021,1,4,15,0,3.8000000000000003,203,203,0.7000000000000001,0,80.39,77.09,0.9,3.3000000000000003,310
2021,1,4,16,0,5.5,367,367,1.6,0,76.03,68.60000000000001,0.9,3.1,305
2021,1,4,17,0,7.9,491,491,2.6,0,69.31,62.18,0.9,3.1,310
2021,1,4,18,0,10.100000000000001,558,558,3,0,61.21,58.550000000000004,0.9,4,339
2021,1,4,19,0,11.100000000000001,561,561,3.8000000000000003,0,60.54,58.25,1,4,346
2021,1,4,20,0,11.600000000000001,504,504,4.7,0,62.78,61.33,1,3.6,346
2021,1,4,21,0,11.600000000000001,390,390,5.9,0,67.83,67.32000000000001,1,2.8000000000000003,343
2021,1,4,22,0,9.200000000000001,234,234,6.800000000000001,0,84.96000000000001,75.5,0.9,1.4000000000000001,338
2021,1,4,23,0,5.800000000000001,63,63,4.7,0,92.88,85.16,0.9,1.5,336
2021,1,5,0,0,4.800000000000001,0,0,4.1000000000000005,0,95.19,96.15,0.8,1.5,340
2021,1,5,1,0,4.1000000000000005,0,0,3.2,0,93.69,107.67,0.7000000000000001,1.5,345
2021,1,5,2,0,3.7,0,0,2,0,88.83,119.63,0.6000000000000001,1.5,350
2021,1,5,3,0,3.6,0,0,0.8,0,82.18,131.82,0.6000000000000001,1.5,356
2021,1,5,4,0,3.8000000000000003,0,0,-0.2,0,75.22,143.99,0.6000000000000001,1.4000000000000001,3
2021,1,5,5,0,4.2,0,0,-0.9,0,69.37,155.66,0.6000000000000001,1,13
2021,1,5,6,0,4.6000000000000005,0,0,-1.3,0,65.4,165.1,0.6000000000000001,0.7000000000000001,35
2021,1,5,7,0,4.3,0,0,-1.5,0,65.98,166.15,0.6000000000000001,0.5,85
2021,1,5,8,0,3.6,0,0,-1.6,0,68.99,157.59,0.6000000000000001,0.7000000000000001,131
2021,1,5,9,0,2.3000000000000003,0,0,-1.6,0,75.48,146.12,0.7000000000000001,0.8,146
2021,1,5,10,0,1.4000000000000001,0,0,-1.6,0,80.63,133.99,0.7000000000000001,1.1,157
2021,1,5,11,0,0.2,0,0,-1.4000000000000001,0,88.73,121.78,0.8,1.3,161
2021,1,5,12,0,-1,0,0,-1.3,0,97.89,109.75,0.8,1.4000000000000001,161
2021,1,5,13,0,-1.6,0,0,-1.6,0,100,98.13,0.9,1.5,162
2021,1,5,14,0,1.6,38,38,1,0,96.10000000000001,86.91,0.9,2.2,166
2021,1,5,15,0,4.2,203,203,2.7,0,90.08,77.08,1,3.4000000000000004,169
2021,1,5,16,0,6.5,365,365,4.3,0,85.91,68.56,1.1,3.3000000000000003,171
2021,1,5,17,0,9.600000000000001,374,485,5.1000000000000005,7,73.36,62.11,1.2000000000000002,4.2,174
2021,1,5,18,0,12,551,551,4,0,58.18,58.45,1.3,5.4,180
2021,1,5,19,0,12.9,557,557,4,0,54.910000000000004,58.120000000000005,1.3,5.5,181
2021,1,5,20,0,13.100000000000001,500,500,4.4,0,55.730000000000004,61.18,1.3,5.2,180
2021,1,5,21,0,12.600000000000001,313,386,5.300000000000001,8,61.15,67.16,1.3,4.1000000000000005,176
2021,1,5,22,0,10.5,166,229,5.9,7,73.19,75.35000000000001,1.3,2.9000000000000004,168
2021,1,5,23,0,8,38,61,5.2,8,82.58,85.01,1.3,2.9000000000000004,159
2021,1,6,0,0,7.6000000000000005,0,0,4.9,7,82.94,96,1.3,3.7,157
2021,1,6,1,0,7.2,0,0,4.7,8,83.94,107.52,1.3,4,157
2021,1,6,2,0,6.800000000000001,0,0,4.4,7,84.79,119.49000000000001,1.4000000000000001,4.1000000000000005,156
2021,1,6,3,0,6.4,0,0,4.3,7,86.18,131.68,1.5,4.2,154
2021,1,6,4,0,6.2,0,0,4.3,7,87.46000000000001,143.85,1.6,4.4,154
2021,1,6,5,0,6,0,0,4.4,8,89.53,155.51,1.7000000000000002,4.3,153
2021,1,6,6,0,5.800000000000001,0,0,4.5,8,91.51,164.95000000000002,1.7000000000000002,4.1000000000000005,152
2021,1,6,7,0,5.2,0,0,4.5,8,95.48,166.08,1.7000000000000002,3.7,153
2021,1,6,8,0,4.7,0,0,4.5,1,98.86,157.6,1.7000000000000002,3.1,154
2021,1,6,9,0,4,0,0,4,3,100,146.15,1.7000000000000002,2.3000000000000003,158
2021,1,6,10,0,3.4000000000000004,0,0,3.4000000000000004,1,100,134.02,1.7000000000000002,1.5,168
2021,1,6,11,0,4.2,0,0,4.2,1,100,121.81,1.7000000000000002,1.1,191
2021,1,6,12,0,5.2,0,0,5.2,4,100,109.78,1.8,0.7000000000000001,229
2021,1,6,13,0,5.6000000000000005,0,0,5.6000000000000005,4,100,98.14,1.9000000000000001,0.7000000000000001,280
2021,1,6,14,0,5.7,9,28,5.5,4,98.86,86.92,1.9000000000000001,1.7000000000000002,318
2021,1,6,15,0,5.5,7,172,5,4,96.83,77.06,1.9000000000000001,2.7,337
2021,1,6,16,0,5.300000000000001,37,325,4.4,4,93.67,68.52,1.9000000000000001,3.5,349
2021,1,6,17,0,5.4,71,448,3.9000000000000004,4,89.83,62.03,1.8,3.8000000000000003,356
2021,1,6,18,0,5.5,23,515,3.6,4,87.75,58.34,1.7000000000000002,4.2,356
2021,1,6,19,0,5.800000000000001,13,521,3.5,7,85.33,57.99,1.6,4.6000000000000005,352
2021,1,6,20,0,6.1000000000000005,21,470,3.6,4,83.96000000000001,61.04,1.5,4.9,350
2021,1,6,21,0,6.1000000000000005,15,357,3.9000000000000004,4,85.65,67.01,1.5,4.7,351
2021,1,6,22,0,5.9,16,207,4.2,4,88.88,75.19,1.5,4.2,355
2021,1,6,23,0,5.300000000000001,7,52,4.3,4,93.36,84.86,1.5,4.1000000000000005,354
2021,1,7,0,0,4.9,0,0,4.2,4,95.44,95.84,1.5,3.9000000000000004,353
2021,1,7,1,0,4.5,0,0,4.1000000000000005,4,96.93,107.37,1.6,3.6,353
2021,1,7,2,0,4.2,0,0,3.8000000000000003,4,96.92,119.34,1.6,3.7,347
2021,1,7,3,0,3.9000000000000004,0,0,3.4000000000000004,4,96.75,131.53,1.6,4.2,344
2021,1,7,4,0,3.6,0,0,3.1,4,96.85000000000001,143.70000000000002,1.6,4,344
2021,1,7,5,0,3.4000000000000004,0,0,2.9000000000000004,4,96.56,155.35,1.5,4.1000000000000005,345
2021,1,7,6,0,3.1,0,0,2.6,4,96.72,164.79,1.5,4.1000000000000005,345
2021,1,7,7,0,2.9000000000000004,0,0,2.3000000000000003,4,96.01,166,1.4000000000000001,4.2,344
2021,1,7,8,0,2.6,0,0,2.1,4,96.22,157.59,1.4000000000000001,4.3,343
2021,1,7,9,0,2.3000000000000003,0,0,1.8,4,96.49000000000001,146.17000000000002,1.3,4.4,343
2021,1,7,10,0,1.9000000000000001,0,0,1.5,4,97.11,134.05,1.3,4.2,344
2021,1,7,11,0,1.6,0,0,1.2000000000000002,4,97.04,121.84,1.3,4.2,349
2021,1,7,12,0,1.4000000000000001,0,0,1,4,96.87,109.8,1.2000000000000002,4,354
2021,1,7,13,0,1.2000000000000002,0,0,0.8,4,97.03,98.15,1.2000000000000002,3.6,357
2021,1,7,14,0,1.7000000000000002,6,32,0.9,4,94.43,86.91,1.1,3.8000000000000003,356
2021,1,7,15,0,2.8000000000000003,34,189,1.3,4,89.7,77.03,1.1,4.1000000000000005,358
2021,1,7,16,0,4.1000000000000005,49,351,1.6,4,83.8,68.46000000000001,1.1,3.8000000000000003,1
2021,1,7,17,0,5.1000000000000005,45,477,1.6,4,78.22,61.95,1.1,3.6,0
2021,1,7,18,0,5.6000000000000005,29,550,1.5,4,74.83,58.230000000000004,1.1,3.4000000000000004,358
2021,1,7,19,0,6,46,557,1.4000000000000001,4,72.39,57.85,1.1,3.5,359
2021,1,7,20,0,6.1000000000000005,173,502,1.3,4,71.44,60.88,1.1,3.5,3
2021,1,7,21,0,5.9,115,389,1.3,4,72.42,66.84,1.1,3.4000000000000004,8
2021,1,7,22,0,5.2,20,232,1.6,4,77.32000000000001,75.03,1.1,2.8000000000000003,11
2021,1,7,23,0,3.3000000000000003,20,65,1.8,4,89.76,84.7,1,1.4000000000000001,10
2021,1,8,0,0,2.4000000000000004,0,0,1.5,4,93.69,95.69,1,1.4000000000000001,9
2021,1,8,1,0,1.9000000000000001,0,0,1.4000000000000001,0,96.43,107.22,1,1.5,10
2021,1,8,2,0,1.6,0,0,1.3,4,98.2,119.19,1,1.5,13
2021,1,8,3,0,1.3,0,0,1.2000000000000002,4,99.57000000000001,131.38,1,1.6,19
2021,1,8,4,0,0.8,0,0,0.8,4,100,143.55,1,1.6,29
2021,1,8,5,0,-0.1,0,0,-0.1,4,100,155.19,0.9,1.5,35
2021,1,8,6,0,-1.2000000000000002,0,0,-1.2000000000000002,4,100,164.62,0.9,1.5,36
2021,1,8,7,0,-1.9000000000000001,0,0,-1.9000000000000001,4,100,165.91,0.9,1.4000000000000001,32
2021,1,8,8,0,-2.4000000000000004,0,0,-2.4000000000000004,4,100,157.58,0.9,1.4000000000000001,28
2021,1,8,9,0,-2.8000000000000003,0,0,-2.8000000000000003,4,100,146.19,0.9,1.5,26
2021,1,8,10,0,-3,0,0,-3,4,100,134.07,0.9,1.6,23
2021,1,8,11,0,-3.1,0,0,-3.1,4,100,121.86,0.9,1.7000000000000002,22
2021,1,8,12,0,-3.1,0,0,-3.1,4,100,109.81,0.8,2.1,20
2021,1,8,13,0,-3,0,0,-3.3000000000000003,4,97.68,98.15,0.8,2.2,11
2021,1,8,14,0,-2,10,37,-3,4,92.58,86.89,0.8,2.5,4
2021,1,8,15,0,0.1,64,204,-2.6,4,82,77,0.8,2.8000000000000003,1
2021,1,8,16,0,2,126,368,-2.7,4,70.97,68.4,0.9,3,355
2021,1,8,17,0,3.4000000000000004,172,493,-2.8000000000000003,4,63.88,61.86,0.9,3,352
2021,1,8,18,0,4.5,182,562,-3,4,58.03,58.11,0.9,2.9000000000000004,354
2021,1,8,19,0,5.1000000000000005,314,570,-3.3000000000000003,4,54.71,57.71,0.9,2.8000000000000003,357
2021,1,8,20,0,5.300000000000001,515,515,-3.6,0,52.59,60.72,0.9,2.7,360
2021,1,8,21,0,5.1000000000000005,404,404,-3.7,0,52.95,66.68,0.8,2.5,360
2021,1,8,22,0,3.9000000000000004,245,245,-2.8000000000000003,0,61.76,74.86,0.8,1.8,360
2021,1,8,23,0,0.5,71,71,-2.7,0,79.35000000000001,84.54,0.8,1.1,10
2021,1,9,0,0,-0.7000000000000001,0,0,-3.6,0,80.68,95.53,0.8,1.1,19
2021,1,9,1,0,-1.4000000000000001,0,0,-4.1000000000000005,0,82.08,107.06,0.7000000000000001,1.1,28
2021,1,9,2,0,-1.9000000000000001,0,0,-4.3,0,83.77,119.04,0.7000000000000001,1.1,37
2021,1,9,3,0,-2.2,0,0,-4.4,0,85.19,131.23,0.7000000000000001,1.1,47
2021,1,9,4,0,-2.3000000000000003,0,0,-4.4,0,85.43,143.39000000000001,0.7000000000000001,1.1,58
2021,1,9,5,0,-2.1,0,0,-4.4,0,84.01,155.03,0.7000000000000001,0.9,74
2021,1,9,6,0,-2.1,0,0,-4.5,0,83.92,164.45000000000002,0.8,0.7000000000000001,97
2021,1,9,7,0,-1.9000000000000001,0,0,-4.5,0,82.7,165.81,0.8,0.6000000000000001,126
2021,1,9,8,0,-1.8,0,0,-4.4,0,82.15,157.56,0.8,0.4,169
2021,1,9,9,0,-1.9000000000000001,0,0,-4.4,0,82.83,146.20000000000002,0.8,0.4,230
2021,1,9,10,0,-2.4000000000000004,0,0,-4.4,0,86.02,134.09,0.9,0.5,282
2021,1,9,11,0,-2.9000000000000004,0,0,-4.4,0,89.49,121.87,0.9,0.7000000000000001,317
2021,1,9,12,0,-3.4000000000000004,0,0,-4.4,0,93.04,109.82000000000001,0.9,0.8,346
2021,1,9,13,0,-3.9000000000000004,0,0,-4.3,1,96.79,98.15,0.9,0.9,5
2021,1,9,14,0,-2,21,36,-3.9000000000000004,4,86.57000000000001,86.87,0.9,1.5,16
2021,1,9,15,0,0.4,202,202,-3.7,0,73.82000000000001,76.96000000000001,0.9,1,30
2021,1,9,16,0,3,366,366,-4.1000000000000005,0,59.64,68.34,0.9,0.7000000000000001,96
2021,1,9,17,0,4,369,491,-4,8,55.9,61.77,0.9,0.6000000000000001,109
2021,1,9,18,0,4.5,562,562,-4.2,1,53.34,57.980000000000004,1,0.9,94
2021,1,9,19,0,4.3,568,568,-4.2,0,53.94,57.550000000000004,1,0.8,81
2021,1,9,20,0,4.2,359,512,-4.1000000000000005,7,54.78,60.550000000000004,1,1,64
2021,1,9,21,0,4,267,393,-2.6,8,61.910000000000004,66.5,1.1,0.9,59
2021,1,9,22,0,2.8000000000000003,158,235,-0.7000000000000001,7,77.64,74.69,1.1,0.7000000000000001,59
2021,1,9,23,0,1.4000000000000001,20,68,-2.1,7,77.79,84.37,1.1,1,62
2021,1,10,0,0,0.8,0,0,-2.4000000000000004,7,78.98,95.36,1.1,1.1,61
2021,1,10,1,0,0.4,0,0,-2.6,7,80.08,106.9,1,1.2000000000000002,57
2021,1,10,2,0,0.30000000000000004,0,0,-2.5,8,81.39,118.88,1,1.2000000000000002,50
2021,1,10,3,0,0.2,0,0,-2.4000000000000004,6,82.51,131.08,1,1.1,42
2021,1,10,4,0,-0.1,0,0,-2.4000000000000004,7,84.26,143.24,1,1.1,34
2021,1,10,5,0,-0.30000000000000004,0,0,-2.5,6,85.02,154.87,1,1.2000000000000002,25
2021,1,10,6,0,-0.6000000000000001,0,0,-2.7,7,85.78,164.28,1,1.4000000000000001,22
2021,1,10,7,0,-0.9,0,0,-2.8000000000000003,7,87.08,165.70000000000002,1,1.6,24
2021,1,10,8,0,-1,0,0,-2.8000000000000003,8,87.75,157.54,1.1,1.8,28
2021,1,10,9,0,-1.1,0,0,-2.8000000000000003,8,88.51,146.20000000000002,1.1,1.9000000000000001,30
2021,1,10,10,0,-1.4000000000000001,0,0,-2.8000000000000003,5,90.38,134.1,1.1,1.8,26
2021,1,10,11,0,-2,0,0,-2.9000000000000004,7,93.38,121.88,1.1,1.5,19
2021,1,10,12,0,-2.7,0,0,-3.1,7,97.29,109.82000000000001,1.1,1.3,15
2021,1,10,13,0,-2.7,0,0,-3.2,7,96.67,98.14,1.1,1.6,18
2021,1,10,14,0,-1.6,13,30,-3.1,6,89.75,86.85000000000001,1.1,2.7,19
2021,1,10,15,0,-0.4,52,183,-3,6,82.79,76.91,1.1,2.7,20
2021,1,10,16,0,0.9,96,340,-3.2,6,73.99,68.27,1.2000000000000002,2.8000000000000003,27
2021,1,10,17,0,1.4000000000000001,136,464,-3,6,72.31,61.660000000000004,1.2000000000000002,2.6,17
2021,1,10,18,0,1.5,188,539,-2.9000000000000004,6,72.62,57.85,1.2000000000000002,3,13
2021,1,10,19,0,2,341,549,-2.8000000000000003,7,70.68,57.39,1.2000000000000002,3.3000000000000003,14
2021,1,10,20,0,2.5,334,492,-2.6,7,68.86,60.38,1.1,2.7,19
2021,1,10,21,0,2.3000000000000003,264,382,-2.6,7,69.94,66.32000000000001,1.1,2.7,17
2021,1,10,22,0,1.8,69,229,-2.3000000000000003,7,74.39,74.51,1.1,2.1,13
2021,1,10,23,0,0.2,42,65,-1.9000000000000001,8,85.51,84.2,1,1.2000000000000002,12
2021,1,11,0,0,-0.30000000000000004,0,0,-2.2,8,86.88,95.2,1,1.2000000000000002,13
2021,1,11,1,0,-0.6000000000000001,0,0,-2.4000000000000004,7,87.68,106.74000000000001,1,1.2000000000000002,14
2021,1,11,2,0,-0.8,0,0,-2.6,7,87.85000000000001,118.73,1,1.1,14
2021,1,11,3,0,-1,0,0,-2.7,4,87.94,130.92000000000002,1,1.1,21
2021,1,11,4,0,-1.3,0,0,-2.9000000000000004,6,88.56,143.08,1,1,33
2021,1,11,5,0,-1.5,0,0,-3.2,6,88.2,154.70000000000002,0.9,1,41
