Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2753970,-,-,-,35.34,-97.49,0,381,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,GHI,Clearsky GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2021,1,1,0,0,-0.30000000000000004,0,0,-3.4000000000000004,9,79.54,96.72,2.2,6.9,24
2021,1,1,1,0,-0.4,0,0,-2.9000000000000004,9,83.3,108.24000000000001,2.3000000000000003,7.4,25
2021,1,1,2,0,-0.4,0,0,-2.6,9,85.07000000000001,120.19,2.3000000000000003,7.7,24
2021,1,1,3,0,-0.6000000000000001,0,0,-2.4000000000000004,7,87.7,132.38,2.4000000000000004,7.7,22
2021,1,1,4,0,-0.6000000000000001,0,0,-2.2,9,89.19,144.56,2.3000000000000003,7.6000000000000005,22
2021,1,1,5,0,-0.8,0,0,-1.9000000000000001,5,92.31,156.24,2.2,7.2,25
2021,1,1,6,0,-0.9,0,0,-1.7000000000000002,7,93.99,165.65,2,6.800000000000001,24
2021,1,1,7,0,-1,0,0,-1.7000000000000002,6,94.99,166.36,1.8,6.5,16
2021,1,1,8,0,-1.2000000000000002,0,0,-1.8,6,95.82000000000001,157.52,1.6,6,12
2021,1,1,9,0,-1.4000000000000001,0,0,-2,7,95.55,145.96,1.5,5.9,7
2021,1,1,10,0,-1.6,0,0,-2.2,5,95.59,133.81,1.5,5.9,4
2021,1,1,11,0,-1.7000000000000002,0,0,-2.4000000000000004,8,94.96000000000001,121.60000000000001,1.5,5.9,0
2021,1,1,12,0,-1.9000000000000001,0,0,-2.6,4,94.82000000000001,109.60000000000001,1.4000000000000001,6.1000000000000005,358
2021,1,1,13,0,-2.1,0,0,-2.8000000000000003,4,94.66,98.02,1.4000000000000001,6,355
2021,1,1,14,0,-2.1,12,31,-2.8000000000000003,4,94.61,86.86,1.4000000000000001,5.7,351
2021,1,1,15,0,-1.5,11,186,-2.4000000000000004,7,93.46000000000001,77.10000000000001,1.4000000000000001,5.7,349
2021,1,1,16,0,-0.8,55,348,-1.9000000000000001,8,92.21000000000001,68.67,1.4000000000000001,6.1000000000000005,352
2021,1,1,17,0,-0.1,249,474,-1.4000000000000001,8,90.86,62.34,1.4000000000000001,6,353
2021,1,1,18,0,0.30000000000000004,15,538,-1.2000000000000002,8,89.88,58.800000000000004,1.5,5.4,352
2021,1,1,19,0,0.6000000000000001,133,548,-1,4,89.18,58.58,1.5,4.9,354
2021,1,1,20,0,1,117,495,-0.8,4,87.89,61.72,1.4000000000000001,4,359
2021,1,1,21,0,1.1,50,380,-0.7000000000000001,4,87.89,67.74,1.4000000000000001,2.9000000000000004,2
2021,1,1,22,0,0.8,224,224,-0.8,1,89.03,75.93,1.3,2,360
2021,1,1,23,0,-2.1,55,55,-3.5,1,90.19,85.58,1.3,1.5,356
2021,1,2,0,0,-3.9000000000000004,0,0,-5.5,0,88.53,96.58,1.2000000000000002,1.6,353
2021,1,2,1,0,-4.5,0,0,-6.300000000000001,0,87.2,108.10000000000001,1.2000000000000002,1.8,349
2021,1,2,2,0,-4.9,0,0,-6.800000000000001,1,86.71000000000001,120.06,1.1,1.8,343
2021,1,2,3,0,-5.1000000000000005,0,0,-7.1000000000000005,7,85.83,132.24,1.1,1.9000000000000001,338
2021,1,2,4,0,-5.1000000000000005,0,0,-7.300000000000001,4,84.5,144.42000000000002,1,2,338
2021,1,2,5,0,-5.2,0,0,-7.5,4,83.86,156.1,1,1.9000000000000001,339
2021,1,2,6,0,-5.1000000000000005,0,0,-7.5,4,83.55,165.52,1,1.8,340
2021,1,2,7,0,-4.7,0,0,-7,4,84.12,166.32,0.9,1.6,339
2021,1,2,8,0,-4.3,0,0,-6.5,4,84.43,157.55,0.9,1.5,335
2021,1,2,9,0,-4,0,0,-6.2,4,84.38,146.01,0.9,1.4000000000000001,332
2021,1,2,10,0,-3.7,0,0,-5.800000000000001,8,85.17,133.86,0.9,1.3,329
2021,1,2,11,0,-2.8000000000000003,0,0,-4.800000000000001,8,86.13,121.65,1,1.3,322
2021,1,2,12,0,-1.3,0,0,-2.9000000000000004,7,88.63,109.65,1.1,1.4000000000000001,313
2021,1,2,13,0,-0.30000000000000004,0,0,-1.7000000000000002,7,90.26,98.05,1.2000000000000002,1.7000000000000002,305
2021,1,2,14,0,0.30000000000000004,17,36,-1,7,90.98,86.88,1.2000000000000002,2,296
2021,1,2,15,0,0.7000000000000001,123,200,-0.5,7,91.77,77.10000000000001,1.3,2,283
2021,1,2,16,0,0.9,185,364,-0.1,7,92.91,68.66,1.3,1.9000000000000001,266
2021,1,2,17,0,1.4000000000000001,355,488,0.1,7,90.97,62.29,1.3,2,256
2021,1,2,18,0,2.1,557,557,0.30000000000000004,0,87.66,58.72,1.3,2,253
2021,1,2,19,0,3.1,562,562,0.4,0,82.54,58.47,1.3,2,250
2021,1,2,20,0,4,505,505,0.6000000000000001,0,78.53,61.59,1.2000000000000002,2,238
