Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2297304,-,-,-,33.66,-101.69,0,973,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2023,1,1,0,0,11.8,0,0,2.8000000000000003,0,53.980000000000004,92.94,1.3,2.1,254
2023,1,1,1,0,11.200000000000001,0,0,2.6,1,55.56,104.5,1.2000000000000002,2.2,257
2023,1,1,2,0,10.600000000000001,0,0,2.6,3,57.56,116.57000000000001,1.2000000000000002,2.5,264
2023,1,1,3,0,10,0,0,2.5,8,59.620000000000005,128.93,1.1,2.8000000000000003,271
2023,1,1,4,0,9.600000000000001,0,0,2.4000000000000004,7,60.800000000000004,141.4,1.1,2.9000000000000004,276
2023,1,1,5,0,9.8,0,0,2.3000000000000003,8,59.730000000000004,153.66,1.1,3.1,280
2023,1,1,6,0,10,0,0,2.3000000000000003,6,58.65,164.71,1.2000000000000002,3.3000000000000003,282
2023,1,1,7,0,9.8,0,0,2.2,6,59.11,169.14000000000001,1.2000000000000002,3.4000000000000004,283
2023,1,1,8,0,9.600000000000001,0,0,2.2,7,59.870000000000005,161.34,1.2000000000000002,3.4000000000000004,284
2023,1,1,9,0,9.3,0,0,2.2,6,61.15,149.66,1.1,3.1,285
2023,1,1,10,0,8.9,0,0,2.2,6,62.83,137.27,1.1,3,285
2023,1,1,11,0,8.700000000000001,0,0,2.2,6,63.71,124.81,1,2.9000000000000004,285
2023,1,1,12,0,8.5,0,0,2.2,6,64.6,112.52,0.9,2.7,284
2023,1,1,13,0,8.3,0,0,2.2,6,65.48,100.59,0.9,2.5,280
2023,1,1,14,0,9.200000000000001,16,6,2.4000000000000004,7,62.28,88.9,0.9,2.8000000000000003,274
2023,1,1,15,0,11.100000000000001,176,41,2.6,7,55.83,78.71000000000001,1,3.8000000000000003,269
2023,1,1,16,0,12.9,349,274,3,7,50.99,69.60000000000001,1.1,3.3000000000000003,262
2023,1,1,17,0,15.4,488,377,3.6,3,45.31,62.4,1.1,2.9000000000000004,249
2023,1,1,18,0,18.900000000000002,570,475,3.6,7,36.18,57.870000000000005,1.2000000000000002,3.9000000000000004,252
2023,1,1,19,0,20.8,590,226,3.2,7,31.29,56.660000000000004,1.3,4.2,243
2023,1,1,20,0,21.3,548,195,2.8000000000000003,6,29.5,58.99,1.3,4.3,234
2023,1,1,21,0,20.900000000000002,447,341,2.9000000000000004,7,30.48,64.46000000000001,1.2000000000000002,3.7,230
2023,1,1,22,0,18.5,295,130,4.9,6,40.82,72.35000000000001,1.2000000000000002,1.9000000000000001,224
2023,1,1,23,0,14.700000000000001,116,70,4,7,48.59,81.92,1.2000000000000002,1.7000000000000002,218
2023,1,2,0,0,13,0,0,3.2,7,51.36,92.81,1.3,1.8,213
2023,1,2,1,0,12.600000000000001,0,0,3.1,3,52.47,104.37,1.3,1.9000000000000001,210
2023,1,2,2,0,12.100000000000001,0,0,3.2,6,54.49,116.43,1.4000000000000001,1.9000000000000001,206
2023,1,2,3,0,11.700000000000001,0,0,3.5,7,56.97,128.8,1.4000000000000001,2,202
2023,1,2,4,0,11.3,0,0,3.9000000000000004,7,60.39,141.27,1.4000000000000001,2.1,195
2023,1,2,5,0,10.8,0,0,4.4,7,64.63,153.53,1.4000000000000001,2.3000000000000003,187
