Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2297304,-,-,-,33.66,-101.69,0,973,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Speed,Wind Direction
2022,1,1,0,0,12.200000000000001,0,0,8,4,75.52,92.91,2.1,3.8000000000000003,217
2022,1,1,1,0,11.4,0,0,8.200000000000001,7,80.79,104.47,2.1,4.2,213
2022,1,1,2,0,10.8,0,0,8.4,7,84.97,116.54,2.1,5.1000000000000005,219
2022,1,1,3,0,10.3,0,0,8.4,6,88.08,128.9,2.2,4.5,217
2022,1,1,4,0,9.8,0,0,8.4,7,90.99,141.37,2.1,3.7,205
2022,1,1,5,0,9.1,0,0,8.4,7,95.31,153.63,2.3000000000000003,2.8000000000000003,216
2022,1,1,6,0,9.200000000000001,0,0,8.5,7,95.2,164.68,2.3000000000000003,2.7,230
2022,1,1,7,0,9.3,0,0,8.5,8,94.51,169.12,2.3000000000000003,3.7,233
2022,1,1,8,0,9.600000000000001,0,0,8.5,0,92.92,161.35,2.2,5.5,235
2022,1,1,9,0,9.600000000000001,0,0,8.6,0,93.23,149.67000000000002,1.5,5.7,229
2022,1,1,10,0,8.9,0,0,7.7,8,92.13,137.29,0.9,5.800000000000001,234
2022,1,1,11,0,8,0,0,5.800000000000001,3,86.16,124.83,0.9,5.9,240
2022,1,1,12,0,7,0,0,4,1,81.41,112.53,0.9,5.7,242
2022,1,1,13,0,6.1000000000000005,0,0,3.1,1,81.25,100.60000000000001,0.9,5.300000000000001,244
2022,1,1,14,0,6.300000000000001,15,15,2.9000000000000004,1,78.82000000000001,88.91,0.9,5.300000000000001,246
2022,1,1,15,0,8.5,174,174,3,1,68.32000000000001,78.72,1,5.6000000000000005,253
2022,1,1,16,0,11.100000000000001,347,230,2.6,3,55.75,69.60000000000001,1.1,5.9,271
2022,1,1,17,0,12.4,486,260,2,4,49.13,62.4,1.1,5.4,286
2022,1,1,18,0,12.9,569,341,1.7000000000000002,4,46.410000000000004,57.85,1.2000000000000002,4.4,286
2022,1,1,19,0,12.9,590,590,1.6,0,46.04,56.64,1.2000000000000002,3.8000000000000003,272
2022,1,1,20,0,12.600000000000001,545,545,1.4000000000000001,1,46.4,58.96,1.3,4.3,262
2022,1,1,21,0,11.4,442,442,0.7000000000000001,1,47.75,64.43,1.3,4.800000000000001,270
2022,1,1,22,0,8.700000000000001,290,126,-0.30000000000000004,4,53.08,72.32000000000001,1.2000000000000002,4.5,296
2022,1,1,23,0,4.2,111,16,-2,4,64.27,81.89,1.2000000000000002,4.800000000000001,346
