Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2751838,-,-,-,35.46,-97.51,0,369,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Clearsky GHI,Temperature,Cloud Type,Dew Point,GHI,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2023,2,25,11,0,0,-2.8000000000000003,7,-5.5,0,116.2,81.91,1.2000000000000002,1.4000000000000001,351
2023,2,25,12,0,0,-3,8,-5.6000000000000005,0,104,82.53,1.2000000000000002,1.2000000000000002,342
2023,2,25,13,0,0,-2.7,7,-5.6000000000000005,0,91.84,80.31,1.2000000000000002,1.4000000000000001,338
2023,2,25,14,0,140,-1.2000000000000002,8,-5.5,66,79.91,72.69,1.3,1,337
2023,2,25,15,0,345,0.7000000000000001,8,-5,184,68.77,65.41,1.3,0.7000000000000001,316
2023,2,25,16,0,531,2.3000000000000003,7,-4.5,139,58.76,60.96,1.3,0.4,301
2023,2,25,17,0,673,4.1000000000000005,6,-3.6,178,50.660000000000004,57.26,1.3,0.7000000000000001,216
2023,2,25,18,0,756,5.7,7,-2.7,269,45.58,54.88,1.3,1.4000000000000001,206
2023,2,25,19,0,769,7,7,-1.7000000000000002,290,44.6,53.76,1.4000000000000001,1.7000000000000002,204
2023,2,25,20,0,716,7.800000000000001,7,-1,306,47.97,53.57,1.4000000000000001,2.1,201
2023,2,25,21,0,595,8.200000000000001,6,-0.30000000000000004,184,54.88,54.89,1.6,2.5,200
2023,2,25,22,0,422,8.200000000000001,6,0.6000000000000001,28,64.17,58.64,1.9000000000000001,2.5,200
2023,2,25,23,0,219,7.2,7,2.1,45,74.89,70.06,2.4000000000000004,1.3,198
2023,2,26,0,0,36,6.1000000000000005,7,2.4000000000000004,8,86.34,77.31,2.9000000000000004,1.3,194
2023,2,26,1,0,0,6.6000000000000005,7,2.7,0,98.58,76.18,3.1,2.7,200
2023,2,26,2,0,0,6.5,7,3.3000000000000003,0,110.78,79.93,3,3.3000000000000003,206
2023,2,26,3,0,0,6.300000000000001,7,3.7,0,122.84,83.42,2.9000000000000004,3.4000000000000004,213
2023,2,26,4,0,0,6.300000000000001,5,3.8000000000000003,0,134.34,84.19,2.8000000000000003,3.6,218
2023,2,26,5,0,0,6.2,8,3.9000000000000004,0,144.49,85,2.8000000000000003,3.4000000000000004,207
2023,2,26,6,0,0,6,5,4.1000000000000005,0,151.6,87.48,2.7,3.3000000000000003,193
2023,2,26,7,0,0,5.800000000000001,3,4.5,0,153.05,91.34,2.5,2.7,191
2023,2,26,8,0,0,4.9,1,4.800000000000001,0,148.04,99.51,2.4000000000000004,1.9000000000000001,210
2023,2,26,9,0,0,4.9,3,4.9,0,138.91,100,2.4000000000000004,2.4000000000000004,216
2023,2,26,10,0,0,5.1000000000000005,0,5.1000000000000005,0,127.85000000000001,100,2.3000000000000003,2.7,206
2023,2,26,11,0,0,5.5,4,5.4,0,115.95,99.45,2.3000000000000003,3,192
2023,2,26,12,0,0,5.800000000000001,8,5.6000000000000005,0,103.76,98.83,2.4000000000000004,3,189
2023,2,26,13,0,0,6.2,7,5.9,0,91.59,98.21000000000001,2.5,3,193
2023,2,26,14,0,128,7.1000000000000005,7,6.5,7,79.65,96.11,2.5,3.1,184
2023,2,26,15,0,323,8.3,7,7.4,57,68.49,93.85000000000001,2.5,3.4000000000000004,175
2023,2,26,16,0,502,10.5,7,8.8,184,58.44,89.36,2.6,4.800000000000001,193
2023,2,26,17,0,635,12,8,9.9,255,50.31,86.7,2.8000000000000003,5,194
2023,2,26,18,0,715,13.100000000000001,8,10.8,112,45.21,85.66,3,5,188
2023,2,26,19,0,723,13.700000000000001,7,11.5,24,44.230000000000004,86.49,3.3000000000000003,5.300000000000001,189
2023,2,26,20,0,668,14.3,7,12.100000000000001,162,47.64,86.61,3.5,5.1000000000000005,192
2023,2,26,21,0,559,14.9,7,12.9,190,54.6,87.55,3.3000000000000003,5.2,170
2023,2,26,22,0,402,15.4,8,13.9,76,63.93,90.74,3.2,7,147
2023,2,26,23,0,220,15.700000000000001,0,15.3,220,74.68,97.22,2.8000000000000003,8,143
2023,2,27,0,0,39,16.2,0,16.2,39,86.16,100,2.9000000000000004,8.3,157
2023,2,27,1,0,0,17.2,2,17,0,98.4,98.82000000000001,3.4000000000000004,9.4,168
2023,2,27,2,0,0,18.1,6,17.3,0,110.60000000000001,95.34,3.9000000000000004,10.700000000000001,175
2023,2,27,3,0,0,18.5,6,17.3,0,122.65,92.49,3.8000000000000003,11.200000000000001,198
2023,2,27,4,0,0,17.7,4,14.8,0,134.12,83.32000000000001,1.9000000000000001,10.100000000000001,232
2023,2,27,5,0,0,13.200000000000001,4,2,0,144.21,46.72,0.5,9.200000000000001,243
2023,2,27,6,0,0,10.5,0,-3.3000000000000003,0,151.26,37.86,0.5,8.700000000000001,233
2023,2,27,7,0,0,9.9,0,-4.1000000000000005,0,152.67000000000002,37.050000000000004,0.8,9.4,233
2023,2,27,8,0,0,9.4,0,-4,0,147.70000000000002,38.57,0.8,8.9,239
2023,2,27,9,0,0,8.5,0,-2.8000000000000003,0,138.61,44.800000000000004,1,7.4,250
2023,2,27,10,0,0,8.200000000000001,0,-0.9,0,127.58,52.85,1.1,6,266
2023,2,27,11,0,0,7.7,0,1.5,0,115.7,65.03,0.9,4.4,270
2023,2,27,12,0,0,6.7,0,2,0,103.51,72.13,0.9,3.7,263
2023,2,27,13,0,0,7.5,0,1.7000000000000002,0,91.34,66.86,0.9,4.4,266
2023,2,27,14,0,162,10.100000000000001,0,1.5,162,79.39,55.27,0.7000000000000001,4.7,274
2023,2,27,15,0,376,13.9,0,1,376,68.2,41.28,0.7000000000000001,4.9,292
2023,2,27,16,0,566,17.6,0,0,566,58.120000000000005,30.32,0.7000000000000001,5.6000000000000005,317
2023,2,27,17,0,714,20,0,-0.5,714,49.96,25.26,0.6000000000000001,5.5,326
2023,2,27,18,0,792,21.3,0,-0.9,792,44.84,22.580000000000002,0.7000000000000001,4.9,320
2023,2,27,19,0,807,22,0,-0.8,807,43.86,21.88,0.7000000000000001,4,310
2023,2,27,20,0,749,22.3,0,-0.5,749,47.31,21.86,0.8,3.4000000000000004,293
2023,2,27,21,0,631,22,0,-0.2,631,54.31,22.86,0.8,3.1,277
2023,2,27,22,0,457,20.700000000000003,0,3.9000000000000004,457,63.68,33.01,0.9,1.9000000000000001,264
2023,2,27,23,0,250,17.400000000000002,0,7.9,250,74.47,53.47,1,1.1,244
2023,2,28,0,0,50,14.700000000000001,0,4.5,50,85.98,50.4,1,1.4000000000000001,219
2023,2,28,1,0,0,12.4,0,4.800000000000001,0,98.22,59.69,1,1.6,208
2023,2,28,2,0,0,11.3,0,4.9,0,110.42,64.86,1,1.8,205
2023,2,28,3,0,0,10.3,0,4.5,0,122.46000000000001,67.24,0.9,1.9000000000000001,201
2023,2,28,4,0,0,9.4,0,3.6,0,133.9,66.91,0.8,1.8,193
2023,2,28,5,0,0,8.6,0,2.5,0,143.94,65.57000000000001,0.7000000000000001,1.9000000000000001,183
2023,2,28,6,0,0,7.9,0,2.1,0,150.91,66.83,0.7000000000000001,2.1,177
2023,2,28,7,0,0,7.2,0,2.3000000000000003,0,152.29,70.86,0.7000000000000001,2.4000000000000004,182
2023,2,28,8,0,0,6.2,0,2.4000000000000004,0,147.35,76.41,0.7000000000000001,2.4000000000000004,198
2023,2,28,9,0,0,5,0,1.7000000000000002,0,138.31,79.39,0.7000000000000001,2.1,224
2023,2,28,10,0,0,4.5,0,0.6000000000000001,0,127.31,75.61,0.6000000000000001,2.1,251
2023,2,28,11,0,0,4.800000000000001,0,-0.5,0,115.45,68.43,0.6000000000000001,2.4000000000000004,269
2023,2,28,12,0,0,4,0,-1.9000000000000001,0,103.26,65.33,0.6000000000000001,2.7,274
2023,2,28,13,0,0,5.300000000000001,3,-2.4000000000000004,0,91.08,57.42,0.6000000000000001,4,267
2023,2,28,14,0,170,8,0,-1.9000000000000001,170,79.12,49.69,0.5,4.6000000000000005,256
2023,2,28,15,0,387,12,3,-0.2,310,67.91,43.06,0.5,4.3,246
2023,2,28,16,0,579,16.5,0,0.5,579,57.800000000000004,33.8,0.5,4.5,248
2023,2,28,17,0,724,20,0,-0.4,724,49.6,25.400000000000002,0.5,5.2,249
2023,2,28,18,0,806,22.3,0,-1,806,44.46,21.2,0.5,5.9,244
2023,2,28,19,0,816,23.200000000000003,0,-0.6000000000000001,816,43.49,20.56,0.6000000000000001,6.1000000000000005,237
2023,2,28,20,0,762,23.400000000000002,0,-0.5,762,46.97,20.51,0.6000000000000001,6.1000000000000005,234
2023,2,28,21,0,643,23.1,0,-0.30000000000000004,643,54.03,21.21,0.6000000000000001,5.800000000000001,231
2023,2,28,22,0,470,22,0,1.3,470,63.440000000000005,25.39,0.6000000000000001,4.6000000000000005,225
2023,2,28,23,0,261,18.1,0,3.8000000000000003,261,74.26,38.79,0.6000000000000001,3,216
2023,3,1,0,0,55,14.5,0,3.1,55,85.79,46.37,0.6000000000000001,2.8000000000000003,210
2023,3,1,1,0,0,13.700000000000001,0,2.9000000000000004,0,98.05,48,0.7000000000000001,2.8000000000000003,207
2023,3,1,2,0,0,13.3,0,3.1,0,110.24000000000001,49.88,0.7000000000000001,3,208
2023,3,1,3,0,0,13.3,0,3.7,0,122.26,52.22,0.8,3.5,210
2023,3,1,4,0,0,12.600000000000001,7,4.6000000000000005,0,133.67000000000002,58.36,0.8,3.6,214
2023,3,1,5,0,0,11.8,7,5,0,143.66,63.17,0.7000000000000001,3.6,221
2023,3,1,6,0,0,11,7,4.7,0,150.57,64.94,0.7000000000000001,3.5,228
2023,3,1,7,0,0,10,8,3.8000000000000003,0,151.91,65.52,0.7000000000000001,3.4000000000000004,238
2023,3,1,8,0,0,9.1,1,2.8000000000000003,0,147,64.52,0.7000000000000001,3.4000000000000004,256
2023,3,1,9,0,0,8.1,7,1.4000000000000001,0,138,62.83,0.7000000000000001,3.2,280
2023,3,1,10,0,0,6.6000000000000005,8,-0.2,0,127.03,61.81,0.7000000000000001,3.2,306
2023,3,1,11,0,0,5.800000000000001,3,-1.7000000000000002,0,115.19,58.75,0.8,3.8000000000000003,326
2023,3,1,12,0,0,5.9,7,-1.7000000000000002,0,103.01,58.26,0.8,4.3,340
2023,3,1,13,0,0,6.5,7,-1,0,90.23,58.65,0.9,4.2,351
2023,3,1,14,0,169,8.8,8,-1.5,67,78.85000000000001,48.5,0.9,4.800000000000001,8
2023,3,1,15,0,382,11.8,7,-3.8000000000000003,241,67.61,33.43,0.9,6,24
2023,3,1,16,0,571,14,0,-4.1000000000000005,571,57.480000000000004,28.35,0.9,5.6000000000000005,29
2023,3,1,17,0,711,15.600000000000001,2,-3.5,547,49.24,26.61,1,5,32
2023,3,1,18,0,790,15.8,8,-3.2,611,44.08,27.01,1.1,4.2,38
2023,3,1,19,0,802,15.8,6,-2.7,464,43.12,27.97,1.2000000000000002,3.5,41
2023,3,1,20,0,748,15.5,7,-2.1,300,46.64,29.830000000000002,1.2000000000000002,2.9000000000000004,51
2023,3,1,21,0,630,15.4,7,-1.4000000000000001,271,53.74,31.67,1.2000000000000002,2.7,60
2023,3,1,22,0,462,14.9,6,0.6000000000000001,57,63.2,37.67,1.1,2,65
2023,3,1,23,0,257,12.700000000000001,6,4.6000000000000005,109,74.05,57.620000000000005,1,1.1,65
2023,3,2,0,0,55,9.700000000000001,6,2.8000000000000003,22,85.61,62.02,0.9,1.2000000000000002,64
2023,3,2,1,0,0,8.700000000000001,7,2.1,0,97.87,63.45,0.8,1.4000000000000001,64
2023,3,2,2,0,0,7.800000000000001,7,1.5,0,110.06,64.24,0.8,1.6,67
2023,3,2,3,0,0,7,7,1,0,122.07000000000001,65.69,0.8,1.8,69
2023,3,2,4,0,0,6.4,3,0.8,0,133.45,67.25,0.8,1.9000000000000001,71
2023,3,2,5,0,0,5.800000000000001,0,0.6000000000000001,0,143.38,69.3,0.8,2,73
2023,3,2,6,0,0,5.4,7,0.5,0,150.22,70.82000000000001,0.8,2.1,72
2023,3,2,7,0,0,4.800000000000001,7,0.4,0,151.53,73.11,0.8,2.2,66
2023,3,2,8,0,0,4.3,7,0.4,0,146.64000000000001,75.55,0.8,2.4000000000000004,60
2023,3,2,9,0,0,3.7,7,0.5,0,137.69,79.53,0.9,2.7,56
2023,3,2,10,0,0,3.3000000000000003,7,0.8,0,126.76,83.55,1,2.8000000000000003,53
2023,3,2,11,0,0,2.6,4,1.1,0,114.92,89.60000000000001,1.1,2.6,50
2023,3,2,12,0,0,2.2,3,1.1,0,102.75,92.7,1.2000000000000002,2.4000000000000004,46
2023,3,2,13,0,0,3.4000000000000004,0,1.1,0,90,84.98,1.4000000000000001,3.4000000000000004,44
2023,3,2,14,0,165,6.300000000000001,0,1.5,165,78.58,71.32000000000001,1.5,3.4000000000000004,53
2023,3,2,15,0,367,9.4,0,2.6,367,67.32000000000001,62.31,1.7000000000000002,2.8000000000000003,56
2023,3,2,16,0,551,11.8,0,3.8000000000000003,551,57.15,58.04,1.7000000000000002,2.5,52
2023,3,2,17,0,692,13.5,0,5.2,692,48.88,57.08,1.7000000000000002,2.4000000000000004,45
2023,3,2,18,0,772,15.200000000000001,0,6.5,772,43.69,56.08,1.6,2.5,40
2023,3,2,19,0,787,16.3,1,7.6000000000000005,787,42.74,56.410000000000004,1.6,2.7,34
2023,3,2,20,0,731,16.8,6,8.3,104,46.300000000000004,57.38,1.7000000000000002,3,27
2023,3,2,21,0,614,16.5,6,8.5,49,53.46,59.120000000000005,1.8,3.2,18
2023,3,2,22,0,444,15.4,6,8.200000000000001,12,62.96,62.120000000000005,1.9000000000000001,4,7
2023,3,2,23,0,241,13.600000000000001,6,7.800000000000001,5,73.84,68.15,2,4.7,19
2023,3,3,0,0,47,11.600000000000001,6,9,12,85.43,84.12,2.2,2.1,315
2023,3,3,1,0,0,10.100000000000001,6,8,0,97.69,86.96000000000001,2.1,4.6000000000000005,349
2023,3,3,2,0,0,8.9,7,7.6000000000000005,0,109.89,91.39,2.1,5.5,349
2023,3,3,3,0,0,8,6,7.1000000000000005,0,121.88,94.24,2,4.800000000000001,353
2023,3,3,4,0,0,7.6000000000000005,7,6.7,0,133.22,93.81,1.9000000000000001,3.7,355
2023,3,3,5,0,0,7.2,7,5.9,0,143.1,91.58,1.8,4.1000000000000005,352
2023,3,3,6,0,0,6.2,6,4.4,0,149.87,88.17,1.6,5.9,348
2023,3,3,7,0,0,5.800000000000001,6,3.4000000000000004,0,151.14000000000001,84.29,1.6,3.7,354
2023,3,3,8,0,0,5.300000000000001,7,2.5,0,146.29,81.86,1.4000000000000001,4.9,336
2023,3,3,9,0,0,4.800000000000001,4,1.6,0,137.38,80.02,1.5,6,319
2023,3,3,10,0,0,4,7,0.8,0,126.47,79.45,1.5,6.5,314
2023,3,3,11,0,0,3.5,3,-0.1,0,114.66,77.23,1.5,6,320
2023,3,3,12,0,0,2.6,2,-1,0,102.49000000000001,77.10000000000001,1.3,5.2,324
2023,3,3,13,0,0,2.5,0,-1.7000000000000002,0,89.78,73.62,1.2000000000000002,5.5,321
2023,3,3,14,0,165,4.2,0,-2,165,78.3,64.07000000000001,1.2000000000000002,6.6000000000000005,323
2023,3,3,15,0,384,6.800000000000001,0,-1.3,384,67.02,56.42,1,6.800000000000001,329
2023,3,3,16,0,584,9.4,0,-0.6000000000000001,584,56.82,49.660000000000004,0.7000000000000001,6.6000000000000005,333
2023,3,3,17,0,733,11.9,0,-1.1,733,48.52,40.45,0.6000000000000001,6.1000000000000005,335
2023,3,3,18,0,817,14.3,0,-1.7000000000000002,817,43.31,33.06,0.6000000000000001,5.4,342
2023,3,3,19,0,827,16,0,-1.4000000000000001,827,42.37,30.44,0.7000000000000001,4.9,351
2023,3,3,20,0,768,16.8,0,-0.7000000000000001,768,45.97,30.41,0.8,4.1000000000000005,353
2023,3,3,21,0,648,16.900000000000002,0,-0.30000000000000004,648,53.17,31.220000000000002,0.8,3.3000000000000003,351
2023,3,3,22,0,473,16.3,0,-0.1,473,62.72,32.9,0.9,2.3000000000000003,347
2023,3,3,23,0,265,14.200000000000001,0,4,265,73.64,50.22,0.9,0.8,352
2023,3,4,0,0,59,13.200000000000001,0,0,59,85.25,40.29,0.9,0.5,59
2023,3,4,1,0,0,11.3,0,0.2,0,97.51,46.46,0.9,0.9,135
2023,3,4,2,0,0,8.9,0,0.6000000000000001,0,109.71000000000001,56.15,0.9,1.3,152
2023,3,4,3,0,0,7.1000000000000005,0,0.6000000000000001,0,121.68,63.35,0.9,1.4000000000000001,160
2023,3,4,4,0,0,6.4,0,0.30000000000000004,0,133,65.08,0.9,1.6,165
2023,3,4,5,0,0,5.9,0,0.1,0,142.82,66.24,0.9,1.8,166
2023,3,4,6,0,0,5.6000000000000005,0,-0.1,0,149.52,66.84,1,2,167
2023,3,4,7,0,0,5.300000000000001,0,-0.2,0,150.75,67.77,1,2.2,169
2023,3,4,8,0,0,5,0,-0.30000000000000004,0,145.92000000000002,68.76,0.9,2.5,174
2023,3,4,9,0,0,4.800000000000001,0,-0.4,0,137.06,69.28,0.9,2.8000000000000003,173
2023,3,4,10,0,0,4.6000000000000005,0,-0.4,0,126.19,70.2,0.9,3.1,169
2023,3,4,11,0,0,4.3,0,-0.2,0,114.39,72.77,0.9,3.4000000000000004,168
2023,3,4,12,0,0,3.9000000000000004,0,0.2,0,102.22,76.95,0.9,3.5,168
2023,3,4,13,0,0,4.800000000000001,0,1,0,89.55,76.23,0.9,3.8000000000000003,168
2023,3,4,14,0,178,7.4,0,2.1,178,78.02,69.21000000000001,1,3,165
2023,3,4,15,0,391,11.700000000000001,0,2.6,391,66.72,53.620000000000005,1,3.8000000000000003,178
2023,3,4,16,0,583,14.9,0,3.2,583,56.49,45.57,0.9,4.2,191
2023,3,4,17,0,725,17,0,3.6,725,48.160000000000004,40.76,0.9,3.3000000000000003,196
2023,3,4,18,0,809,18.5,0,3.8000000000000003,809,42.92,37.71,0.9,2.5,192
2023,3,4,19,0,823,19.6,0,4,823,41.99,35.76,0.9,1.9000000000000001,181
2023,3,4,20,0,764,20.1,0,4.2,764,45.63,35.17,1,1.7000000000000002,164
2023,3,4,21,0,642,20.200000000000003,0,4.6000000000000005,642,52.89,35.910000000000004,1.1,2,149
2023,3,4,22,0,470,19.700000000000003,7,5.2,397,62.480000000000004,38.53,1.1,2.4000000000000004,144
2023,3,4,23,0,261,16.7,0,8.8,261,73.43,59.43,1.2000000000000002,1.3,140
2023,3,5,0,0,59,12.9,0,7.300000000000001,59,85.06,68.62,1.2000000000000002,1.5,133
2023,3,5,1,0,0,11.9,1,7.800000000000001,0,97.34,75.81,1.3,1.8,132
2023,3,5,2,0,0,11.100000000000001,8,8.5,0,109.53,83.73,1.2000000000000002,2,138
2023,3,5,3,0,0,10.200000000000001,0,8.8,0,121.49000000000001,90.84,1.2000000000000002,2.2,147
2023,3,5,4,0,0,9.3,7,8.8,0,132.77,96.44,1.1,2.2,157
2023,3,5,5,0,0,8.5,0,8.3,0,142.54,98.60000000000001,1,2.1,168
2023,3,5,6,0,0,8,0,7.6000000000000005,0,149.16,97.03,1,2,173
2023,3,5,7,0,0,7.6000000000000005,0,7.300000000000001,0,150.37,97.71000000000001,1,2,173
2023,3,5,8,0,0,7.1000000000000005,0,7.1000000000000005,0,145.56,100,1,2.2,173
2023,3,5,9,0,0,6.800000000000001,0,6.800000000000001,0,136.74,100,1.1,2.6,173
2023,3,5,10,0,0,7.300000000000001,0,7.300000000000001,0,125.9,100,1.1,3.4000000000000004,172
2023,3,5,11,0,0,8.3,0,8.3,0,114.12,100,1.2000000000000002,4.4,172
2023,3,5,12,0,0,8.6,7,8.5,0,101.96000000000001,99.59,1.3,4.6000000000000005,174
2023,3,5,13,0,0,9.8,0,9.1,0,89.33,95.38,1.2000000000000002,5.300000000000001,180
2023,3,5,14,0,179,11.9,7,9.5,153,77.74,85.44,1.1,6.2,189
2023,3,5,15,0,390,14.9,7,9.5,256,66.41,69.91,1.2000000000000002,6.800000000000001,200
2023,3,5,16,0,576,18.5,7,9.3,420,56.15,55.19,1.3,7.5,206
2023,3,5,17,0,717,21.5,7,9.3,486,47.79,45.83,1.3,7.9,205
2023,3,5,18,0,799,23.1,7,9.200000000000001,625,42.53,41.21,1.4000000000000001,8.200000000000001,204
2023,3,5,19,0,813,24.1,0,9.1,813,41.61,38.53,1.4000000000000001,8,205
2023,3,5,20,0,755,24.700000000000003,8,9.1,644,45.300000000000004,37.04,1.5,7.7,204
2023,3,5,21,0,636,24.8,7,9,528,52.61,36.69,1.5,7.2,199
2023,3,5,22,0,467,24,8,9,423,62.25,38.4,1.4000000000000001,6.7,191
2023,3,5,23,0,262,21.8,0,9.1,262,73.23,44.39,1.4000000000000001,6,182
2023,3,6,0,0,60,19.200000000000003,8,8.8,49,84.89,50.870000000000005,1.4000000000000001,6.1000000000000005,178
2023,3,6,1,0,0,17.900000000000002,7,8.5,0,97.16,54.230000000000004,1.3,6.2,177
2023,3,6,2,0,0,17.400000000000002,7,8.4,0,109.35000000000001,55.58,1.3,6.800000000000001,180
2023,3,6,3,0,0,16.7,7,8.4,0,121.29,58,1.2000000000000002,7.1000000000000005,184
2023,3,6,4,0,0,16.3,7,8.6,0,132.54,60.18,1.2000000000000002,7.5,188
2023,3,6,5,0,0,15.600000000000001,7,9.1,0,142.26,65.11,1.1,7.4,192
2023,3,6,6,0,0,15.3,7,9.700000000000001,0,148.81,69.46000000000001,1.1,7.2,197
2023,3,6,7,0,0,14.5,7,10.4,0,149.97,76.2,1.2000000000000002,6.4,201
2023,3,6,8,0,0,12.5,7,10.700000000000001,0,145.19,89,1.2000000000000002,5.2,202
2023,3,6,9,0,0,11.5,1,10.600000000000001,0,136.42000000000002,94.33,1.1,4.800000000000001,208
2023,3,6,10,0,0,10.8,3,10.200000000000001,0,125.60000000000001,96.12,1.1,4,215
2023,3,6,11,0,0,9.9,0,9.700000000000001,0,113.84,98.5,1.1,3.2,227
2023,3,6,12,0,0,9.700000000000001,7,9.200000000000001,0,101.69,96.48,1.1,3.1,239
2023,3,6,13,0,0,10.4,7,8.5,0,89.09,88.16,1.1,3.1,255
2023,3,6,14,0,190,13,6,6.300000000000001,84,77.46000000000001,64.01,1,3.2,288
2023,3,6,15,0,405,15.8,7,4,255,66.11,45.22,1,3.6,330
2023,3,6,16,0,592,18.1,6,4.3,285,55.82,40.07,1.1,4,351
2023,3,6,17,0,733,20,6,5.300000000000001,446,47.42,38.06,1.1,4.3,352
2023,3,6,18,0,810,21.200000000000003,7,5.9,646,42.14,37.04,1.2000000000000002,4.3,348
2023,3,6,19,0,820,21.6,7,6.1000000000000005,610,41.230000000000004,36.62,1.3,4.1000000000000005,348
2023,3,6,20,0,762,21,7,6.1000000000000005,651,44.96,37.82,1.4000000000000001,3.6,351
2023,3,6,21,0,643,20,6,6.2,372,52.33,40.7,1.4000000000000001,2.9000000000000004,353
2023,3,6,22,0,472,18.900000000000002,7,8.1,260,62.01,49.38,1.4000000000000001,1.9000000000000001,351
2023,3,6,23,0,266,16.900000000000002,7,9.200000000000001,176,73.03,60.61,1.4000000000000001,1.4000000000000001,348
2023,3,7,0,0,64,14.4,7,7.6000000000000005,47,84.7,63.65,1.3,1.6,352
2023,3,7,1,0,0,12.8,7,6.4,0,96.98,65.09,1.3,1.9000000000000001,360
2023,3,7,2,0,0,12.100000000000001,7,5.9,0,109.17,65.62,1.3,2.5,12
2023,3,7,3,0,0,11.8,8,5.6000000000000005,0,121.10000000000001,65.74,1.4000000000000001,3.1,26
2023,3,7,4,0,0,11.4,5,5.300000000000001,0,132.31,66,1.5,3.7,35
2023,3,7,5,0,0,10.700000000000001,7,4.800000000000001,0,141.97,66.68,1.6,3.9000000000000004,40
2023,3,7,6,0,0,9.9,7,4.2,0,148.45000000000002,67.6,1.7000000000000002,3.8000000000000003,40
2023,3,7,7,0,0,9.1,7,3.6,0,149.58,68.5,1.8,3.7,37
2023,3,7,8,0,0,8.4,7,3.1,0,144.83,69.10000000000001,1.8,3.9000000000000004,34
2023,3,7,9,0,0,7.6000000000000005,7,2.7,0,136.09,71.10000000000001,1.9000000000000001,4.2,32
2023,3,7,10,0,0,6.9,7,2.4000000000000004,0,125.31,72.86,1.9000000000000001,4.800000000000001,40
2023,3,7,11,0,0,6.2,7,2.4000000000000004,0,113.56,76.75,2.1,4.4,39
2023,3,7,12,0,0,5.7,7,2.5,0,101.42,79.82000000000001,2.3000000000000003,4.3,36
2023,3,7,13,0,12,6,7,2.6,1,88.84,78.62,2.5,4.7,36
2023,3,7,14,0,171,6.7,7,2.9000000000000004,9,77.17,76.5,2.8000000000000003,4.5,36
2023,3,7,15,0,371,7.5,6,3.4000000000000004,64,65.8,75.08,2.9000000000000004,4.6000000000000005,47
2023,3,7,16,0,550,9.9,7,4.5,81,55.480000000000004,69.12,2.8000000000000003,3.7,58
2023,3,7,17,0,682,10.3,7,5.6000000000000005,117,47.050000000000004,72.59,2.9000000000000004,2.4000000000000004,51
2023,3,7,18,0,757,10.8,6,6.300000000000001,193,41.75,73.88,2.7,2.1,20
2023,3,7,19,0,773,11.3,7,6.7,195,40.85,73.48,2.7,2.6,7
2023,3,7,20,0,724,11.8,7,7,35,44.63,72.23,2.7,2.5,16
2023,3,7,21,0,600,12.3,3,7.4,259,52.050000000000004,71.86,2.5,1.5,356
2023,3,7,22,0,431,11.9,8,7.4,30,61.78,73.75,2.5,2.3000000000000003,315
2023,3,7,23,0,237,10.8,7,6.9,5,72.82000000000001,76.9,2.5,3.3000000000000003,318
2023,3,8,0,0,53,9.200000000000001,5,6.1000000000000005,14,84.52,81.09,2.6,3.9000000000000004,329
2023,3,8,1,0,0,7.9,4,5.1000000000000005,0,96.81,82.23,2.7,4.2,341
2023,3,8,2,0,0,6.7,4,4.5,0,108.99000000000001,85.78,2.6,3.6,349
2023,3,8,3,0,0,6.1000000000000005,7,4.3,0,120.9,88.33,2.4000000000000004,2.6,352
2023,3,8,4,0,0,5.9,7,4.3,0,132.08,89.46000000000001,2.1,2.4000000000000004,347
2023,3,8,5,0,0,5.7,9,4.1000000000000005,0,141.68,89.55,2.1,2.8000000000000003,340
2023,3,8,6,0,0,5.5,6,4,0,148.1,89.76,2.1,3,336
2023,3,8,7,0,0,5.300000000000001,6,3.8000000000000003,0,149.19,89.85000000000001,2.2,3,332
2023,3,8,8,0,0,4.9,6,3.5,0,144.46,90.57000000000001,2.2,3.1,330
2023,3,8,9,0,0,4.4,6,3.1,0,135.76,91.21000000000001,2.2,3.5,328
2023,3,8,10,0,0,3.9000000000000004,7,2.7,0,125.01,91.64,2.2,3.3000000000000003,331
