Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2751838,-,-,-,35.46,-97.51,0,369,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Clearsky GHI,Temperature,Cloud Type,Dew Point,GHI,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2021,1,4,13,0,0,0,0,-1.5,0,98.17,89.65,1,1.5,295
2021,1,4,14,0,36,1.9000000000000001,0,-0.1,36,86.98,86.66,0.9,2.5,308
2021,1,4,15,0,201,3.6,0,0.7000000000000001,201,77.18,81.09,0.9,3.4000000000000004,310
2021,1,4,16,0,365,5.4,0,1.5,365,68.7,76.16,0.9,3.1,305
2021,1,4,17,0,489,7.9,0,2.5,489,62.29,68.77,0.9,3.1,310
2021,1,4,18,0,554,10,0,2.9000000000000004,554,58.67,61.5,1,4,339
2021,1,4,19,0,560,11,0,3.8000000000000003,560,58.36,61.2,1,4,346
2021,1,4,20,0,502,11.600000000000001,0,4.9,502,61.43,63.52,1,3.6,346
2021,1,4,21,0,389,11.600000000000001,0,6,389,67.4,68.4,1,2.8000000000000003,343
2021,1,4,22,0,233,9.200000000000001,0,6.800000000000001,233,75.57000000000001,85.11,0.9,1.4000000000000001,338
2021,1,4,23,0,62,5.800000000000001,0,4.800000000000001,62,85.21000000000001,93.08,0.9,1.5,336
2021,1,5,0,0,0,4.800000000000001,0,4,0,96.18,94.68,0.8,1.5,340
2021,1,5,1,0,0,4.1000000000000005,0,2.9000000000000004,0,107.69,92.14,0.7000000000000001,1.5,345
2021,1,5,2,0,0,3.7,0,1.6,0,119.63,86.3,0.6000000000000001,1.5,350
2021,1,5,3,0,0,3.7,0,0.30000000000000004,0,131.81,78.61,0.6000000000000001,1.5,356
2021,1,5,4,0,0,4,0,-0.7000000000000001,0,143.96,71.26,0.6000000000000001,1.4000000000000001,3
2021,1,5,5,0,0,4.5,0,-1.4000000000000001,0,155.59,65.45,0.6000000000000001,1,13
2021,1,5,6,0,0,4.9,0,-1.8,0,164.99,62,0.6000000000000001,0.7000000000000001,35
2021,1,5,7,0,0,4.6000000000000005,0,-1.9000000000000001,0,166.05,62.75,0.6000000000000001,0.4,85
2021,1,5,8,0,0,3.9000000000000004,0,-1.9000000000000001,0,157.55,65.66,0.6000000000000001,0.6000000000000001,131
2021,1,5,9,0,0,2.4000000000000004,0,-2,0,146.11,72.87,0.7000000000000001,0.8,146
2021,1,5,10,0,0,1.5,0,-2,0,134,77.75,0.7000000000000001,1.1,157
2021,1,5,11,0,0,0.30000000000000004,0,-1.8,0,121.81,85.52,0.8,1.3,161
2021,1,5,12,0,0,-1.1,0,-1.7000000000000002,0,109.8,95.85000000000001,0.8,1.4000000000000001,161
2021,1,5,13,0,0,-1.6,0,-1.6,0,98.19,100,0.8,1.5,162
2021,1,5,14,0,37,1.6,0,0.9,37,86.98,94.8,0.9,2.2,166
2021,1,5,15,0,201,4.2,0,2.6,201,77.17,89.36,1,3.4000000000000004,169
2021,1,5,16,0,363,6.5,0,4.2,363,68.66,85.21000000000001,1.1,3.3000000000000003,171
2021,1,5,17,0,483,9.600000000000001,7,5,381,62.230000000000004,73.16,1.2000000000000002,4.1000000000000005,174
2021,1,5,18,0,549,12,0,4.1000000000000005,549,58.57,58.34,1.3,5.4,180
2021,1,5,19,0,555,12.9,0,4.1000000000000005,555,58.24,55.230000000000004,1.3,5.5,181
2021,1,5,20,0,498,13.100000000000001,0,4.5,498,61.29,56.01,1.3,5.2,180
2021,1,5,21,0,384,12.600000000000001,8,5.4,315,67.25,61.57,1.3,4.1000000000000005,176
2021,1,5,22,0,228,10.5,7,6,162,75.42,73.51,1.3,2.9000000000000004,168
2021,1,5,23,0,60,8.1,7,5.300000000000001,37,85.06,82.60000000000001,1.3,2.9000000000000004,159
2021,1,6,0,0,0,7.800000000000001,7,5,0,96.03,82.66,1.3,3.7,157
2021,1,6,1,0,0,7.4,8,4.800000000000001,0,107.54,83.7,1.4000000000000001,4,157
2021,1,6,2,0,0,6.800000000000001,7,4.5,0,119.49000000000001,85.43,1.4000000000000001,4.1000000000000005,156
2021,1,6,3,0,0,6.5,6,4.3,0,131.66,85.72,1.5,4.2,154
2021,1,6,4,0,0,6.300000000000001,7,4.3,0,143.81,86.84,1.6,4.4,154
2021,1,6,5,0,0,6.1000000000000005,8,4.4,0,155.44,88.79,1.7000000000000002,4.3,153
2021,1,6,6,0,0,5.9,7,4.5,0,164.84,90.79,1.7000000000000002,4.1000000000000005,152
2021,1,6,7,0,0,5.300000000000001,8,4.5,0,165.98,94.62,1.7000000000000002,3.7,153
2021,1,6,8,0,0,4.7,8,4.5,0,157.55,98.44,1.7000000000000002,3.1,154
2021,1,6,9,0,0,3.8000000000000003,3,3.8000000000000003,0,146.14000000000001,100,1.7000000000000002,2.2,158
2021,1,6,10,0,0,3,0,3,0,134.04,100,1.7000000000000002,1.4000000000000001,168
2021,1,6,11,0,0,3.9000000000000004,3,3.9000000000000004,0,121.84,100,1.7000000000000002,1,191
2021,1,6,12,0,0,5.1000000000000005,3,5.1000000000000005,0,109.82000000000001,100,1.8,0.7000000000000001,229
2021,1,6,13,0,0,5.4,4,5.4,0,98.2,100,1.9000000000000001,0.7000000000000001,280
2021,1,6,14,0,26,5.4,4,5.1000000000000005,6,86.99,98.14,1.9000000000000001,1.8,318
2021,1,6,15,0,169,5.1000000000000005,4,4.5,24,77.15,95.72,2,2.7,337
2021,1,6,16,0,322,4.800000000000001,4,3.7,110,68.62,92.69,1.9000000000000001,3.5,349
2021,1,6,17,0,445,4.800000000000001,4,3.3000000000000003,76,62.15,89.97,1.8,3.8000000000000003,356
2021,1,6,18,0,512,5.1000000000000005,4,3.2,23,58.46,87.60000000000001,1.7000000000000002,4.2,356
2021,1,6,19,0,519,5.5,8,3.3000000000000003,14,58.11,85.49,1.6,4.6000000000000005,352
2021,1,6,20,0,466,5.9,4,3.5,21,61.14,84.32000000000001,1.6,4.9,350
2021,1,6,21,0,355,6,4,3.8000000000000003,15,67.09,86.08,1.5,4.7,351
2021,1,6,22,0,205,5.7,4,4.2,8,75.26,90.39,1.5,4.2,355
2021,1,6,23,0,51,5.2,4,4.3,6,84.91,94.15,1.5,4.1000000000000005,354
2021,1,7,0,0,0,4.7,4,4.2,0,95.88,96.81,1.5,3.9000000000000004,353
2021,1,7,1,0,0,4.5,4,4,0,107.39,96.84,1.6,3.6,353
2021,1,7,2,0,0,4.2,4,3.8000000000000003,0,119.34,96.94,1.6,3.6,347
2021,1,7,3,0,0,3.9000000000000004,4,3.5,0,131.51,96.89,1.6,4.2,344
2021,1,7,4,0,0,3.7,4,3.2,0,143.66,96.43,1.6,4,344
2021,1,7,5,0,0,3.5,4,3,0,155.29,96.31,1.5,4.1000000000000005,345
2021,1,7,6,0,0,3.2,4,2.7,0,164.68,96.35000000000001,1.5,4,345
2021,1,7,7,0,0,3,4,2.4000000000000004,0,165.89000000000001,95.76,1.5,4.2,344
2021,1,7,8,0,0,2.7,4,2.2,0,157.55,96.28,1.4000000000000001,4.3,343
2021,1,7,9,0,0,2.5,4,1.9000000000000001,0,146.16,96,1.4000000000000001,4.4,343
2021,1,7,10,0,0,2.1,4,1.6,0,134.06,96.49000000000001,1.3,4.2,344
2021,1,7,11,0,0,1.8,4,1.3,0,121.86,96.18,1.3,4.2,349
2021,1,7,12,0,0,1.5,4,1,0,109.84,96.51,1.2000000000000002,4,354
2021,1,7,13,0,0,1.4000000000000001,4,0.8,0,98.21000000000001,96.12,1.2000000000000002,3.6,357
2021,1,7,14,0,31,1.8,4,1,6,86.98,94.28,1.1,3.8000000000000003,356
2021,1,7,15,0,187,2.9000000000000004,4,1.3,35,77.12,89.41,1.1,4,358
2021,1,7,16,0,348,4.1000000000000005,4,1.7000000000000002,48,68.57000000000001,84.18,1.1,3.8000000000000003,1
2021,1,7,17,0,474,5.1000000000000005,4,1.7000000000000002,42,62.07,78.58,1.1,3.5,0
2021,1,7,18,0,547,5.5,4,1.5,40,58.35,75.66,1.1,3.4000000000000004,358
2021,1,7,19,0,554,6,4,1.4000000000000001,89,57.97,72.59,1.1,3.5,359
2021,1,7,20,0,500,6.1000000000000005,4,1.3,97,60.980000000000004,71.56,1.1,3.5,3
2021,1,7,21,0,387,6,4,1.4000000000000001,68,66.93,72.12,1.1,3.4000000000000004,8
2021,1,7,22,0,231,5.2,4,1.6,9,75.09,77.43,1.1,2.7,11
2021,1,7,23,0,63,3.3000000000000003,4,1.8,9,84.75,89.74,1.1,1.4000000000000001,10
2021,1,8,0,0,0,2.5,4,1.5,0,95.72,93,1,1.4000000000000001,9
2021,1,8,1,0,0,2,4,1.4000000000000001,0,107.23,95.69,1,1.5,10
2021,1,8,2,0,0,1.7000000000000002,4,1.4000000000000001,0,119.19,97.60000000000001,1,1.5,13
2021,1,8,3,0,0,1.4000000000000001,4,1.2000000000000002,0,131.36,98.83,1,1.5,19
2021,1,8,4,0,0,1,4,1,0,143.51,99.65,1,1.6,29
2021,1,8,5,0,0,0,4,0,0,155.13,100,0.9,1.5,35
2021,1,8,6,0,0,-1.1,4,-1.1,0,164.51,100,0.9,1.5,36
2021,1,8,7,0,0,-1.9000000000000001,4,-1.9000000000000001,0,165.8,100,0.9,1.4000000000000001,32
2021,1,8,8,0,0,-2.5,4,-2.5,0,157.54,100,0.9,1.4000000000000001,28
2021,1,8,9,0,0,-2.9000000000000004,0,-2.9000000000000004,0,146.18,100,0.9,1.5,26
2021,1,8,10,0,0,-3.2,4,-3.2,0,134.09,100,0.9,1.6,23
2021,1,8,11,0,0,-3.2,4,-3.2,0,121.89,100,0.9,1.7000000000000002,22
2021,1,8,12,0,0,-3.1,4,-3.1,0,109.86,99.94,0.8,2.1,20
2021,1,8,13,0,0,-3,4,-3.5,0,98.21000000000001,96.66,0.8,2.2,11
2021,1,8,14,0,36,-2,4,-3.1,9,86.96000000000001,91.92,0.8,2.5,4
2021,1,8,15,0,202,0.1,4,-2.7,46,77.09,81.45,0.8,2.8000000000000003,1
2021,1,8,16,0,366,2,4,-2.8000000000000003,111,68.51,70.44,0.9,3,355
2021,1,8,17,0,491,3.4000000000000004,4,-2.9000000000000004,139,61.980000000000004,63.59,0.9,2.9000000000000004,352
2021,1,8,18,0,560,4.5,8,-3.1,250,58.230000000000004,57.69,0.9,2.9000000000000004,354
2021,1,8,19,0,568,5.1000000000000005,4,-3.4000000000000004,405,57.82,54.370000000000005,0.9,2.8000000000000003,357
2021,1,8,20,0,512,5.300000000000001,4,-3.7,221,60.82,52.160000000000004,0.9,2.7,360
2021,1,8,21,0,403,5.1000000000000005,0,-3.9000000000000004,403,66.76,52.410000000000004,0.8,2.5,360
2021,1,8,22,0,244,3.9000000000000004,0,-2.9000000000000004,244,74.93,61.15,0.8,1.8,360
2021,1,8,23,0,70,0.5,0,-2.8000000000000003,70,84.59,78.48,0.8,1.1,10
2021,1,9,0,0,0,-0.7000000000000001,0,-3.8000000000000003,0,95.56,79.74,0.8,1.1,19
2021,1,9,1,0,0,-1.3,0,-4.2,0,107.08,80.71000000000001,0.7000000000000001,1.1,28
2021,1,9,2,0,0,-1.8,0,-4.3,0,119.04,82.74,0.7000000000000001,1.1,37
2021,1,9,3,0,0,-2.1,0,-4.4,0,131.21,84.37,0.7000000000000001,1.1,47
2021,1,9,4,0,0,-2.1,0,-4.4,0,143.35,84.11,0.7000000000000001,1.1,58
2021,1,9,5,0,0,-1.9000000000000001,0,-4.4,0,154.97,82.78,0.8,0.9,74
2021,1,9,6,0,0,-1.9000000000000001,0,-4.5,0,164.35,82.62,0.8,0.6000000000000001,97
2021,1,9,7,0,0,-1.7000000000000002,0,-4.5,0,165.70000000000002,81.45,0.8,0.6000000000000001,126
2021,1,9,8,0,0,-1.6,0,-4.4,0,157.52,81,0.8,0.4,169
2021,1,9,9,0,0,-1.8,0,-4.4,0,146.19,82.28,0.9,0.4,230
2021,1,9,10,0,0,-2.3000000000000003,0,-4.4,0,134.1,85.45,0.9,0.5,282
2021,1,9,11,0,0,-2.7,0,-4.4,0,121.9,88.16,0.9,0.7000000000000001,317
2021,1,9,12,0,0,-3.3000000000000003,0,-4.4,0,109.86,92.33,0.9,0.8,346
2021,1,9,13,0,0,-3.8000000000000003,0,-4.3,0,98.21000000000001,96.13,0.9,0.9,5
2021,1,9,14,0,35,-2,0,-4,35,86.94,86.38,0.9,1.5,16
2021,1,9,15,0,200,0.5,0,-3.8000000000000003,200,77.05,73.11,0.9,1,30
2021,1,9,16,0,364,3.1,0,-4.2,364,68.44,58.800000000000004,0.9,0.7000000000000001,96
2021,1,9,17,0,486,4.2,7,-4.1000000000000005,374,61.88,54.78,1,0.6000000000000001,109
2021,1,9,18,0,560,4.6000000000000005,0,-4.3,560,58.1,52.51,1,0.9,94
2021,1,9,19,0,566,4.4,0,-4.3,566,57.67,53.08,1,0.8,81
2021,1,9,20,0,509,4.2,7,-4.2,480,60.660000000000004,54.25,1,1,64
2021,1,9,21,0,391,4,7,-2.5,270,66.59,62.47,1.1,0.9,59
2021,1,9,22,0,234,2.8000000000000003,7,-0.8,131,74.75,77.42,1.1,0.7000000000000001,59
2021,1,9,23,0,66,1.5,7,-2.2,31,84.42,76.63,1.1,1,62
2021,1,10,0,0,0,0.8,6,-2.6,0,95.4,78.28,1.1,1.1,61
2021,1,10,1,0,0,0.4,7,-2.8000000000000003,0,106.92,79.24,1,1.2000000000000002,57
2021,1,10,2,0,0,0.30000000000000004,7,-2.6,0,118.88,80.71000000000001,1,1.2000000000000002,50
2021,1,10,3,0,0,0.2,6,-2.5,0,131.06,82.05,1.1,1.1,42
2021,1,10,4,0,0,0,6,-2.5,0,143.20000000000002,83.29,1.1,1.1,34
2021,1,10,5,0,0,-0.30000000000000004,6,-2.6,0,154.8,84.57000000000001,1.1,1.2000000000000002,25
2021,1,10,6,0,0,-0.6000000000000001,7,-2.7,0,164.17000000000002,85.46000000000001,1.1,1.4000000000000001,22
2021,1,10,7,0,0,-0.8,7,-2.8000000000000003,0,165.59,86.13,1.1,1.6,24
2021,1,10,8,0,0,-1,8,-2.8000000000000003,0,157.49,87.32000000000001,1.1,1.8,28
2021,1,10,9,0,0,-1.1,7,-2.8000000000000003,0,146.19,88.02,1.1,1.9000000000000001,30
2021,1,10,10,0,0,-1.4000000000000001,4,-2.9000000000000004,0,134.11,89.72,1.1,1.8,26
2021,1,10,11,0,0,-2,7,-3,0,121.91,92.69,1.1,1.5,19
2021,1,10,12,0,0,-2.8000000000000003,7,-3.2,0,109.87,97.3,1.1,1.3,15
2021,1,10,13,0,0,-2.7,7,-3.3000000000000003,0,98.2,95.88,1.1,1.6,18
2021,1,10,14,0,29,-1.6,6,-3.2,14,86.92,89.10000000000001,1.1,2.7,19
2021,1,10,15,0,180,-0.30000000000000004,6,-3.1,51,77,81.63,1.2000000000000002,2.7,20
2021,1,10,16,0,338,1.1,6,-3.3000000000000003,122,68.37,72.39,1.2000000000000002,2.9000000000000004,27
2021,1,10,17,0,461,1.6,6,-3.1,106,61.78,71.13,1.2000000000000002,2.6,17
2021,1,10,18,0,536,1.7000000000000002,6,-2.9000000000000004,221,57.97,71.68,1.2000000000000002,3,13
2021,1,10,19,0,547,2.2,7,-2.8000000000000003,326,57.51,69.71000000000001,1.2000000000000002,3.3000000000000003,14
2021,1,10,20,0,488,2.7,7,-2.6,301,60.480000000000004,67.99,1.2000000000000002,2.7,19
2021,1,10,21,0,380,2.4000000000000004,7,-2.6,297,66.41,69.31,1.1,2.7,17
2021,1,10,22,0,228,1.9000000000000001,7,-2.3000000000000003,105,74.58,73.76,1.1,2.1,13
2021,1,10,23,0,64,0.30000000000000004,8,-2,30,84.25,84.43,1,1.2000000000000002,12
2021,1,11,0,0,0,-0.30000000000000004,8,-2.3000000000000003,0,95.23,86.12,1,1.2000000000000002,13
2021,1,11,1,0,0,-0.6000000000000001,7,-2.5,0,106.76,86.67,1,1.1,14
2021,1,11,2,0,0,-0.8,7,-2.7,0,118.72,86.85000000000001,1,1.1,14
2021,1,11,3,0,0,-1,8,-2.9000000000000004,0,130.9,87.08,1,1.1,21
2021,1,11,4,0,0,-1.2000000000000002,7,-3.1,0,143.04,87.08,0.9,1,33
2021,1,11,5,0,0,-1.5,6,-3.3000000000000003,0,154.63,87.47,0.9,1,41
2021,1,11,6,0,0,-1.7000000000000002,9,-3.6,0,163.99,87.13,0.9,0.9,45
