Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,548995,-,-,-,45.44,-122.65,0,39,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2020,1,1,0,0,8,51,9,5.300000000000001,9,85.44,83.09,2.8000000000000003,2.1,189
2020,1,1,1,0,7.9,0,0,5.9,9,94.3,87.24,2.8000000000000003,2.1,200
2020,1,1,2,0,8.1,0,0,6.5,6,103.91,89.69,2.6,2.1,202
2020,1,1,3,0,8.3,0,0,7,7,114.11,91.26,2.5,2.3000000000000003,204
2020,1,1,4,0,8.8,0,0,7.6000000000000005,4,124.59,92.11,2.3000000000000003,2.2,207
2020,1,1,5,0,9.4,0,0,8.3,8,135.01,92.92,2.2,1.9000000000000001,208
2020,1,1,6,0,9.9,0,0,8.9,0,144.85,93.22,2.2,1.6,215
2020,1,1,7,0,10.200000000000001,0,0,9.200000000000001,0,153.04,93.82000000000001,2.1,1.5,221
2020,1,1,8,0,10.5,0,0,9.5,4,157.42000000000002,93.72,2,1.4000000000000001,223
2020,1,1,9,0,10.5,0,0,9.600000000000001,8,155.71,94.19,2,1.1,227
2020,1,1,10,0,10.3,0,0,9.4,8,148.92000000000002,94.32000000000001,1.8,0.9,231
2020,1,1,11,0,9.8,0,0,9,4,139.65,94.46000000000001,1.6,0.9,239
2020,1,1,12,0,9.3,0,0,8.4,7,129.41,94.34,1.5,0.9,242
2020,1,1,13,0,8.8,0,0,7.9,0,118.91,94.14,1.5,0.7000000000000001,240
2020,1,1,14,0,8.6,0,0,7.800000000000001,0,108.54,94.56,1.4000000000000001,0.7000000000000001,236
2020,1,1,15,0,8.1,0,0,7.300000000000001,0,98.61,94.89,1.4000000000000001,0.6000000000000001,238
2020,1,1,16,0,8.4,0,0,7.6000000000000005,8,89.04,94.57000000000001,1.4000000000000001,0.7000000000000001,237
2020,1,1,17,0,9.200000000000001,118,118,8.200000000000001,0,81.3,93.34,1.4000000000000001,1,240
2020,1,1,18,0,9.8,235,140,8.6,4,74.86,92.11,1.4000000000000001,1.2000000000000002,239
2020,1,1,19,0,10.200000000000001,319,125,8.700000000000001,4,70.44,90.65,1.4000000000000001,1.3,242
2020,1,1,20,0,10.3,355,13,8.700000000000001,3,68.47,89.59,1.5,1.4000000000000001,244
2020,1,1,21,0,10.200000000000001,344,344,8.6,1,69.18,90.02,1.5,1.4000000000000001,242
2020,1,1,22,0,9.9,281,70,8.6,4,72.49,91.62,1.5,1.2000000000000002,242
2020,1,1,23,0,9.5,178,121,8.200000000000001,7,78.05,91.86,1.4000000000000001,1.1,248
2020,1,2,0,0,8.700000000000001,56,18,7.6000000000000005,7,85.31,92.58,1.4000000000000001,0.8,253
2020,1,2,1,0,8,0,0,6.9,7,94.17,92.86,1.3,0.6000000000000001,254
2020,1,2,2,0,7.4,0,0,6.4,6,103.78,93.67,1.3,0.5,246
2020,1,2,3,0,7.1000000000000005,0,0,6.1000000000000005,7,113.97,93.57000000000001,1.3,0.5,237
2020,1,2,4,0,6.7,0,0,5.800000000000001,6,124.45,94.08,1.3,0.5,235
2020,1,2,5,0,6.6000000000000005,0,0,5.7,7,134.87,93.86,1.3,0.5,234
2020,1,2,6,0,6.4,0,0,5.6000000000000005,7,144.71,94.4,1.4000000000000001,0.5,232
2020,1,2,7,0,6.1000000000000005,0,0,5.2,8,152.91,94.28,1.4000000000000001,0.4,229
2020,1,2,8,0,5.9,0,0,5.1000000000000005,8,157.32,94.67,1.4000000000000001,0.4,223
2020,1,2,9,0,5.800000000000001,0,0,5.1000000000000005,8,155.66,95.08,1.5,0.4,216
2020,1,2,10,0,5.7,0,0,4.9,8,148.92000000000002,94.69,1.5,0.4,214
2020,1,2,11,0,5.5,0,0,4.7,7,139.67000000000002,94.9,1.5,0.6000000000000001,209
2020,1,2,12,0,5.4,0,0,4.5,8,129.44,94.24,1.6,0.6000000000000001,208
2020,1,2,13,0,5.2,0,0,4.4,7,118.93,94.5,1.7000000000000002,0.7000000000000001,199
2020,1,2,14,0,5.2,0,0,4.3,8,108.56,94.21000000000001,1.7000000000000002,0.7000000000000001,178
2020,1,2,15,0,5.2,0,0,4.3,8,98.63,94.06,1.8,0.7000000000000001,178
2020,1,2,16,0,5.2,0,0,4.4,4,89.03,94.52,1.9000000000000001,0.9,175
2020,1,2,17,0,5.7,112,25,4.800000000000001,7,81.29,94.09,1.9000000000000001,1,177
2020,1,2,18,0,6.4,225,45,5.4,4,74.83,93.64,2,1.1,177
2020,1,2,19,0,7.1000000000000005,311,46,5.9,4,70.38,92.28,1.9000000000000001,1.3,178
2020,1,2,20,0,7.4,349,23,6.2,4,68.39,91.98,1.8,1.4000000000000001,180
2020,1,2,21,0,7.6000000000000005,339,50,6.300000000000001,4,69.08,91.62,1.6,1.4000000000000001,181
2020,1,2,22,0,7.6000000000000005,278,10,6.300000000000001,4,72.37,91.7,1.5,1.4000000000000001,182
2020,1,2,23,0,7.5,177,49,6.300000000000001,4,77.92,92.02,1.5,1.4000000000000001,184
2020,1,3,0,0,7.5,57,22,6.300000000000001,4,85.18,92.2,1.5,1.4000000000000001,185
2020,1,3,1,0,7.7,0,0,6.6000000000000005,0,94.03,92.71000000000001,1.6,1.5,185
2020,1,3,2,0,8,0,0,7,8,103.64,93.48,1.8,1.5,185
2020,1,3,3,0,8.4,0,0,7.4,0,113.83,93.46000000000001,1.7000000000000002,1.5,187
2020,1,3,4,0,8.700000000000001,0,0,7.7,8,124.31,93.62,1.5,1.5,189
2020,1,3,5,0,8.9,0,0,8,8,134.73,93.99,1.5,1.6,192
2020,1,3,6,0,9,0,0,8.1,8,144.57,94.06,1.5,1.6,193
2020,1,3,7,0,9,0,0,8,8,152.78,93.74,1.6,1.5,193
2020,1,3,8,0,8.9,0,0,7.9,8,157.22,93.47,1.7000000000000002,1.5,192
2020,1,3,9,0,8.8,0,0,7.800000000000001,8,155.61,93.32000000000001,1.7000000000000002,1.4000000000000001,190
2020,1,3,10,0,8.8,0,0,7.7,7,148.91,92.92,1.7000000000000002,1.4000000000000001,190
2020,1,3,11,0,8.8,0,0,7.6000000000000005,7,139.69,92.46000000000001,1.6,1.4000000000000001,192
2020,1,3,12,0,8.6,0,0,7.4,7,129.46,92.18,1.4000000000000001,1.4000000000000001,190
2020,1,3,13,0,8.200000000000001,0,0,6.9,7,118.96000000000001,91.66,1.3,1.3,185
2020,1,3,14,0,7.800000000000001,0,0,6.300000000000001,8,108.58,90.2,1.2000000000000002,1.2000000000000002,181
2020,1,3,15,0,6.800000000000001,0,0,5.2,7,98.63,89.28,1.3,0.9,177
2020,1,3,16,0,7,0,0,4.6000000000000005,4,89.03,84.52,1.2000000000000002,0.9,178
2020,1,3,17,0,8.5,125,56,4.7,7,81.27,76.87,1.2000000000000002,1.1,178
2020,1,3,18,0,10.3,246,172,5.1000000000000005,7,74.79,70.06,1,1.1,178
2020,1,3,19,0,11.9,334,264,5.7,7,70.31,65.66,0.9,1.2000000000000002,176
2020,1,3,20,0,12.9,372,274,5.9,7,68.3,62.67,0.9,1.3,182
2020,1,3,21,0,13.4,359,168,5.800000000000001,7,68.97,60.15,0.9,1.4000000000000001,190
2020,1,3,22,0,13,296,114,5.800000000000001,6,72.25,61.44,0.9,1.3,190
2020,1,3,23,0,11.9,190,69,5.4,7,77.79,64.64,0.9,1,190
2020,1,4,0,0,10.600000000000001,64,30,4.800000000000001,7,85.05,67.28,0.9,0.9,186
2020,1,4,1,0,10.3,0,0,4.2,6,93.89,66.05,1,1,185
2020,1,4,2,0,10.3,0,0,3.9000000000000004,6,103.49000000000001,64.52,1.1,1.1,185
2020,1,4,3,0,11,0,0,3.8000000000000003,6,113.69,60.95,1.4000000000000001,1.8,184
2020,1,4,4,0,11.600000000000001,0,0,4.2,7,124.17,60.44,1.8,2.1,185
2020,1,4,5,0,11.5,0,0,5.6000000000000005,6,134.59,66.94,2,1.9000000000000001,202
2020,1,4,6,0,10.200000000000001,0,0,7.1000000000000005,4,144.43,81.07000000000001,2,1.7000000000000002,225
2020,1,4,7,0,8.200000000000001,0,0,6.6000000000000005,8,152.65,89.46000000000001,1.8,1.3,238
2020,1,4,8,0,6.7,0,0,5.300000000000001,6,157.11,91.07000000000001,1.6,1.2000000000000002,230
2020,1,4,9,0,5.9,0,0,4.6000000000000005,8,155.56,91.4,1.5,1.3,225
2020,1,4,10,0,5.6000000000000005,0,0,4.4,8,148.9,91.91,1.3,1.3,233
2020,1,4,11,0,5.5,0,0,4.4,8,139.69,92.9,1.1,0.9,239
2020,1,4,12,0,5.2,0,0,4.2,8,129.48,93.44,1,0.7000000000000001,240
2020,1,4,13,0,4.800000000000001,0,0,3.8000000000000003,1,118.97,93.44,0.8,0.6000000000000001,236
