Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2265447,-,-,-,33.68,-101.99,0,1000,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2020,1,1,0,0,3.2,0,0,-5.9,0,92.76,51.39,0.7000000000000001,1.7000000000000002,197
2020,1,1,1,0,2.5,0,0,-6,0,104.3,53.56,0.7000000000000001,1.9000000000000001,197
2020,1,1,2,0,2,0,0,-5.9,0,116.36,55.92,0.7000000000000001,2,199
2020,1,1,3,0,1.7000000000000002,0,0,-5.6000000000000005,0,128.72,58.34,0.7000000000000001,2.3000000000000003,205
2020,1,1,4,0,1.5,0,0,-5.2,0,141.18,61.01,0.7000000000000001,2.6,212
2020,1,1,5,0,1.2000000000000002,0,0,-4.800000000000001,0,153.45000000000002,64.31,0.7000000000000001,2.9000000000000004,219
2020,1,1,6,0,1,0,0,-4.4,0,164.54,67.44,0.7000000000000001,3.3000000000000003,222
2020,1,1,7,0,0.8,0,0,-3.9000000000000004,0,169.18,70.56,0.7000000000000001,3.7,226
2020,1,1,8,0,0.4,0,0,-3.6,0,161.54,74.29,0.7000000000000001,3.9000000000000004,230
2020,1,1,9,0,-0.2,0,0,-3.5,0,149.89000000000001,78.60000000000001,0.7000000000000001,3.9000000000000004,233
2020,1,1,10,0,-0.7000000000000001,0,0,-3.4000000000000004,0,137.51,81.76,0.7000000000000001,3.8000000000000003,236
2020,1,1,11,0,-1.1,0,0,-3.5,0,125.05,83.44,0.7000000000000001,3.8000000000000003,239
2020,1,1,12,0,-1.4000000000000001,0,0,-3.9000000000000004,0,112.76,82.87,0.7000000000000001,3.8000000000000003,241
2020,1,1,13,0,-1.6,0,0,-4.6000000000000005,0,100.82000000000001,79.9,0.7000000000000001,3.8000000000000003,244
2020,1,1,14,0,-0.5,0,0,-5.4,0,89.09,69.73,0.6000000000000001,4.6000000000000005,250
2020,1,1,15,0,2.6,176,176,-5.7,0,78.92,54.370000000000005,0.6000000000000001,4.9,254
2020,1,1,16,0,6.9,354,354,-5.4,0,69.79,41.31,0.6000000000000001,4.800000000000001,252
2020,1,1,17,0,11.5,495,495,-5.5,0,62.550000000000004,30.03,0.6000000000000001,6.5,264
2020,1,1,18,0,14.200000000000001,587,587,-5.4,0,57.96,25.28,0.5,7.300000000000001,263
2020,1,1,19,0,15.600000000000001,611,611,-5.5,0,56.69,22.95,0.5,7.6000000000000005,252
2020,1,1,20,0,16.2,569,569,-5.5,0,58.95,22.12,0.5,7.800000000000001,244
2020,1,1,21,0,16,465,465,-5.2,0,64.37,22.830000000000002,0.5,7.9,239
2020,1,1,22,0,14.8,310,244,-4.5,7,72.22,26.12,0.5,6.7,234
2020,1,1,23,0,11.8,124,77,-3.7,4,81.76,33.6,0.6000000000000001,5.4,229
2020,1,2,0,0,10,0,0,-3.7,7,92.62,37.97,0.6000000000000001,5.800000000000001,231
2020,1,2,1,0,8.8,0,0,-3.6,4,104.17,41.5,0.6000000000000001,5.800000000000001,235
2020,1,2,2,0,7.2,0,0,-3.4000000000000004,7,116.22,46.980000000000004,0.7000000000000001,5.1000000000000005,243
2020,1,2,3,0,6.4,0,0,-3.5,1,128.58,49.35,0.7000000000000001,5.2,252
2020,1,2,4,0,5.800000000000001,0,0,-3.6,0,141.05,51.050000000000004,0.8,5,253
2020,1,2,5,0,5.2,0,0,-3.6,4,153.31,52.95,1,5,248
2020,1,2,6,0,4.7,0,0,-3.7,0,164.4,54.370000000000005,1,5.1000000000000005,248
2020,1,2,7,0,4.2,0,0,-4,8,169.12,55.32,1.1,5,257
