Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2265447,-,-,-,33.68,-101.99,0,1000,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2023,1,1,0,0,11.700000000000001,0,0,2.6,0,92.73,53.78,1.2000000000000002,2.1,254
2023,1,1,1,0,11,0,0,2.5,0,104.27,55.800000000000004,1.2000000000000002,2.2,257
2023,1,1,2,0,10.4,0,0,2.4000000000000004,0,116.33,57.81,1.1,2.5,264
2023,1,1,3,0,9.8,0,0,2.3000000000000003,7,128.68,59.77,1.1,2.8000000000000003,271
2023,1,1,4,0,9.600000000000001,0,0,2.2,7,141.15,60.14,1.1,2.9000000000000004,276
2023,1,1,5,0,10,0,0,2.2,7,153.42000000000002,58.31,1.1,3.1,280
2023,1,1,6,0,10,0,0,2.1,6,164.51,58.09,1.2000000000000002,3.3000000000000003,282
2023,1,1,7,0,9.700000000000001,0,0,2.1,6,169.17000000000002,59.15,1.2000000000000002,3.4000000000000004,283
2023,1,1,8,0,9.5,0,0,2.1,7,161.55,60.03,1.1,3.4000000000000004,284
2023,1,1,9,0,9.1,0,0,2.2,6,149.9,61.800000000000004,1.1,3.1,285
2023,1,1,10,0,8.700000000000001,0,0,2.2,7,137.52,63.52,1,3,285
2023,1,1,11,0,8.4,0,0,2.2,6,125.06,64.82000000000001,1,2.8000000000000003,285
2023,1,1,12,0,8.200000000000001,0,0,2.2,6,112.77,65.68,0.9,2.6,284
2023,1,1,13,0,7.9,0,0,2.2,6,100.83,67.09,0.9,2.4000000000000004,280
2023,1,1,14,0,8.9,0,0,2.3000000000000003,7,89.11,63.29,0.9,2.7,274
2023,1,1,15,0,10.9,172,73,2.6,6,78.92,56.36,1,3.7,269
2023,1,1,16,0,12.700000000000001,346,199,2.9000000000000004,7,69.78,51.4,1.1,3.3000000000000003,262
2023,1,1,17,0,15.100000000000001,486,329,3.5,8,62.54,45.85,1.1,2.9000000000000004,249
2023,1,1,18,0,18.400000000000002,569,410,3.5,8,57.95,37.22,1.2000000000000002,3.9000000000000004,252
2023,1,1,19,0,20.200000000000003,591,213,3.1,6,56.67,32.33,1.3,4.2,243
2023,1,1,20,0,20.700000000000003,551,344,2.6,6,58.93,30.25,1.2000000000000002,4.3,234
2023,1,1,21,0,20.3,450,386,2.7,7,64.34,31.18,1.2000000000000002,3.7,230
2023,1,1,22,0,18.1,298,204,4.5,7,72.19,40.72,1.2000000000000002,1.9000000000000001,224
2023,1,1,23,0,14.4,119,72,3.5,7,81.73,48.07,1.2000000000000002,1.7000000000000002,218
2023,1,2,0,0,12.8,0,0,2.8000000000000003,7,92.59,50.63,1.3,1.8,213
2023,1,2,1,0,12.3,0,0,2.8000000000000003,7,104.14,52.14,1.3,1.9000000000000001,210
2023,1,2,2,0,11.9,0,0,2.8000000000000003,6,116.19,53.800000000000004,1.3,1.9000000000000001,206
2023,1,2,3,0,11.4,0,0,3,6,128.55,56.480000000000004,1.4000000000000001,2,202
2023,1,2,4,0,11,0,0,3.4000000000000004,6,141.02,59.63,1.4000000000000001,2.1,195
2023,1,2,5,0,10.5,0,0,3.9000000000000004,7,153.28,63.660000000000004,1.4000000000000001,2.3000000000000003,187
2023,1,2,6,0,9.9,0,0,4.3,7,164.37,68.29,1.5,2.6,184
2023,1,2,7,0,9.3,0,0,4.5,7,169.1,72.14,1.5,2.9000000000000004,186
2023,1,2,8,0,8.8,0,0,4.5,6,161.58,74.25,1.5,3,188
2023,1,2,9,0,8.1,0,0,4.4,9,149.95000000000002,77.24,1.5,2.9000000000000004,194
2023,1,2,10,0,8.1,0,0,4.2,9,137.58,76.58,1.6,3.1,216
2023,1,2,11,0,8.3,0,0,3.9000000000000004,6,125.12,73.98,1.7000000000000002,3.3000000000000003,241
2023,1,2,12,0,8.1,0,0,3.6,6,112.82000000000001,73.42,1.6,2.3000000000000003,258
2023,1,2,13,0,8.200000000000001,0,0,3.4000000000000004,6,100.88,71.89,1.5,1.9000000000000001,264
2023,1,2,14,0,9.1,0,0,3.5,6,89.14,68.04,1.4000000000000001,2.1,264
2023,1,2,15,0,11.600000000000001,169,56,4,6,78.94,59.730000000000004,1.3,3.4000000000000004,266
2023,1,2,16,0,14.700000000000001,345,270,4.3,8,69.78,49.78,1.1,5,270
2023,1,2,17,0,17.3,482,482,2.5,0,62.51,37.21,1.1,6.800000000000001,269
2023,1,2,18,0,18,568,568,1.3,0,57.89,32.54,1.1,7.7,258
2023,1,2,19,0,17.7,591,12,0.5,8,56.58,31.35,1.2000000000000002,8.4,253
2023,1,2,20,0,16.7,554,174,-0.5,4,58.81,31.14,1.1,8.8,251
2023,1,2,21,0,15.600000000000001,460,380,-2.5,8,64.21000000000001,28.85,0.8,9,250
2023,1,2,22,0,14.3,310,149,-5.800000000000001,7,72.05,24.330000000000002,0.6000000000000001,8.700000000000001,250
2023,1,2,23,0,11.9,128,71,-7.800000000000001,5,81.59,24.46,0.5,7.4,254
2023,1,3,0,0,9.1,0,0,-7.1000000000000005,5,92.45,31.16,0.5,5.300000000000001,260
2023,1,3,1,0,7.4,0,0,-5.9,5,104,38.21,0.6000000000000001,4.1000000000000005,261
2023,1,3,2,0,6.4,0,0,-5.1000000000000005,0,116.06,43.67,0.6000000000000001,3.8000000000000003,260
2023,1,3,3,0,5.800000000000001,0,0,-4.7,0,128.42000000000002,47.01,0.6000000000000001,3.8000000000000003,253
2023,1,3,4,0,5.300000000000001,0,0,-4.4,0,140.88,49.46,0.6000000000000001,4.1000000000000005,247
2023,1,3,5,0,4.800000000000001,0,0,-4.2,0,153.14000000000001,52.07,0.6000000000000001,4.5,245
2023,1,3,6,0,4.3,0,0,-3.9000000000000004,0,164.23,55.11,0.7000000000000001,4.7,246
2023,1,3,7,0,3.8000000000000003,0,0,-3.6,0,169.03,58.46,0.6000000000000001,4.7,251
2023,1,3,8,0,3.3000000000000003,0,0,-3.4000000000000004,0,161.6,61.620000000000005,0.6000000000000001,4.6000000000000005,255
2023,1,3,9,0,3,0,0,-3.2,0,150,63.65,0.6000000000000001,4.7,259
2023,1,3,10,0,2.6,0,0,-3.1,0,137.64000000000001,66,0.6000000000000001,4.7,262
2023,1,3,11,0,2.3000000000000003,0,0,-3,4,125.18,67.86,0.6000000000000001,4.6000000000000005,264
2023,1,3,12,0,2,0,0,-2.9000000000000004,0,112.87,69.76,0.7000000000000001,4.6000000000000005,265
2023,1,3,13,0,2.4000000000000004,0,0,-2.9000000000000004,8,100.92,68.18,0.7000000000000001,4.7,267
2023,1,3,14,0,3.4000000000000004,0,0,-2.8000000000000003,7,89.15,63.86,0.7000000000000001,4.7,265
2023,1,3,15,0,5.2,174,66,-2.6,8,78.95,56.95,0.7000000000000001,4.800000000000001,264
2023,1,3,16,0,8.700000000000001,354,136,-3.3000000000000003,7,69.77,42.660000000000004,0.7000000000000001,6.4,277
2023,1,3,17,0,11.200000000000001,496,341,-4.7,8,62.47,32.51,0.7000000000000001,7.1000000000000005,283
2023,1,3,18,0,12.5,584,584,-5.800000000000001,0,57.82,27.45,0.7000000000000001,7.5,281
2023,1,3,19,0,13.100000000000001,609,609,-6.800000000000001,0,56.480000000000004,24.46,0.7000000000000001,7.9,282
2023,1,3,20,0,13.3,568,568,-7.5,0,58.69,22.79,0.7000000000000001,8.1,281
2023,1,3,21,0,13.100000000000001,465,465,-7.7,0,64.07000000000001,22.77,0.7000000000000001,7.9,279
2023,1,3,22,0,12.4,311,140,-7.300000000000001,5,71.91,24.71,0.7000000000000001,6.9,278
2023,1,3,23,0,9.9,128,128,-6.2,0,81.45,31.7,0.7000000000000001,4.5,279
2023,1,4,0,0,7.7,0,0,-5.300000000000001,3,92.31,39.18,0.8,3.6,284
2023,1,4,1,0,7,0,0,-4.9,8,103.86,42.5,0.8,3.7,288
2023,1,4,2,0,6.1000000000000005,0,0,-4.5,7,115.92,46.58,0.8,3.3000000000000003,287
2023,1,4,3,0,5.5,0,0,-4.2,5,128.28,49.63,0.8,3.2,282
2023,1,4,4,0,5.1000000000000005,0,0,-3.9000000000000004,0,140.74,52.18,0.8,3.6,276
2023,1,4,5,0,4.5,0,0,-3.6,0,153,55.83,0.7000000000000001,3.9000000000000004,273
2023,1,4,6,0,4,0,0,-3.3000000000000003,0,164.09,59,0.7000000000000001,4.3,273
2023,1,4,7,0,3.5,0,0,-3.2,0,168.94,61.43,0.6000000000000001,4.6000000000000005,273
2023,1,4,8,0,3.6,0,0,-3.3000000000000003,0,161.61,60.54,0.6000000000000001,5.300000000000001,276
2023,1,4,9,0,3.7,0,0,-3.4000000000000004,0,150.05,59.82,0.6000000000000001,5.800000000000001,279
2023,1,4,10,0,3.7,0,0,-3.2,0,137.69,60.660000000000004,0.5,6.2,283
2023,1,4,11,0,3.5,0,0,-3,0,125.23,62.43,0.5,6.1000000000000005,288
2023,1,4,12,0,2.9000000000000004,0,0,-3,0,112.92,65.35,0.5,5.5,288
2023,1,4,13,0,2.2,0,0,-3,0,100.95,68.51,0.5,4.9,287
2023,1,4,14,0,2.6,0,0,-3,0,89.17,66.7,0.5,5,284
2023,1,4,15,0,5.1000000000000005,178,178,-3,0,78.95,55.730000000000004,0.5,5.4,282
2023,1,4,16,0,8.9,359,359,-5,0,69.75,36.980000000000004,0.5,7.1000000000000005,297
